"","time","distance","elevation","pace","heartrate","cadence"
"1","22s",0,679,287,119,160
"2","37s",0.1,679,251,122,164
"3","52s",0.1,680,254,122,164
"4","1:04",0.2,680,257,109,166
"5","1:23",0.2,681,286,119,166
"6","1:36",0.3,681,275,122,166
"7","1:48",0.3,681,274,121,168
"8","2:00",0.4,681,271,123,170
"9","2:12",0.4,682,279,123,168
"10","2:25",0.5,683,255,142,168
"11","2:38",0.5,685,252,130,170
"12","2:52",0.6,685,266,126,170
"13","3:04",0.6,684,276,126,170
"14","3:16",0.7,684,280,125,170
"15","3:34",0.7,688,274,128,170
"16","3:46",0.8,692,273,128,170
"17","3:58",0.8,694,276,127,168
"18","4:10",0.9,695,279,128,170
"19","4:28",0.9,695,275,125,172
"20","4:40",1,693,272,125,174
"21","4:52",1,691,276,127,174
"22","5:04",1,690,269,125,178
"23","5:20",1.1,689,253,125,172
"24","5:32",1.2,688,264,127,170
"25","5:44",1.2,688,273,126,174
"26","5:56",1.2,688,273,128,172
"27","6:08",1.3,688,287,128,170
"28","6:26",1.4,689,282,127,172
"29","6:38",1.4,689,273,127,166
"30","6:50",1.4,689,274,128,168
"31","7:02",1.5,688,280,127,168
"32","7:20",1.5,690,284,128,166
"33","7:32",1.6,690,284,130,164
"34","7:44",1.6,689,287,128,170
"35","8:02",1.7,694,280,127,170
"36","8:14",1.7,694,276,128,168
"37","8:26",1.8,696,280,130,168
"38","8:44",1.8,697,281,128,168
"39","8:56",1.9,698,274,128,170
"40","9:08",1.9,700,270,131,168
"41","9:20",2,701,259,130,174
"42","9:38",2,697,256,129,170
"43","9:53",2.1,695,282,129,168
"44","10:05",2.1,696,287,129,170
"45","10:18",2.2,697,287,131,170
"46","10:29",2.2,697,274,139,172
"47","10:46",2.3,698,275,135,170
"48","10:58",2.3,699,273,138,170
"49","11:10",2.4,699,266,136,168
"50","11:22",2.4,699,271,139,166
"51","11:40",2.5,700,275,137,170
"52","11:52",2.5,700,274,138,170
"53","12:04",2.6,701,283,137,168
"54","12:17",2.6,701,276,139,174
"55","12:29",2.7,702,258,141,168
"56","12:46",2.7,702,264,137,166
"57","12:58",2.8,702,263,138,168
"58","13:09",2.8,703,261,139,164
"59","13:20",2.8,703,253,139,164
"60","13:37",2.9,704,266,138,166
"61","13:50",3,705,286,136,168
"62","14:03",3,705,257,139,170
"63","14:15",3,705,283,138,174
"64","14:27",3.1,706,286,138,170
