"","time","distance","elevation","pace","heartrate","cadence"
"1","3:08",0.3,69,443,126,152
"2","3:25",0.4,65,423,123,164
"3","3:41",0.4,60,434,122,160
"4","3:55",0.4,55,489,119,158
"5","4:16",0.5,55,516,119,158
"6","4:35",0.5,55,621,130,160
"7","4:59",0.5,56,617,141,154
"8","5:21",0.6,58,727,148,154
"9","5:55",0.6,64,766,143,150
"10","6:19",0.7,70,702,150,158
"11","6:45",0.7,79,634,145,158
"12","7:02",0.7,85,559,144,148
"13","7:26",0.8,92,692,145,148
"14","7:51",0.8,97,924,144,150
"15","8:44",0.8,102,981,143,162
"16","9:06",0.9,107,968,150,152
"17","9:36",0.9,112,769,151,144
"18","10:03",0.9,115,737,156,152
"19","10:31",1,115,734,155,154
"20","11:03",1,120,695,151,156
"21","11:27",1.1,122,617,150,156
"22","11:43",1.1,120,550,149,160
"23","12:02",1.1,122,510,146,162
"24","12:23",1.2,124,547,144,160
"25","12:45",1.2,121,510,144,152
"26","13:01",1.2,121,430,144,158
"27","13:13",1.3,124,398,140,164
"28","13:32",1.3,122,373,140,164
"29","13:46",1.3,121,450,140,166
"30","14:03",1.4,123,511,132,160
"31","14:23",1.4,127,560,130,82
"32","14:42",1.4,123,499,129,162
"33","15:00",1.5,121,579,134,156
"34","15:24",1.5,120,569,141,128
"35","15:44",1.5,121,449,130,152
"36","16:02",1.6,120,408,130,160
"37","16:15",1.6,115,399,131,168
"38","16:30",1.7,109,402,132,162
"39","16:44",1.7,106,434,138,162
"40","16:57",1.7,101,439,142,158
"41","17:19",1.8,95,377,145,162
"42","17:34",1.8,94,379,149,166
"43","17:48",1.8,96,388,151,156
"44","17:57",1.9,94,367,152,158
"45","18:11",1.9,90,313,148,160
"46","18:21",1.9,82,256,142,158
"47","18:32",2,78,252,136,156
"48","18:43",2,86,340,131,154
"49","18:59",2.1,93,310,127,158
"50","19:07",2.1,94,319,125,162
"51","19:20",2.1,99,361,126,156
"52","19:34",2.2,101,372,126,158
"53","19:46",2.2,101,429,124,162
"54","20:09",2.2,98,437,124,154
"55","20:17",2.3,93,387,122,162
"56","20:33",2.3,81,312,125,162
"57","20:47",2.3,70,321,127,162
"58","20:54",2.4,68,319,127,160
"59","21:09",2.4,70,403,129,162
"60","21:30",2.5,71,444,138,162
"61","21:39",2.5,75,469,141,156
"62","21:57",2.5,79,517,146,154
"63","22:19",2.5,74,495,133,158
"64","22:33",2.6,69,444,128,156
"65","22:53",2.6,63,462,123,148
"66","23:09",2.7,63,468,123,152
"67","23:24",2.7,62,376,121,156
"68","23:35",2.7,64,408,123,160
"69","23:52",2.8,66,377,126,156
"70","24:07",2.8,66,463,128,154
"71","24:25",2.8,63,377,133,160
"72","24:37",2.9,59,381,141,154
"73","24:54",2.9,55,378,139,158
"74","25:09",3,52,382,133,160
"75","25:20",3,48,378,130,154
"76","25:35",3,43,382,129,160
"77","25:48",3.1,43,384,125,158
"78","26:05",3.1,44,375,124,156
"79","26:14",3.1,43,410,127,156
"80","26:31",3.2,40,397,130,158
"81","26:45",3.2,39,376,139,160
"82","27:03",3.2,38,379,142,154
"83","27:17",3.3,39,462,137,156
"84","27:34",3.3,41,564,132,158
"85","27:54",3.3,37,610,139,158
"86","28:17",3.4,36,641,147,154
"87","28:46",3.4,35,589,151,156
"88","29:14",3.5,36,560,148,152
"89","29:22",3.5,36,496,149,160
"90","29:42",3.5,35,432,150,158
"91","30:01",3.6,34,454,150,158
"92","30:11",3.6,36,491,150,162
"93","30:36",3.6,40,623,146,166
"94","31:06",3.7,43,708,130,168
"95","31:35",3.7,32,377,119,188
"96","31:44",3.7,27,401,119,192
"97","31:59",3.8,18,370,120,166
"98","32:06",3.8,16,376,121,162
"99","32:23",3.8,13,372,120,154
"100","32:35",3.9,7,315,128,168
"101","32:47",3.9,8,341,133,166
"102","33:01",3.9,8,344,137,168
"103","33:11",4,8,340,139,166
"104","33:25",4,7,342,141,166
"105","33:40",4.1,6,341,141,164
"106","33:47",4.1,7,345,142,168
"107","34:02",4.1,10,344,141,166
"108","34:17",4.2,4,345,143,168
"109","34:24",4.2,6,347,144,166
"110","34:38",4.2,9,346,145,164
"111","34:52",4.3,9,317,144,166
"112","35:04",4.3,10,347,144,170
"113","35:18",4.3,12,343,141,170
"114","35:32",4.4,12,328,140,168
"115","35:42",4.4,6,333,143,170
"116","35:55",4.5,6,335,140,164
"117","36:02",4.5,6,337,141,166
"118","36:14",4.5,7,339,144,164
"119","36:28",4.6,8,341,148,168
"120","36:43",4.6,8,341,148,168
"121","36:57",4.6,7,345,149,170
"122","37:04",4.7,7,343,148,170
"123","37:19",4.7,10,312,147,168
"124","37:35",4.7,12,349,149,168
"125","37:42",4.8,12,313,148,166
"126","38:00",4.8,9,346,147,170
"127","38:08",4.8,8,347,146,172
"128","38:22",4.9,8,342,145,166
"129","38:36",4.9,10,342,147,166
"130","38:43",4.9,10,343,148,164
"131","38:55",5,10,348,149,170
"132","39:10",5,8,314,147,164
"133","39:25",5.1,7,316,148,162
"134","39:32",5.1,6,312,148,170
"135","39:47",5.1,6,312,146,168
"136","40:02",5.2,8,311,144,164
"137","40:17",5.2,9,314,147,166
"138","40:25",5.2,9,318,148,168
"139","40:41",5.3,11,313,147,168
"140","40:48",5.3,13,348,147,170
"141","41:02",5.3,18,338,147,168
"142","41:16",5.4,21,339,147,170
"143","41:30",5.4,21,341,147,166
"144","41:37",5.4,21,345,146,168
"145","41:52",5.5,21,346,148,168
"146","42:07",5.5,5,349,147,170
"147","42:15",5.5,6,346,146,168
"148","42:30",5.6,7,310,148,168
"149","42:38",5.6,24,349,147,166
"150","42:53",5.7,23,314,148,168
"151","43:08",5.7,30,316,148,168
"152","43:23",5.7,45,311,148,168
"153","43:32",5.8,35,346,145,164
"154","43:46",5.8,23,331,144,162
"155","43:53",5.8,24,326,144,164
"156","44:07",5.9,25,326,145,164
"157","44:21",5.9,7,330,145,166
"158","44:29",5.9,5,335,146,166
"159","44:41",6,5,341,147,168
"160","44:55",6,20,345,150,164
"161","45:10",6.1,19,318,150,168
"162","45:18",6.1,19,318,150,168
"163","45:34",6.1,19,318,149,168
"164","45:48",6.2,17,346,150,170
"165","45:55",6.2,15,348,149,168
"166","46:10",6.2,11,318,148,168
"167","46:26",6.3,11,318,146,168
"168","46:34",6.3,10,310,148,168
"169","46:48",6.3,9,345,148,170
"170","47:04",6.4,8,341,147,164
"171","47:11",6.4,8,346,147,166
"172","47:26",6.4,8,311,151,164
"173","47:42",6.5,9,316,151,172
"174","47:49",6.5,10,314,149,168
"175","48:04",6.6,10,349,149,166
"176","48:19",6.6,7,310,151,168
"177","48:26",6.6,7,312,151,164
"178","48:41",6.7,8,346,149,170
"179","48:55",6.7,13,346,149,168
"180","49:10",6.7,12,348,148,170
"181","49:17",6.8,11,311,147,168
"182","49:33",6.8,9,311,147,168
"183","49:41",6.8,9,310,147,168
"184","49:55",6.9,9,346,148,166
"185","50:10",6.9,10,345,150,168
"186","50:17",6.9,11,349,151,166
"187","50:31",7,13,347,152,168
"188","50:45",7,18,317,151,168
"189","51:01",7.1,20,360,149,166
"190","51:09",7.1,18,361,148,168
"191","51:25",7.1,15,315,147,168
"192","51:40",7.2,12,348,148,168
"193","51:47",7.2,11,347,147,166
"194","52:02",7.2,9,342,148,168
"195","52:16",7.3,8,344,147,164
"196","52:23",7.3,7,343,147,170
"197","52:37",7.3,4,346,147,164
"198","52:52",7.4,9,311,146,168
"199","53:00",7.4,8,348,147,168
"200","53:14",7.4,7,313,146,168
"201","53:29",7.5,8,347,147,168
"202","53:43",7.5,8,311,147,168
"203","53:50",7.5,8,348,150,166
"204","54:05",7.6,9,338,150,166
"205","54:15",7.6,10,321,148,160
"206","54:31",7.7,7,315,148,166
"207","54:38",7.7,8,330,148,168
"208","54:50",7.7,9,337,145,170
"209","55:05",7.8,8,347,146,168
"210","55:19",7.8,8,341,145,166
"211","55:27",7.8,8,343,144,166
"212","55:41",7.9,11,343,147,170
"213","55:55",7.9,4,346,145,166
"214","56:03",7.9,6,347,147,164
"215","56:16",8,9,405,146,158
"216","56:41",8,10,447,147,156
"217","56:54",8.1,9,404,151,166
"218","57:04",8.1,9,342,156,168
"219","57:19",8.1,9,336,154,166
"220","57:33",8.2,10,336,150,162
