time,distance,elevation,pace,heartrate,cadence
13s,"0,0 km",5 m,6:36/km,97 bpm,172 ppm
30s,"0,0 km",5 m,6:20/km,112 bpm,172 ppm
51s,"0,1 km",5 m,5:57/km,123 bpm,172 ppm
1:06,"0,1 km",5 m,4:59/km,124 bpm,174 ppm
1:21,"0,2 km",6 m,5:12/km,124 bpm,174 ppm
1:37,"0,2 km",6 m,5:37/km,126 bpm,172 ppm
1:54,"0,3 km",4 m,5:37/km,128 bpm,172 ppm
2:11,"0,3 km",4 m,4:58/km,125 bpm,172 ppm
2:24,"0,4 km",4 m,5:00/km,122 bpm,172 ppm
2:41,"0,4 km",4 m,5:26/km,120 bpm,172 ppm
2:57,"0,5 km",4 m,5:26/km,120 bpm,172 ppm
3:13,"0,5 km",5 m,5:30/km,119 bpm,170 ppm
3:30,"0,6 km",5 m,5:18/km,123 bpm,172 ppm
3:45,"0,6 km",6 m,5:05/km,120 bpm,172 ppm
4:00,"0,7 km",6 m,5:09/km,123 bpm,172 ppm
4:16,"0,7 km",5 m,4:45/km,124 bpm,178 ppm
4:29,"0,8 km",6 m,4:33/km,125 bpm,172 ppm
4:43,"0,8 km",7 m,4:44/km,126 bpm,172 ppm
4:57,"0,9 km",7 m,4:44/km,125 bpm,174 ppm
5:11,"0,9 km",8 m,5:08/km,124 bpm,174 ppm
5:28,"1,0 km",9 m,4:32/km,125 bpm,174 ppm
5:39,"1,0 km",10 m,4:35/km,126 bpm,174 ppm
5:56,"1,1 km",6 m,5:25/km,124 bpm,174 ppm
6:12,"1,1 km",5 m,4:40/km,111 bpm,178 ppm
6:25,"1,2 km",5 m,4:26/km,124 bpm,174 ppm
6:39,"1,2 km",6 m,4:35/km,127 bpm,174 ppm
6:52,"1,3 km",6 m,4:39/km,130 bpm,176 ppm
7:06,"1,3 km",4 m,4:33/km,134 bpm,174 ppm
7:20,"1,4 km",2 m,4:23/km,133 bpm,174 ppm
7:33,"1,4 km",0 m,4:38/km,130 bpm,174 ppm
7:47,"1,5 km",1 m,4:38/km,127 bpm,174 ppm
8:00,"1,5 km",2 m,4:38/km,127 bpm,174 ppm
8:15,"1,6 km",2 m,4:50/km,129 bpm,176 ppm
8:29,"1,6 km",2 m,4:42/km,127 bpm,174 ppm
8:43,"1,7 km",3 m,4:31/km,128 bpm,174 ppm
8:56,"1,7 km",3 m,4:33/km,130 bpm,174 ppm
9:10,"1,8 km",3 m,4:27/km,131 bpm,178 ppm
9:23,"1,8 km",2 m,4:25/km,133 bpm,174 ppm
9:37,"1,9 km",2 m,4:31/km,134 bpm,174 ppm
9:50,"1,9 km",1 m,4:34/km,135 bpm,178 ppm
10:04,"2,0 km",1 m,4:29/km,137 bpm,174 ppm
10:17,"2,0 km",2 m,4:16/km,138 bpm,178 ppm
10:30,"2,1 km",4 m,4:19/km,138 bpm,174 ppm
10:43,"2,1 km",5 m,4:08/km,133 bpm,174 ppm
10:54,"2,2 km",6 m,4:10/km,131 bpm,174 ppm
11:08,"2,2 km",8 m,4:48/km,129 bpm,178 ppm
11:24,"2,3 km",9 m,5:16/km,113 bpm,174 ppm
11:39,"2,3 km",7 m,4:59/km,115 bpm,174 ppm
11:54,"2,4 km",6 m,4:39/km,120 bpm,174 ppm
12:07,"2,4 km",6 m,4:25/km,121 bpm,176 ppm
12:20,"2,5 km",4 m,4:15/km,123 bpm,174 ppm
12:33,"2,5 km",2 m,4:23/km,128 bpm,176 ppm
12:47,"2,6 km",0 m,4:33/km,131 bpm,174 ppm
13:00,"2,6 km",1 m,4:33/km,132 bpm,174 ppm
13:14,"2,7 km",2 m,4:33/km,130 bpm,178 ppm
13:27,"2,7 km",3 m,4:41/km,127 bpm,174 ppm
13:42,"2,8 km",3 m,4:44/km,127 bpm,174 ppm
13:56,"2,8 km",3 m,4:36/km,126 bpm,178 ppm
14:10,"2,9 km",2 m,4:43/km,127 bpm,174 ppm
14:24,"2,9 km",2 m,4:43/km,126 bpm,178 ppm
14:38,"3,0 km",2 m,4:42/km,133 bpm,174 ppm
