time,distance,elevation,pace,heartrate,cadence
7s,"0,0 km",29 m,5:31/km,108 bpm,170 ppm
14s,"0,0 km",29 m,5:31/km,119 bpm,170 ppm
20s,"0,0 km",28 m,5:07/km,121 bpm,166 ppm
27s,"0,0 km",28 m,5:02/km,130 bpm,168 ppm
34s,"0,1 km",27 m,5:02/km,128 bpm,168 ppm
40s,"0,1 km",27 m,5:25/km,127 bpm,172 ppm
47s,"0,1 km",27 m,5:46/km,122 bpm,172 ppm
56s,"0,1 km",27 m,6:36/km,121 bpm,174 ppm
1:05,"0,1 km",27 m,6:47/km,122 bpm,170 ppm
1:17,"0,2 km",27 m,7:11/km,132 bpm,170 ppm
1:24,"0,2 km",27 m,6:39/km,131 bpm,172 ppm
1:32,"0,2 km",27 m,5:53/km,128 bpm,170 ppm
1:41,"0,2 km",27 m,5:43/km,119 bpm,164 ppm
1:48,"0,3 km",27 m,5:27/km,120 bpm,166 ppm
1:55,"0,3 km",27 m,5:16/km,119 bpm,166 ppm
2:02,"0,3 km",26 m,5:21/km,120 bpm,168 ppm
2:09,"0,3 km",26 m,5:40/km,120 bpm,166 ppm
2:16,"0,3 km",25 m,5:41/km,122 bpm,168 ppm
2:24,"0,4 km",25 m,5:49/km,123 bpm,166 ppm
2:33,"0,4 km",25 m,6:08/km,124 bpm,168 ppm
2:40,"0,4 km",25 m,6:41/km,125 bpm,168 ppm
2:48,"0,4 km",25 m,6:19/km,132 bpm,168 ppm
3:00,"0,5 km",24 m,6:06/km,135 bpm,172 ppm
3:07,"0,5 km",24 m,5:53/km,131 bpm,170 ppm
3:14,"0,5 km",24 m,5:26/km,126 bpm,170 ppm
3:20,"0,5 km",23 m,5:19/km,125 bpm,166 ppm
3:28,"0,5 km",23 m,5:45/km,121 bpm,168 ppm
3:35,"0,6 km",23 m,5:46/km,119 bpm,168 ppm
3:45,"0,6 km",22 m,5:38/km,120 bpm,170 ppm
3:51,"0,6 km",22 m,5:40/km,120 bpm,170 ppm
3:58,"0,6 km",22 m,5:29/km,119 bpm,170 ppm
4:06,"0,7 km",23 m,5:37/km,120 bpm,168 ppm
4:13,"0,7 km",24 m,5:47/km,124 bpm,172 ppm
4:21,"0,7 km",25 m,5:58/km,117 bpm,170 ppm
4:29,"0,7 km",25 m,5:49/km,112 bpm,172 ppm
4:38,"0,7 km",26 m,5:46/km,112 bpm,172 ppm
4:44,"0,8 km",26 m,5:44/km,120 bpm,170 ppm
4:51,"0,8 km",26 m,5:36/km,125 bpm,172 ppm
5:00,"0,8 km",26 m,6:04/km,127 bpm,172 ppm
5:07,"0,8 km",27 m,6:13/km,126 bpm,172 ppm
5:17,"0,9 km",26 m,5:55/km,125 bpm,166 ppm
5:25,"0,9 km",26 m,5:48/km,124 bpm,168 ppm
5:32,"0,9 km",26 m,5:29/km,124 bpm,168 ppm
5:39,"0,9 km",26 m,5:18/km,124 bpm,168 ppm
5:45,"0,9 km",25 m,5:15/km,123 bpm,166 ppm
5:53,"1,0 km",25 m,5:08/km,124 bpm,168 ppm
6:00,"1,0 km",24 m,5:17/km,124 bpm,170 ppm
6:06,"1,0 km",23 m,5:07/km,124 bpm,170 ppm
6:13,"1,0 km",23 m,4:58/km,122 bpm,170 ppm
6:20,"1,0 km",23 m,5:04/km,123 bpm,170 ppm
6:27,"1,1 km",24 m,5:10/km,128 bpm,166 ppm
6:34,"1,1 km",25 m,5:05/km,130 bpm,168 ppm
6:40,"1,1 km",25 m,5:12/km,130 bpm,172 ppm
6:47,"1,1 km",26 m,5:07/km,129 bpm,170 ppm
6:54,"1,2 km",26 m,5:05/km,128 bpm,170 ppm
7:01,"1,2 km",26 m,5:08/km,127 bpm,172 ppm
7:07,"1,2 km",26 m,5:19/km,127 bpm,170 ppm
7:14,"1,2 km",26 m,5:12/km,118 bpm,170 ppm
7:23,"1,2 km",25 m,5:05/km,114 bpm,170 ppm
7:29,"1,3 km",25 m,5:05/km,112 bpm,170 ppm
7:35,"1,3 km",25 m,4:47/km,107 bpm,172 ppm
7:41,"1,3 km",24 m,4:46/km,106 bpm,170 ppm
7:48,"1,3 km",23 m,4:50/km,105 bpm,170 ppm
7:55,"1,4 km",23 m,4:49/km,103 bpm,170 ppm
8:01,"1,4 km",23 m,4:49/km,104 bpm,170 ppm
8:07,"1,4 km",24 m,4:44/km,105 bpm,168 ppm
8:13,"1,4 km",24 m,4:49/km,105 bpm,168 ppm
8:19,"1,4 km",25 m,4:59/km,105 bpm,172 ppm
8:27,"1,5 km",25 m,4:56/km,106 bpm,166 ppm
8:34,"1,5 km",26 m,4:59/km,106 bpm,168 ppm
8:40,"1,5 km",26 m,4:50/km,107 bpm,166 ppm
8:46,"1,5 km",26 m,4:56/km,105 bpm,168 ppm
8:52,"1,6 km",26 m,5:02/km,107 bpm,168 ppm
8:59,"1,6 km",26 m,4:59/km,110 bpm,168 ppm
9:07,"1,6 km",25 m,4:59/km,111 bpm,168 ppm
9:13,"1,6 km",25 m,4:58/km,111 bpm,170 ppm
9:19,"1,6 km",24 m,4:44/km,111 bpm,170 ppm
9:25,"1,7 km",23 m,4:55/km,109 bpm,172 ppm
9:32,"1,7 km",23 m,4:55/km,109 bpm,170 ppm
9:39,"1,7 km",23 m,4:57/km,109 bpm,166 ppm
9:45,"1,7 km",24 m,4:52/km,110 bpm,168 ppm
9:52,"1,8 km",24 m,4:37/km,111 bpm,168 ppm
9:58,"1,8 km",25 m,4:43/km,113 bpm,170 ppm
10:04,"1,8 km",25 m,4:44/km,114 bpm,170 ppm
10:10,"1,8 km",26 m,4:54/km,115 bpm,170 ppm
10:17,"1,8 km",26 m,4:55/km,116 bpm,170 ppm
10:24,"1,9 km",26 m,5:05/km,119 bpm,170 ppm
10:30,"1,9 km",26 m,5:09/km,119 bpm,170 ppm
10:37,"1,9 km",26 m,5:05/km,122 bpm,170 ppm
10:44,"1,9 km",25 m,5:00/km,127 bpm,170 ppm
10:51,"2,0 km",25 m,5:02/km,128 bpm,172 ppm
10:57,"2,0 km",24 m,5:02/km,128 bpm,168 ppm
11:04,"2,0 km",23 m,4:58/km,125 bpm,172 ppm
11:10,"2,0 km",23 m,4:54/km,115 bpm,172 ppm
11:18,"2,0 km",23 m,4:58/km,110 bpm,170 ppm
11:23,"2,1 km",23 m,5:03/km,107 bpm,170 ppm
11:30,"2,1 km",24 m,4:57/km,108 bpm,170 ppm
11:37,"2,1 km",25 m,5:11/km,108 bpm,168 ppm
11:44,"2,1 km",25 m,5:05/km,108 bpm,168 ppm
11:51,"2,2 km",26 m,4:56/km,110 bpm,168 ppm
11:57,"2,2 km",26 m,4:50/km,111 bpm,172 ppm
12:03,"2,2 km",26 m,5:01/km,111 bpm,170 ppm
12:10,"2,2 km",26 m,5:03/km,114 bpm,170 ppm
12:17,"2,2 km",26 m,5:01/km,119 bpm,170 ppm
12:25,"2,3 km",25 m,4:45/km,118 bpm,172 ppm
12:30,"2,3 km",25 m,4:44/km,118 bpm,172 ppm
12:36,"2,3 km",24 m,4:34/km,120 bpm,168 ppm
12:41,"2,3 km",24 m,4:39/km,123 bpm,168 ppm
12:48,"2,4 km",23 m,4:47/km,124 bpm,168 ppm
12:56,"2,4 km",23 m,5:00/km,123 bpm,168 ppm
13:01,"2,4 km",23 m,5:05/km,121 bpm,168 ppm
13:08,"2,4 km",24 m,4:58/km,121 bpm,168 ppm
13:15,"2,4 km",25 m,5:15/km,120 bpm,168 ppm
13:22,"2,5 km",25 m,5:11/km,120 bpm,170 ppm
13:29,"2,5 km",26 m,5:05/km,121 bpm,172 ppm
13:36,"2,5 km",26 m,4:58/km,121 bpm,172 ppm
13:42,"2,5 km",26 m,5:07/km,119 bpm,170 ppm
13:48,"2,6 km",26 m,5:06/km,119 bpm,170 ppm
13:56,"2,6 km",26 m,5:02/km,121 bpm,170 ppm
14:03,"2,6 km",25 m,5:05/km,127 bpm,168 ppm
14:09,"2,6 km",25 m,4:58/km,128 bpm,178 ppm
14:16,"2,6 km",24 m,4:43/km,129 bpm,170 ppm
14:22,"2,7 km",23 m,4:44/km,129 bpm,170 ppm
14:29,"2,7 km",23 m,4:45/km,129 bpm,172 ppm
14:34,"2,7 km",23 m,4:50/km,128 bpm,166 ppm
14:41,"2,7 km",23 m,4:49/km,128 bpm,168 ppm
14:48,"2,8 km",24 m,5:00/km,128 bpm,166 ppm
14:54,"2,8 km",25 m,5:05/km,128 bpm,166 ppm
15:01,"2,8 km",25 m,5:03/km,127 bpm,170 ppm
15:08,"2,8 km",26 m,5:03/km,128 bpm,166 ppm
15:14,"2,8 km",26 m,4:57/km,130 bpm,168 ppm
15:21,"2,9 km",26 m,4:59/km,129 bpm,170 ppm
15:28,"2,9 km",26 m,5:05/km,128 bpm,168 ppm
15:34,"2,9 km",26 m,4:58/km,128 bpm,168 ppm
15:41,"2,9 km",25 m,5:02/km,128 bpm,168 ppm
15:48,"3,0 km",25 m,5:01/km,128 bpm,172 ppm
15:55,"3,0 km",24 m,4:49/km,131 bpm,166 ppm
16:01,"3,0 km",23 m,4:47/km,131 bpm,168 ppm
16:07,"3,0 km",23 m,4:43/km,130 bpm,168 ppm
16:13,"3,0 km",23 m,4:45/km,129 bpm,166 ppm
16:19,"3,1 km",23 m,4:48/km,129 bpm,166 ppm
16:26,"3,1 km",24 m,4:56/km,129 bpm,166 ppm
16:33,"3,1 km",25 m,5:03/km,128 bpm,168 ppm
16:39,"3,1 km",25 m,5:00/km,129 bpm,168 ppm
16:47,"3,2 km",26 m,4:56/km,128 bpm,168 ppm
16:53,"3,2 km",26 m,4:50/km,128 bpm,168 ppm
16:59,"3,2 km",26 m,4:45/km,128 bpm,168 ppm
17:05,"3,2 km",26 m,4:53/km,125 bpm,168 ppm
17:11,"3,2 km",26 m,4:48/km,125 bpm,166 ppm
17:19,"3,3 km",25 m,4:47/km,125 bpm,168 ppm
17:25,"3,3 km",25 m,4:46/km,125 bpm,172 ppm
17:31,"3,3 km",24 m,4:32/km,125 bpm,170 ppm
17:37,"3,3 km",23 m,4:33/km,125 bpm,170 ppm
17:43,"3,4 km",23 m,4:33/km,126 bpm,170 ppm
17:49,"3,4 km",23 m,4:29/km,126 bpm,166 ppm
17:55,"3,4 km",23 m,4:40/km,126 bpm,168 ppm
18:01,"3,4 km",24 m,4:44/km,125 bpm,168 ppm
18:07,"3,4 km",25 m,4:49/km,124 bpm,168 ppm
18:14,"3,5 km",25 m,4:50/km,120 bpm,168 ppm
18:21,"3,5 km",26 m,4:52/km,122 bpm,168 ppm
18:27,"3,5 km",26 m,4:44/km,122 bpm,170 ppm
18:33,"3,5 km",26 m,4:37/km,123 bpm,172 ppm
18:39,"3,6 km",26 m,4:38/km,125 bpm,170 ppm
18:45,"3,6 km",26 m,4:37/km,128 bpm,170 ppm
18:51,"3,6 km",25 m,4:37/km,128 bpm,168 ppm
18:57,"3,6 km",25 m,4:40/km,130 bpm,172 ppm
19:04,"3,6 km",24 m,4:47/km,132 bpm,166 ppm
19:10,"3,7 km",23 m,4:53/km,132 bpm,166 ppm
19:17,"3,7 km",23 m,4:59/km,125 bpm,168 ppm
19:23,"3,7 km",23 m,5:02/km,122 bpm,168 ppm
