time,distance,elevation,pace,heartrate,cadence
5s,"0,0 km",4 m,4:55/km,79 bpm,164 ppm
10s,"0,0 km",4 m,4:55/km,80 bpm,172 ppm
16s,"0,0 km",4 m,4:37/km,98 bpm,170 ppm
21s,"0,0 km",4 m,4:34/km,105 bpm,172 ppm
26s,"0,0 km",4 m,4:33/km,112 bpm,172 ppm
31s,"0,1 km",4 m,4:36/km,118 bpm,172 ppm
36s,"0,1 km",3 m,4:39/km,121 bpm,178 ppm
41s,"0,1 km",3 m,4:40/km,122 bpm,178 ppm
47s,"0,1 km",2 m,4:43/km,121 bpm,176 ppm
52s,"0,1 km",2 m,4:51/km,120 bpm,176 ppm
57s,"0,1 km",3 m,4:57/km,118 bpm,178 ppm
1:03,"0,2 km",3 m,4:55/km,117 bpm,178 ppm
1:09,"0,2 km",3 m,4:55/km,116 bpm,174 ppm
1:14,"0,2 km",4 m,4:53/km,115 bpm,176 ppm
1:20,"0,2 km",5 m,4:47/km,115 bpm,174 ppm
1:25,"0,2 km",5 m,4:47/km,115 bpm,174 ppm
1:30,"0,3 km",6 m,4:50/km,115 bpm,174 ppm
1:35,"0,3 km",6 m,4:49/km,115 bpm,174 ppm
1:41,"0,3 km",5 m,4:50/km,117 bpm,174 ppm
1:47,"0,3 km",5 m,4:59/km,120 bpm,174 ppm
1:52,"0,3 km",4 m,4:59/km,121 bpm,176 ppm
1:58,"0,4 km",4 m,4:52/km,121 bpm,178 ppm
2:04,"0,4 km",3 m,4:47/km,122 bpm,174 ppm
2:09,"0,4 km",3 m,4:47/km,122 bpm,178 ppm
2:14,"0,4 km",2 m,4:50/km,122 bpm,174 ppm
2:19,"0,4 km",2 m,4:56/km,122 bpm,174 ppm
2:25,"0,4 km",3 m,5:06/km,121 bpm,172 ppm
2:31,"0,5 km",3 m,5:08/km,122 bpm,172 ppm
2:37,"0,5 km",4 m,5:08/km,120 bpm,174 ppm
2:43,"0,5 km",4 m,4:52/km,117 bpm,174 ppm
2:48,"0,5 km",4 m,4:49/km,117 bpm,174 ppm
2:53,"0,5 km",5 m,4:39/km,117 bpm,174 ppm
2:58,"0,6 km",5 m,4:39/km,117 bpm,174 ppm
3:04,"0,6 km",6 m,4:45/km,119 bpm,174 ppm
3:09,"0,6 km",6 m,4:47/km,125 bpm,174 ppm
3:15,"0,6 km",7 m,4:53/km,126 bpm,170 ppm
3:20,"0,6 km",7 m,5:00/km,127 bpm,172 ppm
3:25,"0,7 km",8 m,5:07/km,126 bpm,172 ppm
3:31,"0,7 km",9 m,5:13/km,125 bpm,172 ppm
3:37,"0,7 km",10 m,5:18/km,124 bpm,172 ppm
3:44,"0,7 km",11 m,5:24/km,123 bpm,174 ppm
3:50,"0,7 km",13 m,5:31/km,123 bpm,176 ppm
3:56,"0,8 km",14 m,5:40/km,123 bpm,178 ppm
4:02,"0,8 km",16 m,5:37/km,125 bpm,174 ppm
4:09,"0,8 km",18 m,5:37/km,127 bpm,174 ppm
4:15,"0,8 km",19 m,5:36/km,131 bpm,178 ppm
4:21,"0,8 km",21 m,5:34/km,131 bpm,178 ppm
4:27,"0,8 km",22 m,5:17/km,132 bpm,178 ppm
4:33,"0,9 km",23 m,5:04/km,131 bpm,178 ppm
4:39,"0,9 km",23 m,4:55/km,131 bpm,174 ppm
4:45,"0,9 km",23 m,4:44/km,132 bpm,174 ppm
4:50,"0,9 km",23 m,4:30/km,133 bpm,174 ppm
4:55,"0,9 km",22 m,4:24/km,134 bpm,174 ppm
5:00,"1,0 km",21 m,4:22/km,135 bpm,178 ppm
5:04,"1,0 km",21 m,4:24/km,134 bpm,176 ppm
5:09,"1,0 km",20 m,4:26/km,134 bpm,172 ppm
5:14,"1,0 km",19 m,4:27/km,134 bpm,172 ppm
5:20,"1,0 km",18 m,4:27/km,134 bpm,172 ppm
5:25,"1,1 km",17 m,4:27/km,133 bpm,172 ppm
5:30,"1,1 km",15 m,4:28/km,134 bpm,172 ppm
5:34,"1,1 km",14 m,4:27/km,134 bpm,172 ppm
5:39,"1,1 km",13 m,4:28/km,133 bpm,172 ppm
5:45,"1,1 km",13 m,4:31/km,132 bpm,172 ppm
5:50,"1,1 km",12 m,4:32/km,131 bpm,178 ppm
5:55,"1,2 km",11 m,4:30/km,128 bpm,174 ppm
6:00,"1,2 km",10 m,4:26/km,124 bpm,174 ppm
6:05,"1,2 km",9 m,4:23/km,125 bpm,178 ppm
6:10,"1,2 km",8 m,4:21/km,125 bpm,178 ppm
6:15,"1,2 km",8 m,4:27/km,125 bpm,174 ppm
6:20,"1,3 km",8 m,4:29/km,125 bpm,174 ppm
6:25,"1,3 km",8 m,4:33/km,125 bpm,178 ppm
6:30,"1,3 km",8 m,4:41/km,125 bpm,174 ppm
6:35,"1,3 km",7 m,4:42/km,128 bpm,174 ppm
6:40,"1,3 km",7 m,4:34/km,128 bpm,174 ppm
6:46,"1,3 km",7 m,4:26/km,129 bpm,174 ppm
6:51,"1,4 km",6 m,4:18/km,129 bpm,174 ppm
6:55,"1,4 km",5 m,4:10/km,128 bpm,178 ppm
7:00,"1,4 km",4 m,3:59/km,128 bpm,178 ppm
7:04,"1,4 km",5 m,3:58/km,129 bpm,176 ppm
7:09,"1,4 km",5 m,3:58/km,129 bpm,178 ppm
7:13,"1,5 km",6 m,3:58/km,129 bpm,174 ppm
7:18,"1,5 km",5 m,4:01/km,130 bpm,174 ppm
7:22,"1,5 km",4 m,4:06/km,130 bpm,178 ppm
7:27,"1,5 km",3 m,4:14/km,130 bpm,182 ppm
7:32,"1,5 km",2 m,4:18/km,130 bpm,180 ppm
7:37,"1,6 km",1 m,4:18/km,130 bpm,174 ppm
7:42,"1,6 km",0 m,4:18/km,130 bpm,178 ppm
7:47,"1,6 km",0 m,4:12/km,130 bpm,174 ppm
7:51,"1,6 km",0 m,4:10/km,131 bpm,174 ppm
7:56,"1,6 km",0 m,4:17/km,133 bpm,174 ppm
8:00,"1,6 km",0 m,4:35/km,134 bpm,174 ppm
8:05,"1,7 km",1 m,4:37/km,134 bpm,178 ppm
8:11,"1,7 km",2 m,4:37/km,135 bpm,174 ppm
8:17,"1,7 km",3 m,4:42/km,137 bpm,174 ppm
8:22,"1,7 km",3 m,4:37/km,137 bpm,178 ppm
8:27,"1,7 km",5 m,4:13/km,138 bpm,180 ppm
8:32,"1,8 km",5 m,4:12/km,139 bpm,174 ppm
8:37,"1,8 km",4 m,4:16/km,140 bpm,178 ppm
8:41,"1,8 km",4 m,4:13/km,141 bpm,178 ppm
8:46,"1,8 km",4 m,4:10/km,142 bpm,174 ppm
8:50,"1,8 km",5 m,4:16/km,142 bpm,178 ppm
8:55,"1,9 km",5 m,4:26/km,138 bpm,178 ppm
9:00,"1,9 km",6 m,4:38/km,135 bpm,174 ppm
9:05,"1,9 km",6 m,4:48/km,135 bpm,174 ppm
9:11,"1,9 km",6 m,5:07/km,134 bpm,178 ppm
9:17,"1,9 km",6 m,4:57/km,133 bpm,174 ppm
9:24,"1,9 km",6 m,4:38/km,134 bpm,178 ppm
9:29,"2,0 km",6 m,4:27/km,135 bpm,178 ppm
9:33,"2,0 km",6 m,4:09/km,137 bpm,174 ppm
9:37,"2,0 km",6 m,3:52/km,138 bpm,174 ppm
9:42,"2,0 km",6 m,3:56/km,139 bpm,174 ppm
9:46,"2,0 km",6 m,4:03/km,139 bpm,178 ppm
9:51,"2,1 km",6 m,4:09/km,138 bpm,174 ppm
9:56,"2,1 km",6 m,4:11/km,137 bpm,182 ppm
10:01,"2,1 km",6 m,4:17/km,135 bpm,174 ppm
10:05,"2,1 km",6 m,4:20/km,136 bpm,178 ppm
10:10,"2,1 km",6 m,4:19/km,136 bpm,176 ppm
10:15,"2,2 km",6 m,4:19/km,134 bpm,176 ppm
10:20,"2,2 km",6 m,4:20/km,130 bpm,174 ppm
10:25,"2,2 km",6 m,4:29/km,129 bpm,174 ppm
10:30,"2,2 km",6 m,4:33/km,130 bpm,174 ppm
10:34,"2,2 km",6 m,4:34/km,130 bpm,174 ppm
10:41,"2,3 km",6 m,4:34/km,131 bpm,178 ppm
10:46,"2,3 km",6 m,4:32/km,131 bpm,178 ppm
10:51,"2,3 km",6 m,4:29/km,131 bpm,178 ppm
10:56,"2,3 km",6 m,4:17/km,132 bpm,178 ppm
11:00,"2,3 km",6 m,4:11/km,132 bpm,178 ppm
11:05,"2,3 km",6 m,4:03/km,133 bpm,174 ppm
11:10,"2,4 km",6 m,4:09/km,134 bpm,174 ppm
11:14,"2,4 km",6 m,4:11/km,135 bpm,178 ppm
11:18,"2,4 km",6 m,4:05/km,135 bpm,176 ppm
11:24,"2,4 km",5 m,4:09/km,135 bpm,178 ppm
11:28,"2,4 km",5 m,4:17/km,136 bpm,176 ppm
11:33,"2,5 km",5 m,4:27/km,136 bpm,174 ppm
11:38,"2,5 km",5 m,4:31/km,138 bpm,174 ppm
11:43,"2,5 km",5 m,4:38/km,138 bpm,174 ppm
11:49,"2,5 km",5 m,4:46/km,137 bpm,178 ppm
11:54,"2,5 km",5 m,4:40/km,136 bpm,174 ppm
11:59,"2,5 km",5 m,4:28/km,136 bpm,178 ppm
12:05,"2,6 km",5 m,4:11/km,136 bpm,174 ppm
12:09,"2,6 km",5 m,4:05/km,136 bpm,178 ppm
12:13,"2,6 km",4 m,3:56/km,135 bpm,178 ppm
12:18,"2,6 km",4 m,3:54/km,130 bpm,176 ppm
12:22,"2,6 km",4 m,3:56/km,130 bpm,174 ppm
12:26,"2,7 km",4 m,4:01/km,131 bpm,174 ppm
12:31,"2,7 km",4 m,4:07/km,132 bpm,174 ppm
12:36,"2,7 km",4 m,4:12/km,133 bpm,174 ppm
12:41,"2,7 km",5 m,4:16/km,133 bpm,174 ppm
12:45,"2,7 km",4 m,4:17/km,133 bpm,174 ppm
12:50,"2,8 km",4 m,4:17/km,135 bpm,174 ppm
12:55,"2,8 km",3 m,4:19/km,136 bpm,174 ppm
13:00,"2,8 km",2 m,4:20/km,137 bpm,174 ppm
13:05,"2,8 km",2 m,4:19/km,138 bpm,174 ppm
13:10,"2,8 km",3 m,4:19/km,138 bpm,174 ppm
13:14,"2,8 km",3 m,4:18/km,139 bpm,174 ppm
13:19,"2,9 km",3 m,4:22/km,141 bpm,174 ppm
13:24,"2,9 km",3 m,4:29/km,142 bpm,174 ppm
13:29,"2,9 km",3 m,4:22/km,142 bpm,176 ppm
13:35,"2,9 km",4 m,4:19/km,143 bpm,174 ppm
13:40,"2,9 km",5 m,4:21/km,146 bpm,174 ppm
13:44,"3,0 km",6 m,4:22/km,146 bpm,174 ppm
13:48,"3,0 km",6 m,4:14/km,144 bpm,172 ppm
13:53,"3,0 km",6 m,4:18/km,136 bpm,172 ppm
13:59,"3,0 km",6 m,4:42/km,133 bpm,172 ppm
14:04,"3,0 km",6 m,5:24/km,133 bpm,176 ppm
14:09,"3,1 km",6 m,5:30/km,133 bpm,174 ppm
14:18,"3,1 km",6 m,5:30/km,134 bpm,174 ppm
14:25,"3,1 km",7 m,5:21/km,135 bpm,176 ppm
14:30,"3,1 km",7 m,4:50/km,134 bpm,172 ppm
14:35,"3,1 km",7 m,4:10/km,136 bpm,172 ppm
14:40,"3,2 km",7 m,4:04/km,137 bpm,172 ppm
14:44,"3,2 km",7 m,3:55/km,137 bpm,178 ppm
14:48,"3,2 km",6 m,3:54/km,138 bpm,178 ppm
14:53,"3,2 km",6 m,4:02/km,139 bpm,178 ppm
14:57,"3,2 km",5 m,4:07/km,138 bpm,174 ppm
15:02,"3,2 km",5 m,4:10/km,135 bpm,172 ppm
15:07,"3,3 km",5 m,4:13/km,131 bpm,172 ppm
15:12,"3,3 km",4 m,4:13/km,131 bpm,174 ppm
15:16,"3,3 km",3 m,4:09/km,131 bpm,170 ppm
15:21,"3,3 km",3 m,4:03/km,131 bpm,172 ppm
15:25,"3,3 km",2 m,4:07/km,131 bpm,172 ppm
15:30,"3,4 km",3 m,4:05/km,131 bpm,172 ppm
15:34,"3,4 km",3 m,4:03/km,131 bpm,172 ppm
15:39,"3,4 km",3 m,4:04/km,131 bpm,174 ppm
15:44,"3,4 km",3 m,4:07/km,131 bpm,174 ppm
15:48,"3,4 km",3 m,4:10/km,132 bpm,174 ppm
15:53,"3,5 km",4 m,4:13/km,132 bpm,174 ppm
15:58,"3,5 km",4 m,4:12/km,132 bpm,176 ppm
16:03,"3,5 km",4 m,4:11/km,132 bpm,172 ppm
16:08,"3,5 km",4 m,4:14/km,133 bpm,172 ppm
16:12,"3,5 km",4 m,4:15/km,133 bpm,170 ppm
16:16,"3,5 km",4 m,4:11/km,132 bpm,172 ppm
16:21,"3,6 km",4 m,4:12/km,128 bpm,170 ppm
16:26,"3,6 km",5 m,4:12/km,128 bpm,172 ppm
16:31,"3,6 km",5 m,4:13/km,128 bpm,174 ppm
16:36,"3,6 km",5 m,4:09/km,129 bpm,172 ppm
16:40,"3,6 km",5 m,4:07/km,129 bpm,172 ppm
16:45,"3,7 km",5 m,4:02/km,130 bpm,178 ppm
16:50,"3,7 km",4 m,4:00/km,130 bpm,172 ppm
16:54,"3,7 km",3 m,4:00/km,130 bpm,172 ppm
16:58,"3,7 km",3 m,3:58/km,131 bpm,172 ppm
17:03,"3,7 km",3 m,4:01/km,132 bpm,172 ppm
17:07,"3,7 km",3 m,4:04/km,132 bpm,170 ppm
17:12,"3,8 km",3 m,4:11/km,132 bpm,172 ppm
17:17,"3,8 km",3 m,4:12/km,133 bpm,176 ppm
17:22,"3,8 km",3 m,4:17/km,134 bpm,174 ppm
17:27,"3,8 km",4 m,4:21/km,135 bpm,170 ppm
17:31,"3,8 km",4 m,4:18/km,135 bpm,170 ppm
17:36,"3,9 km",4 m,4:10/km,137 bpm,170 ppm
17:41,"3,9 km",4 m,4:12/km,136 bpm,172 ppm
17:46,"3,9 km",4 m,4:13/km,135 bpm,170 ppm
17:50,"3,9 km",4 m,4:09/km,134 bpm,170 ppm
17:55,"3,9 km",4 m,4:10/km,133 bpm,172 ppm
18:00,"4,0 km",5 m,4:21/km,128 bpm,172 ppm
18:04,"4,0 km",6 m,4:23/km,125 bpm,172 ppm
18:10,"4,0 km",5 m,4:20/km,125 bpm,170 ppm
18:15,"4,0 km",5 m,4:13/km,126 bpm,170 ppm
18:20,"4,0 km",5 m,4:07/km,127 bpm,172 ppm
18:24,"4,1 km",4 m,3:59/km,127 bpm,172 ppm
18:28,"4,1 km",3 m,3:58/km,127 bpm,172 ppm
18:32,"4,1 km",3 m,3:59/km,128 bpm,170 ppm
18:37,"4,1 km",3 m,4:03/km,129 bpm,170 ppm
18:42,"4,1 km",3 m,4:13/km,130 bpm,170 ppm
18:47,"4,1 km",3 m,4:13/km,131 bpm,172 ppm
18:51,"4,2 km",3 m,4:10/km,131 bpm,172 ppm
18:56,"4,2 km",3 m,4:09/km,132 bpm,172 ppm
19:01,"4,2 km",4 m,4:11/km,132 bpm,170 ppm
19:05,"4,2 km",4 m,4:06/km,133 bpm,170 ppm
19:10,"4,2 km",4 m,3:57/km,131 bpm,176 ppm
19:15,"4,3 km",4 m,4:02/km,129 bpm,174 ppm
19:19,"4,3 km",4 m,4:05/km,128 bpm,172 ppm
19:23,"4,3 km",4 m,4:03/km,126 bpm,172 ppm
19:28,"4,3 km",4 m,4:03/km,125 bpm,172 ppm
19:33,"4,3 km",5 m,4:14/km,124 bpm,172 ppm
19:37,"4,3 km",5 m,4:16/km,124 bpm,172 ppm
19:42,"4,4 km",6 m,4:13/km,123 bpm,172 ppm
19:48,"4,4 km",5 m,4:07/km,124 bpm,170 ppm
19:52,"4,4 km",5 m,4:03/km,124 bpm,170 ppm
19:56,"4,4 km",5 m,3:55/km,124 bpm,178 ppm
