time,distance,elevation,pace,heartrate,cadence
5s,"0,0 km",8 m,6:38/km,82 bpm,156 ppm
12s,"0,0 km",7 m,6:38/km,94 bpm,178 ppm
17s,"0,0 km",7 m,6:38/km,101 bpm,178 ppm
23s,"0,0 km",6 m,6:21/km,104 bpm,180 ppm
29s,"0,0 km",6 m,6:05/km,114 bpm,180 ppm
36s,"0,0 km",6 m,6:14/km,119 bpm,180 ppm
43s,"0,1 km",6 m,6:16/km,119 bpm,180 ppm
48s,"0,1 km",7 m,6:09/km,120 bpm,182 ppm
54s,"0,1 km",7 m,5:49/km,121 bpm,180 ppm
1:00,"0,1 km",9 m,5:40/km,122 bpm,180 ppm
1:06,"0,1 km",11 m,5:42/km,123 bpm,180 ppm
1:11,"0,1 km",12 m,5:34/km,126 bpm,180 ppm
1:16,"0,2 km",13 m,5:26/km,125 bpm,180 ppm
1:22,"0,2 km",16 m,5:27/km,125 bpm,180 ppm
1:27,"0,2 km",17 m,5:34/km,125 bpm,182 ppm
1:33,"0,2 km",18 m,5:40/km,125 bpm,180 ppm
1:38,"0,2 km",19 m,5:46/km,126 bpm,180 ppm
1:44,"0,2 km",20 m,5:53/km,125 bpm,180 ppm
1:50,"0,3 km",21 m,6:06/km,118 bpm,180 ppm
1:56,"0,3 km",23 m,6:02/km,116 bpm,180 ppm
2:02,"0,3 km",24 m,6:00/km,116 bpm,180 ppm
2:09,"0,3 km",25 m,5:57/km,116 bpm,180 ppm
2:14,"0,3 km",25 m,5:50/km,116 bpm,180 ppm
2:20,"0,3 km",25 m,5:45/km,119 bpm,182 ppm
2:25,"0,4 km",25 m,5:32/km,122 bpm,180 ppm
2:31,"0,4 km",25 m,5:34/km,122 bpm,182 ppm
2:36,"0,4 km",25 m,5:32/km,122 bpm,180 ppm
2:42,"0,4 km",24 m,5:29/km,122 bpm,180 ppm
2:47,"0,4 km",24 m,5:26/km,122 bpm,180 ppm
2:53,"0,4 km",24 m,5:32/km,122 bpm,180 ppm
2:58,"0,5 km",24 m,5:30/km,123 bpm,180 ppm
3:03,"0,5 km",24 m,5:26/km,123 bpm,172 ppm
3:09,"0,5 km",24 m,5:21/km,123 bpm,178 ppm
3:14,"0,5 km",23 m,5:19/km,121 bpm,172 ppm
3:19,"0,5 km",22 m,5:19/km,120 bpm,172 ppm
3:24,"0,5 km",21 m,5:12/km,120 bpm,176 ppm
3:29,"0,6 km",20 m,5:12/km,118 bpm,174 ppm
3:35,"0,6 km",19 m,5:15/km,116 bpm,174 ppm
3:40,"0,6 km",18 m,5:24/km,115 bpm,178 ppm
3:45,"0,6 km",18 m,5:30/km,115 bpm,174 ppm
3:50,"0,6 km",17 m,5:30/km,113 bpm,178 ppm
3:57,"0,6 km",17 m,5:26/km,112 bpm,174 ppm
4:02,"0,7 km",17 m,5:37/km,113 bpm,172 ppm
4:07,"0,7 km",18 m,5:38/km,113 bpm,174 ppm
4:12,"0,7 km",18 m,5:29/km,115 bpm,182 ppm
4:18,"0,7 km",18 m,5:23/km,117 bpm,180 ppm
4:24,"0,7 km",18 m,5:23/km,124 bpm,180 ppm
4:29,"0,7 km",17 m,5:28/km,124 bpm,178 ppm
4:34,"0,8 km",17 m,5:22/km,123 bpm,178 ppm
4:39,"0,8 km",17 m,5:16/km,123 bpm,178 ppm
4:45,"0,8 km",17 m,5:16/km,121 bpm,174 ppm
4:50,"0,8 km",17 m,5:25/km,119 bpm,178 ppm
4:55,"0,8 km",18 m,5:33/km,119 bpm,178 ppm
5:00,"0,8 km",19 m,5:30/km,118 bpm,174 ppm
5:06,"0,9 km",20 m,5:27/km,118 bpm,182 ppm
5:12,"0,9 km",21 m,5:33/km,117 bpm,180 ppm
5:17,"0,9 km",21 m,5:42/km,117 bpm,180 ppm
5:22,"0,9 km",22 m,5:46/km,118 bpm,180 ppm
5:28,"0,9 km",23 m,5:42/km,118 bpm,180 ppm
5:34,"0,9 km",24 m,5:54/km,119 bpm,182 ppm
5:40,"0,9 km",25 m,6:01/km,121 bpm,180 ppm
5:46,"1,0 km",26 m,6:03/km,123 bpm,180 ppm
5:52,"1,0 km",26 m,5:57/km,125 bpm,182 ppm
5:58,"1,0 km",27 m,5:50/km,127 bpm,180 ppm
6:04,"1,0 km",27 m,5:46/km,128 bpm,180 ppm
6:09,"1,0 km",28 m,5:37/km,129 bpm,180 ppm
6:15,"1,0 km",28 m,5:28/km,128 bpm,178 ppm
6:21,"1,1 km",27 m,5:18/km,129 bpm,176 ppm
6:26,"1,1 km",27 m,5:22/km,130 bpm,174 ppm
6:31,"1,1 km",27 m,5:21/km,128 bpm,174 ppm
6:36,"1,1 km",27 m,5:16/km,121 bpm,174 ppm
6:41,"1,1 km",27 m,5:20/km,118 bpm,174 ppm
6:47,"1,1 km",27 m,5:27/km,117 bpm,174 ppm
6:52,"1,2 km",27 m,5:27/km,116 bpm,174 ppm
6:57,"1,2 km",27 m,5:18/km,116 bpm,176 ppm
7:03,"1,2 km",27 m,5:11/km,114 bpm,178 ppm
7:08,"1,2 km",27 m,5:09/km,110 bpm,178 ppm
7:13,"1,2 km",27 m,5:14/km,110 bpm,176 ppm
7:17,"1,2 km",27 m,5:14/km,111 bpm,174 ppm
7:22,"1,3 km",27 m,5:20/km,114 bpm,178 ppm
7:28,"1,3 km",28 m,5:41/km,116 bpm,174 ppm
7:34,"1,3 km",28 m,5:43/km,115 bpm,174 ppm
7:40,"1,3 km",28 m,5:49/km,114 bpm,176 ppm
7:47,"1,3 km",28 m,5:40/km,114 bpm,170 ppm
7:52,"1,3 km",29 m,5:33/km,114 bpm,172 ppm
7:57,"1,4 km",29 m,5:15/km,115 bpm,176 ppm
8:02,"1,4 km",29 m,5:03/km,115 bpm,174 ppm
8:07,"1,4 km",29 m,5:06/km,115 bpm,174 ppm
8:12,"1,4 km",30 m,5:04/km,115 bpm,174 ppm
8:17,"1,4 km",30 m,4:59/km,116 bpm,174 ppm
8:22,"1,4 km",30 m,4:56/km,116 bpm,174 ppm
8:27,"1,5 km",30 m,5:02/km,117 bpm,174 ppm
8:32,"1,5 km",30 m,5:14/km,117 bpm,174 ppm
8:37,"1,5 km",30 m,5:16/km,117 bpm,174 ppm
8:42,"1,5 km",30 m,5:11/km,117 bpm,174 ppm
8:48,"1,5 km",30 m,5:10/km,117 bpm,174 ppm
8:53,"1,5 km",30 m,5:11/km,117 bpm,176 ppm
8:58,"1,6 km",30 m,5:07/km,117 bpm,174 ppm
9:03,"1,6 km",30 m,4:57/km,117 bpm,174 ppm
9:07,"1,6 km",30 m,4:55/km,116 bpm,174 ppm
9:12,"1,6 km",30 m,4:58/km,116 bpm,174 ppm
9:17,"1,6 km",31 m,5:05/km,117 bpm,172 ppm
9:22,"1,6 km",31 m,5:12/km,116 bpm,172 ppm
9:27,"1,7 km",31 m,5:13/km,116 bpm,174 ppm
9:33,"1,7 km",32 m,5:24/km,117 bpm,174 ppm
9:38,"1,7 km",33 m,5:30/km,118 bpm,174 ppm
9:43,"1,7 km",34 m,5:27/km,118 bpm,176 ppm
9:49,"1,7 km",34 m,5:24/km,118 bpm,174 ppm
9:55,"1,7 km",35 m,5:20/km,117 bpm,174 ppm
10:00,"1,8 km",35 m,5:17/km,117 bpm,174 ppm
10:05,"1,8 km",35 m,5:07/km,119 bpm,174 ppm
10:10,"1,8 km",35 m,5:00/km,119 bpm,174 ppm
10:15,"1,8 km",35 m,4:59/km,120 bpm,174 ppm
10:20,"1,8 km",36 m,4:59/km,120 bpm,174 ppm
10:24,"1,8 km",36 m,4:56/km,120 bpm,174 ppm
10:29,"1,9 km",36 m,4:55/km,120 bpm,174 ppm
10:35,"1,9 km",36 m,4:54/km,121 bpm,174 ppm
10:39,"1,9 km",36 m,4:52/km,120 bpm,174 ppm
10:44,"1,9 km",36 m,4:54/km,120 bpm,174 ppm
10:49,"1,9 km",36 m,4:49/km,119 bpm,176 ppm
10:53,"1,9 km",36 m,4:50/km,119 bpm,174 ppm
10:58,"2,0 km",36 m,4:52/km,120 bpm,176 ppm
11:03,"2,0 km",36 m,4:58/km,121 bpm,178 ppm
11:08,"2,0 km",36 m,5:00/km,121 bpm,174 ppm
11:13,"2,0 km",36 m,5:01/km,121 bpm,174 ppm
11:18,"2,0 km",37 m,4:59/km,121 bpm,174 ppm
11:23,"2,0 km",37 m,4:51/km,121 bpm,178 ppm
11:28,"2,1 km",37 m,4:49/km,121 bpm,176 ppm
11:33,"2,1 km",37 m,4:45/km,121 bpm,178 ppm
11:37,"2,1 km",37 m,4:44/km,121 bpm,178 ppm
11:42,"2,1 km",37 m,4:45/km,121 bpm,178 ppm
11:46,"2,1 km",37 m,4:53/km,121 bpm,178 ppm
11:51,"2,1 km",37 m,5:13/km,121 bpm,178 ppm
11:56,"2,2 km",37 m,5:20/km,120 bpm,176 ppm
12:02,"2,2 km",37 m,5:20/km,120 bpm,174 ppm
