time,distance,elevation,pace,heartrate,cadence
12s,"0,0 km",29 m,6:00/km,92 bpm,172 ppm
31s,"0,0 km",29 m,5:26/km,112 bpm,172 ppm
49s,"0,1 km",28 m,4:59/km,120 bpm,172 ppm
1:05,"0,1 km",26 m,4:59/km,123 bpm,172 ppm
1:22,"0,2 km",26 m,5:15/km,123 bpm,172 ppm
1:39,"0,3 km",25 m,4:53/km,116 bpm,174 ppm
1:54,"0,3 km",26 m,4:27/km,116 bpm,174 ppm
2:09,"0,4 km",27 m,4:58/km,117 bpm,172 ppm
2:28,"0,4 km",27 m,5:42/km,121 bpm,174 ppm
2:47,"0,5 km",26 m,5:16/km,121 bpm,174 ppm
3:03,"0,5 km",25 m,4:26/km,131 bpm,174 ppm
3:17,"0,6 km",21 m,4:40/km,134 bpm,172 ppm
3:34,"0,6 km",18 m,5:15/km,136 bpm,178 ppm
3:52,"0,7 km",20 m,5:42/km,136 bpm,178 ppm
4:12,"0,8 km",25 m,6:16/km,137 bpm,176 ppm
4:33,"0,8 km",28 m,5:19/km,141 bpm,178 ppm
4:50,"0,9 km",32 m,4:52/km,143 bpm,182 ppm
5:06,"0,9 km",31 m,4:33/km,144 bpm,168 ppm
5:20,"1,0 km",27 m,4:18/km,143 bpm,172 ppm
5:34,"1,0 km",23 m,4:13/km,138 bpm,172 ppm
5:48,"1,1 km",20 m,4:46/km,139 bpm,174 ppm
6:07,"1,2 km",20 m,5:10/km,119 bpm,178 ppm
6:23,"1,2 km",21 m,4:43/km,121 bpm,178 ppm
6:38,"1,3 km",23 m,4:39/km,133 bpm,174 ppm
6:54,"1,3 km",24 m,4:24/km,136 bpm,178 ppm
7:08,"1,4 km",21 m,4:15/km,136 bpm,180 ppm
7:22,"1,4 km",17 m,5:00/km,133 bpm,176 ppm
7:41,"1,5 km",21 m,5:15/km,141 bpm,174 ppm
7:58,"1,5 km",23 m,5:14/km,143 bpm,172 ppm
8:16,"1,6 km",23 m,5:24/km,141 bpm,176 ppm
8:34,"1,6 km",22 m,4:48/km,140 bpm,174 ppm
8:49,"1,7 km",20 m,4:04/km,140 bpm,178 ppm
9:02,"1,8 km",18 m,4:05/km,139 bpm,174 ppm
9:16,"1,8 km",18 m,4:39/km,132 bpm,174 ppm
9:32,"1,9 km",19 m,4:24/km,126 bpm,172 ppm
9:46,"1,9 km",18 m,4:19/km,125 bpm,174 ppm
10:01,"2,0 km",15 m,4:13/km,127 bpm,172 ppm
10:14,"2,0 km",13 m,4:43/km,129 bpm,176 ppm
10:32,"2,1 km",20 m,4:30/km,134 bpm,174 ppm
10:46,"2,1 km",25 m,4:31/km,135 bpm,174 ppm
11:02,"2,2 km",26 m,4:43/km,134 bpm,174 ppm
