time,distance,elevation,pace,heartrate,cadence
8s,"0,0 km",5 m,6:44/km,79 bpm,168 ppm
20s,"0,0 km",5 m,6:44/km,89 bpm,172 ppm
31s,"0,0 km",5 m,6:21/km,103 bpm,172 ppm
,,,,,
52s,"0,1 km",5 m,6:20/km,114 bpm,170 ppm
1:03,"0,1 km",5 m,6:26/km,116 bpm,172 ppm
1:15,"0,1 km",5 m,6:00/km,117 bpm,172 ppm
1:25,"0,2 km",5 m,6:04/km,118 bpm,170 ppm
1:34,"0,2 km",5 m,5:55/km,117 bpm,172 ppm
1:46,"0,2 km",5 m,5:56/km,119 bpm,172 ppm
1:57,"0,3 km",4 m,5:56/km,119 bpm,172 ppm
2:06,"0,3 km",4 m,5:50/km,120 bpm,176 ppm
2:16,"0,3 km",4 m,6:03/km,118 bpm,178 ppm
2:27,"0,3 km",4 m,5:49/km,119 bpm,174 ppm
2:38,"0,4 km",4 m,5:33/km,119 bpm,178 ppm
2:46,"0,4 km",4 m,5:35/km,120 bpm,174 ppm
2:55,"0,4 km",5 m,5:28/km,120 bpm,176 ppm
3:07,"0,5 km",7 m,5:59/km,122 bpm,178 ppm
3:16,"0,5 km",7 m,5:55/km,122 bpm,174 ppm
3:27,"0,5 km",9 m,5:47/km,122 bpm,178 ppm
3:36,"0,5 km",12 m,5:46/km,126 bpm,176 ppm
3:47,"0,6 km",14 m,5:27/km,131 bpm,174 ppm
3:56,"0,6 km",15 m,5:28/km,133 bpm,174 ppm
4:05,"0,6 km",16 m,5:30/km,132 bpm,170 ppm
4:15,"0,7 km",16 m,5:53/km,128 bpm,174 ppm
4:26,"0,7 km",16 m,5:47/km,128 bpm,174 ppm
4:37,"0,7 km",15 m,5:56/km,124 bpm,172 ppm
4:45,"0,7 km",15 m,5:39/km,87 bpm,172 ppm
4:57,"0,8 km",15 m,5:37/km,101 bpm,172 ppm
5:06,"0,8 km",16 m,5:29/km,107 bpm,172 ppm
5:15,"0,8 km",16 m,5:00/km,113 bpm,172 ppm
5:24,"0,9 km",16 m,5:15/km,116 bpm,172 ppm
5:33,"0,9 km",15 m,5:43/km,117 bpm,174 ppm
5:43,"0,9 km",13 m,5:31/km,122 bpm,172 ppm
5:54,"1,0 km",9 m,5:24/km,123 bpm,174 ppm
6:02,"1,0 km",8 m,5:04/km,122 bpm,174 ppm
