time,distance,elevation,pace,heartrate,cadence
14s,"0,0 km",17 m,2:48/km,113 bpm,194 ppm
20s,"0,0 km",17 m,2:46/km,113 bpm,194 ppm
26s,"0,1 km",17 m,2:46/km,113 bpm,190 ppm
33s,"0,1 km",17 m,2:46/km,113 bpm,190 ppm
39s,"0,2 km",14 m,2:46/km,113 bpm,190 ppm
46s,"0,2 km",10 m,2:46/km,113 bpm,190 ppm
52s,"0,2 km",8 m,2:46/km,113 bpm,188 ppm
58s,"0,3 km",6 m,2:54/km,113 bpm,194 ppm
1:05,"0,3 km",6 m,3:37/km,113 bpm,192 ppm
1:16,"0,4 km",7 m,3:51/km,113 bpm,186 ppm
1:23,"0,4 km",8 m,3:33/km,113 bpm,186 ppm
1:32,"0,4 km",10 m,3:28/km,113 bpm,196 ppm
1:39,"0,5 km",15 m,3:44/km,113 bpm,188 ppm
1:49,"0,5 km",16 m,3:40/km,113 bpm,190 ppm
1:56,"0,5 km",17 m,3:39/km,113 bpm,182 ppm
2:05,"0,6 km",15 m,3:27/km,113 bpm,186 ppm
2:12,"0,6 km",15 m,3:15/km,113 bpm,188 ppm
2:20,"0,7 km",15 m,3:08/km,113 bpm,188 ppm
2:26,"0,7 km",15 m,3:22/km,113 bpm,190 ppm
2:35,"0,7 km",14 m,3:38/km,113 bpm,184 ppm
2:44,"0,8 km",15 m,3:27/km,113 bpm,188 ppm
2:51,"0,8 km",15 m,3:11/km,113 bpm,194 ppm
2:59,"0,9 km",15 m,3:06/km,113 bpm,188 ppm
3:06,"0,9 km",16 m,3:01/km,113 bpm,188 ppm
3:13,"0,9 km",16 m,3:06/km,113 bpm,184 ppm
3:20,"1,0 km",16 m,3:04/km,113 bpm,188 ppm
3:27,"1,0 km",15 m,3:07/km,113 bpm,190 ppm
3:34,"1,0 km",15 m,3:03/km,113 bpm,190 ppm
3:41,"1,1 km",15 m,3:11/km,113 bpm,184 ppm
3:49,"1,1 km",15 m,2:58/km,113 bpm,188 ppm
3:55,"1,2 km",15 m,2:54/km,113 bpm,186 ppm
4:01,"1,2 km",14 m,3:15/km,113 bpm,204 ppm
4:11,"1,2 km",14 m,3:11/km,113 bpm,196 ppm
4:17,"1,3 km",14 m,2:46/km,113 bpm,190 ppm
4:23,"1,3 km",15 m,2:39/km,113 bpm,184 ppm
4:29,"1,4 km",16 m,2:48/km,113 bpm,184 ppm
4:36,"1,4 km",17 m,3:05/km,113 bpm,186 ppm
4:43,"1,4 km",18 m,3:22/km,113 bpm,188 ppm
4:52,"1,5 km",19 m,3:46/km,113 bpm,184 ppm
5:01,"1,5 km",20 m,3:56/km,113 bpm,194 ppm
5:10,"1,5 km",21 m,3:15/km,113 bpm,180 ppm
5:17,"1,6 km",22 m,2:50/km,113 bpm,178 ppm
5:23,"1,6 km",21 m,2:35/km,113 bpm,184 ppm
5:29,"1,7 km",17 m,2:46/km,113 bpm,184 ppm
5:36,"1,7 km",16 m,2:46/km,113 bpm,184 ppm
5:42,"1,7 km",15 m,2:52/km,113 bpm,184 ppm
5:49,"1,8 km",13 m,3:06/km,113 bpm,186 ppm
