time,distance,elevation,pace,heartrate,cadence
10s,"0,0 km",24 m,6:11/km,108 bpm,168 ppm
15s,"0,0 km",24 m,6:11/km,109 bpm,170 ppm
21s,"0,0 km",25 m,6:05/km,109 bpm,170 ppm
32s,"0,0 km",25 m,6:18/km,110 bpm,170 ppm
39s,"0,1 km",25 m,6:32/km,113 bpm,172 ppm
46s,"0,1 km",26 m,6:18/km,125 bpm,172 ppm
52s,"0,1 km",26 m,5:59/km,128 bpm,170 ppm
59s,"0,1 km",26 m,6:00/km,129 bpm,172 ppm
1:06,"0,1 km",27 m,5:53/km,131 bpm,172 ppm
1:13,"0,2 km",28 m,5:43/km,133 bpm,172 ppm
1:20,"0,2 km",29 m,5:35/km,133 bpm,174 ppm
1:25,"0,2 km",30 m,5:29/km,132 bpm,174 ppm
1:31,"0,2 km",31 m,5:24/km,132 bpm,170 ppm
1:38,"0,2 km",30 m,5:14/km,130 bpm,170 ppm
1:44,"0,2 km",30 m,5:12/km,129 bpm,172 ppm
1:50,"0,3 km",29 m,5:02/km,126 bpm,170 ppm
1:55,"0,3 km",28 m,4:58/km,124 bpm,170 ppm
2:01,"0,3 km",27 m,4:50/km,121 bpm,170 ppm
2:06,"0,3 km",26 m,4:45/km,119 bpm,170 ppm
2:12,"0,3 km",26 m,4:43/km,117 bpm,172 ppm
2:17,"0,4 km",25 m,4:44/km,115 bpm,172 ppm
2:22,"0,4 km",24 m,4:45/km,113 bpm,172 ppm
2:28,"0,4 km",23 m,4:41/km,112 bpm,172 ppm
2:33,"0,4 km",22 m,4:47/km,112 bpm,170 ppm
2:39,"0,4 km",22 m,4:58/km,112 bpm,170 ppm
2:44,"0,5 km",22 m,5:01/km,112 bpm,176 ppm
2:50,"0,5 km",21 m,4:55/km,113 bpm,170 ppm
2:56,"0,5 km",21 m,5:02/km,114 bpm,170 ppm
3:02,"0,5 km",21 m,4:59/km,115 bpm,172 ppm
3:07,"0,5 km",20 m,4:54/km,115 bpm,172 ppm
3:13,"0,6 km",19 m,4:51/km,117 bpm,174 ppm
3:19,"0,6 km",19 m,4:52/km,116 bpm,174 ppm
3:24,"0,6 km",19 m,4:49/km,115 bpm,180 ppm
3:29,"0,6 km",19 m,4:45/km,115 bpm,176 ppm
3:35,"0,6 km",19 m,4:42/km,115 bpm,174 ppm
3:40,"0,6 km",18 m,4:38/km,115 bpm,174 ppm
3:46,"0,7 km",18 m,4:43/km,115 bpm,178 ppm
3:51,"0,7 km",18 m,4:43/km,116 bpm,174 ppm
3:56,"0,7 km",18 m,4:39/km,117 bpm,174 ppm
4:02,"0,7 km",18 m,4:43/km,118 bpm,176 ppm
4:07,"0,7 km",18 m,4:52/km,119 bpm,174 ppm
4:12,"0,8 km",18 m,4:50/km,120 bpm,174 ppm
4:18,"0,8 km",17 m,4:44/km,121 bpm,172 ppm
4:24,"0,8 km",17 m,4:47/km,121 bpm,172 ppm
4:29,"0,8 km",16 m,4:45/km,121 bpm,172 ppm
4:34,"0,8 km",16 m,4:37/km,122 bpm,172 ppm
4:39,"0,9 km",16 m,4:39/km,121 bpm,172 ppm
4:45,"0,9 km",15 m,4:39/km,121 bpm,170 ppm
4:50,"0,9 km",14 m,4:37/km,123 bpm,172 ppm
4:55,"0,9 km",14 m,4:32/km,124 bpm,172 ppm
5:00,"0,9 km",14 m,4:32/km,124 bpm,172 ppm
5:06,"1,0 km",13 m,4:29/km,124 bpm,172 ppm
5:10,"1,0 km",13 m,4:34/km,124 bpm,172 ppm
5:16,"1,0 km",13 m,4:46/km,125 bpm,172 ppm
5:21,"1,0 km",12 m,5:11/km,125 bpm,172 ppm
5:27,"1,0 km",13 m,5:13/km,123 bpm,178 ppm
5:35,"1,0 km",14 m,5:24/km,122 bpm,178 ppm
5:41,"1,1 km",15 m,5:28/km,121 bpm,174 ppm
5:46,"1,1 km",16 m,5:34/km,123 bpm,174 ppm
5:52,"1,1 km",17 m,5:12/km,127 bpm,186 ppm
5:58,"1,1 km",18 m,5:24/km,130 bpm,180 ppm
6:05,"1,1 km",19 m,5:30/km,132 bpm,178 ppm
6:11,"1,2 km",20 m,5:29/km,132 bpm,178 ppm
6:17,"1,2 km",20 m,5:26/km,135 bpm,176 ppm
6:23,"1,2 km",20 m,5:15/km,135 bpm,172 ppm
6:29,"1,2 km",21 m,5:03/km,135 bpm,176 ppm
6:35,"1,2 km",22 m,4:50/km,138 bpm,172 ppm
6:40,"1,3 km",22 m,4:43/km,139 bpm,178 ppm
6:46,"1,3 km",22 m,4:31/km,138 bpm,178 ppm
6:51,"1,3 km",23 m,4:27/km,137 bpm,180 ppm
6:56,"1,3 km",24 m,4:43/km,135 bpm,180 ppm
7:01,"1,3 km",25 m,4:56/km,132 bpm,180 ppm
7:06,"1,3 km",26 m,5:03/km,131 bpm,180 ppm
7:13,"1,4 km",27 m,5:15/km,132 bpm,180 ppm
7:19,"1,4 km",28 m,5:24/km,134 bpm,178 ppm
7:25,"1,4 km",29 m,5:15/km,138 bpm,178 ppm
7:31,"1,4 km",31 m,5:06/km,140 bpm,168 ppm
7:37,"1,4 km",32 m,5:01/km,140 bpm,172 ppm
7:43,"1,5 km",33 m,4:56/km,140 bpm,172 ppm
7:48,"1,5 km",33 m,4:50/km,140 bpm,178 ppm
7:54,"1,5 km",34 m,4:47/km,139 bpm,174 ppm
7:59,"1,5 km",35 m,4:45/km,138 bpm,178 ppm
8:04,"1,5 km",36 m,4:47/km,137 bpm,174 ppm
8:10,"1,6 km",37 m,4:53/km,137 bpm,174 ppm
8:15,"1,6 km",39 m,4:54/km,135 bpm,174 ppm
8:21,"1,6 km",40 m,4:52/km,134 bpm,178 ppm
8:27,"1,6 km",41 m,4:58/km,133 bpm,174 ppm
8:32,"1,6 km",43 m,5:06/km,133 bpm,174 ppm
8:38,"1,7 km",44 m,4:59/km,135 bpm,178 ppm
8:44,"1,7 km",45 m,4:52/km,136 bpm,174 ppm
8:50,"1,7 km",45 m,4:50/km,137 bpm,174 ppm
8:55,"1,7 km",45 m,4:55/km,137 bpm,174 ppm
9:00,"1,7 km",45 m,4:52/km,137 bpm,178 ppm
9:05,"1,7 km",45 m,4:49/km,137 bpm,178 ppm
9:11,"1,8 km",44 m,4:56/km,139 bpm,178 ppm
9:17,"1,8 km",44 m,4:57/km,141 bpm,178 ppm
9:23,"1,8 km",44 m,4:51/km,143 bpm,174 ppm
9:28,"1,8 km",44 m,4:38/km,144 bpm,176 ppm
9:34,"1,8 km",43 m,4:32/km,143 bpm,182 ppm
9:39,"1,9 km",43 m,4:27/km,142 bpm,180 ppm
9:44,"1,9 km",42 m,4:29/km,142 bpm,176 ppm
9:49,"1,9 km",42 m,4:30/km,138 bpm,178 ppm
9:54,"1,9 km",42 m,4:23/km,136 bpm,172 ppm
9:59,"1,9 km",41 m,4:18/km,135 bpm,176 ppm
10:04,"2,0 km",41 m,4:21/km,133 bpm,178 ppm
10:08,"2,0 km",40 m,4:27/km,132 bpm,178 ppm
10:13,"2,0 km",40 m,4:28/km,131 bpm,174 ppm
10:19,"2,0 km",38 m,4:31/km,129 bpm,174 ppm
10:25,"2,0 km",36 m,4:35/km,126 bpm,174 ppm
10:30,"2,1 km",35 m,4:38/km,125 bpm,178 ppm
10:34,"2,1 km",34 m,4:38/km,125 bpm,170 ppm
10:39,"2,1 km",32 m,4:37/km,125 bpm,176 ppm
10:45,"2,1 km",30 m,4:35/km,123 bpm,176 ppm
10:51,"2,1 km",27 m,4:43/km,122 bpm,174 ppm
10:56,"2,1 km",25 m,5:02/km,122 bpm,174 ppm
