time,distance,elevation,pace,heartrate,cadence
20s,"0,0 km",4 m,4:39/km,100 bpm,168 ppm
30s,"0,0 km",4 m,4:39/km,106 bpm,168 ppm
41s,"0,1 km",3 m,4:44/km,114 bpm,172 ppm
51s,"0,1 km",2 m,4:48/km,119 bpm,170 ppm
1:02,"0,2 km",3 m,4:53/km,121 bpm,170 ppm
1:13,"0,2 km",3 m,4:58/km,122 bpm,172 ppm
1:25,"0,2 km",5 m,5:04/km,121 bpm,170 ppm
1:36,"0,3 km",6 m,5:09/km,118 bpm,172 ppm
1:48,"0,3 km",5 m,5:01/km,110 bpm,170 ppm
1:59,"0,3 km",4 m,4:55/km,115 bpm,170 ppm
2:10,"0,4 km",3 m,5:05/km,119 bpm,174 ppm
2:22,"0,4 km",3 m,5:08/km,118 bpm,174 ppm
2:33,"0,5 km",3 m,4:56/km,118 bpm,174 ppm
2:44,"0,5 km",3 m,4:40/km,115 bpm,170 ppm
2:54,"0,5 km",4 m,4:47/km,116 bpm,178 ppm
3:06,"0,6 km",4 m,4:50/km,116 bpm,174 ppm
3:16,"0,6 km",3 m,4:47/km,117 bpm,170 ppm
3:27,"0,6 km",3 m,4:51/km,113 bpm,172 ppm
3:38,"0,7 km",5 m,4:53/km,114 bpm,172 ppm
3:49,"0,7 km",6 m,4:50/km,117 bpm,172 ppm
4:00,"0,8 km",6 m,4:43/km,119 bpm,174 ppm
4:10,"0,8 km",5 m,4:54/km,118 bpm,174 ppm
4:22,"0,8 km",4 m,5:02/km,118 bpm,174 ppm
4:33,"0,9 km",4 m,5:03/km,117 bpm,174 ppm
4:45,"0,9 km",4 m,4:48/km,118 bpm,174 ppm
4:55,"0,9 km",4 m,4:45/km,121 bpm,174 ppm
5:05,"1,0 km",4 m,4:47/km,124 bpm,178 ppm
5:17,"1,0 km",3 m,4:50/km,118 bpm,178 ppm
5:27,"1,1 km",4 m,4:40/km,117 bpm,174 ppm
5:38,"1,1 km",4 m,4:35/km,115 bpm,178 ppm
5:48,"1,1 km",4 m,4:33/km,117 bpm,174 ppm
5:58,"1,2 km",4 m,4:40/km,110 bpm,172 ppm
6:09,"1,2 km",4 m,4:59/km,112 bpm,170 ppm
6:21,"1,2 km",4 m,4:51/km,122 bpm,174 ppm
6:31,"1,3 km",5 m,4:44/km,123 bpm,174 ppm
