time,distance,elevation,pace,heartrate,cadence
6s,"0,0 km",22 m,5:44/km,82 bpm,168 ppm
10s,"0,0 km",23 m,5:44/km,89 bpm,172 ppm
15s,"0,0 km",23 m,5:44/km,99 bpm,172 ppm
25s,"0,0 km",24 m,5:31/km,110 bpm,172 ppm
31s,"0,0 km",25 m,5:47/km,116 bpm,178 ppm
36s,"0,1 km",25 m,5:44/km,120 bpm,174 ppm
42s,"0,1 km",25 m,5:38/km,124 bpm,174 ppm
48s,"0,1 km",26 m,5:53/km,127 bpm,176 ppm
55s,"0,1 km",27 m,5:54/km,131 bpm,170 ppm
1:04,"0,1 km",28 m,5:35/km,134 bpm,182 ppm
1:10,"0,2 km",28 m,5:18/km,136 bpm,178 ppm
1:15,"0,2 km",28 m,4:50/km,136 bpm,174 ppm
1:20,"0,2 km",30 m,4:36/km,137 bpm,170 ppm
1:25,"0,2 km",31 m,4:38/km,138 bpm,172 ppm
1:30,"0,2 km",31 m,4:38/km,139 bpm,172 ppm
1:36,"0,2 km",30 m,4:39/km,139 bpm,170 ppm
1:41,"0,3 km",29 m,4:39/km,139 bpm,172 ppm
1:46,"0,3 km",28 m,4:42/km,139 bpm,170 ppm
1:52,"0,3 km",27 m,4:33/km,139 bpm,172 ppm
1:57,"0,3 km",26 m,4:30/km,136 bpm,172 ppm
2:02,"0,3 km",26 m,4:30/km,134 bpm,178 ppm
2:07,"0,4 km",25 m,4:31/km,130 bpm,172 ppm
2:12,"0,4 km",24 m,4:31/km,128 bpm,172 ppm
2:17,"0,4 km",24 m,4:32/km,126 bpm,172 ppm
2:22,"0,4 km",23 m,4:39/km,123 bpm,170 ppm
2:27,"0,4 km",22 m,4:41/km,121 bpm,172 ppm
2:32,"0,4 km",22 m,4:43/km,120 bpm,172 ppm
2:38,"0,5 km",21 m,4:53/km,121 bpm,172 ppm
2:43,"0,5 km",21 m,4:58/km,121 bpm,172 ppm
2:49,"0,5 km",21 m,4:51/km,121 bpm,172 ppm
2:55,"0,5 km",20 m,4:45/km,120 bpm,172 ppm
3:00,"0,5 km",19 m,4:43/km,120 bpm,172 ppm
3:05,"0,6 km",19 m,4:38/km,120 bpm,172 ppm
3:10,"0,6 km",19 m,4:31/km,120 bpm,172 ppm
3:15,"0,6 km",19 m,4:28/km,121 bpm,172 ppm
3:21,"0,6 km",19 m,4:29/km,122 bpm,176 ppm
3:26,"0,6 km",18 m,4:29/km,123 bpm,178 ppm
3:31,"0,7 km",18 m,4:26/km,123 bpm,178 ppm
3:36,"0,7 km",18 m,4:23/km,123 bpm,174 ppm
3:40,"0,7 km",18 m,4:22/km,124 bpm,176 ppm
3:45,"0,7 km",18 m,4:22/km,125 bpm,176 ppm
3:50,"0,7 km",18 m,4:29/km,125 bpm,178 ppm
3:55,"0,8 km",18 m,4:37/km,127 bpm,174 ppm
4:00,"0,8 km",18 m,4:37/km,128 bpm,176 ppm
4:06,"0,8 km",17 m,4:37/km,128 bpm,178 ppm
4:11,"0,8 km",16 m,4:37/km,128 bpm,174 ppm
4:16,"0,8 km",16 m,4:32/km,128 bpm,178 ppm
4:21,"0,8 km",16 m,4:25/km,128 bpm,178 ppm
4:26,"0,9 km",15 m,4:24/km,128 bpm,174 ppm
4:31,"0,9 km",15 m,4:23/km,128 bpm,174 ppm
4:36,"0,9 km",14 m,4:24/km,128 bpm,174 ppm
4:41,"0,9 km",14 m,4:25/km,129 bpm,174 ppm
4:46,"0,9 km",14 m,4:22/km,130 bpm,174 ppm
4:51,"1,0 km",13 m,4:21/km,131 bpm,174 ppm
4:56,"1,0 km",13 m,4:22/km,131 bpm,174 ppm
5:01,"1,0 km",12 m,4:50/km,132 bpm,174 ppm
5:06,"1,0 km",13 m,4:56/km,134 bpm,180 ppm
5:11,"1,0 km",14 m,4:59/km,134 bpm,178 ppm
5:19,"1,1 km",15 m,5:14/km,134 bpm,176 ppm
5:24,"1,1 km",16 m,5:31/km,135 bpm,178 ppm
5:30,"1,1 km",17 m,5:18/km,137 bpm,184 ppm
5:36,"1,1 km",19 m,5:14/km,139 bpm,184 ppm
5:43,"1,1 km",20 m,5:21/km,141 bpm,184 ppm
5:48,"1,1 km",20 m,5:17/km,143 bpm,180 ppm
5:54,"1,2 km",20 m,5:07/km,145 bpm,180 ppm
6:00,"1,2 km",20 m,4:52/km,147 bpm,178 ppm
6:05,"1,2 km",21 m,4:44/km,149 bpm,174 ppm
6:11,"1,2 km",22 m,4:34/km,149 bpm,170 ppm
6:16,"1,2 km",22 m,4:27/km,150 bpm,182 ppm
6:21,"1,3 km",23 m,4:28/km,150 bpm,180 ppm
6:25,"1,3 km",23 m,4:39/km,150 bpm,182 ppm
6:30,"1,3 km",24 m,4:48/km,148 bpm,180 ppm
6:36,"1,3 km",25 m,5:00/km,146 bpm,180 ppm
6:43,"1,3 km",26 m,4:59/km,144 bpm,182 ppm
6:49,"1,4 km",28 m,5:03/km,144 bpm,174 ppm
6:54,"1,4 km",29 m,4:55/km,144 bpm,174 ppm
6:59,"1,4 km",30 m,4:53/km,145 bpm,174 ppm
7:04,"1,4 km",31 m,4:48/km,146 bpm,174 ppm
7:10,"1,4 km",32 m,4:48/km,148 bpm,174 ppm
7:16,"1,4 km",33 m,4:52/km,148 bpm,172 ppm
7:21,"1,5 km",33 m,4:49/km,148 bpm,172 ppm
7:26,"1,5 km",34 m,4:43/km,148 bpm,172 ppm
7:31,"1,5 km",35 m,4:39/km,149 bpm,172 ppm
7:37,"1,5 km",36 m,4:44/km,150 bpm,172 ppm
7:42,"1,5 km",37 m,4:47/km,150 bpm,172 ppm
7:47,"1,6 km",39 m,4:49/km,149 bpm,172 ppm
7:53,"1,6 km",40 m,4:45/km,148 bpm,176 ppm
7:58,"1,6 km",41 m,4:42/km,147 bpm,174 ppm
8:04,"1,6 km",43 m,4:39/km,146 bpm,174 ppm
8:09,"1,6 km",44 m,4:34/km,145 bpm,178 ppm
8:14,"1,7 km",44 m,4:29/km,144 bpm,174 ppm
8:19,"1,7 km",44 m,4:27/km,143 bpm,174 ppm
8:24,"1,7 km",43 m,4:26/km,143 bpm,174 ppm
8:29,"1,7 km",43 m,4:23/km,143 bpm,174 ppm
8:34,"1,7 km",43 m,4:21/km,142 bpm,174 ppm
8:39,"1,7 km",42 m,4:21/km,140 bpm,174 ppm
8:43,"1,8 km",42 m,4:22/km,139 bpm,176 ppm
8:48,"1,8 km",42 m,4:56/km,138 bpm,174 ppm
8:53,"1,8 km",42 m,4:59/km,136 bpm,178 ppm
9:01,"1,8 km",42 m,5:03/km,135 bpm,178 ppm
9:07,"1,8 km",43 m,5:02/km,136 bpm,180 ppm
9:12,"1,9 km",45 m,4:57/km,138 bpm,176 ppm
9:17,"1,9 km",46 m,4:28/km,139 bpm,174 ppm
9:22,"1,9 km",46 m,4:28/km,141 bpm,174 ppm
9:27,"1,9 km",45 m,4:19/km,142 bpm,174 ppm
9:32,"1,9 km",45 m,4:11/km,143 bpm,174 ppm
9:37,"2,0 km",44 m,4:05/km,143 bpm,174 ppm
9:41,"2,0 km",44 m,4:00/km,143 bpm,174 ppm
9:46,"2,0 km",43 m,3:59/km,141 bpm,178 ppm
9:50,"2,0 km",43 m,4:01/km,139 bpm,174 ppm
9:54,"2,0 km",43 m,4:06/km,137 bpm,174 ppm
9:59,"2,0 km",43 m,4:13/km,133 bpm,182 ppm
10:04,"2,1 km",43 m,4:23/km,131 bpm,178 ppm
10:09,"2,1 km",43 m,4:29/km,130 bpm,178 ppm
10:14,"2,1 km",44 m,4:30/km,130 bpm,178 ppm
10:20,"2,1 km",44 m,4:32/km,130 bpm,174 ppm
10:25,"2,1 km",45 m,4:33/km,131 bpm,174 ppm
10:30,"2,2 km",47 m,4:32/km,133 bpm,174 ppm
10:35,"2,2 km",47 m,4:28/km,134 bpm,174 ppm
10:40,"2,2 km",47 m,4:29/km,136 bpm,174 ppm
10:45,"2,2 km",47 m,4:29/km,137 bpm,174 ppm
10:50,"2,2 km",47 m,4:27/km,138 bpm,174 ppm
10:55,"2,3 km",47 m,4:23/km,137 bpm,176 ppm
11:00,"2,3 km",46 m,4:13/km,136 bpm,170 ppm
11:05,"2,3 km",44 m,4:09/km,136 bpm,172 ppm
11:09,"2,3 km",43 m,4:06/km,135 bpm,176 ppm
11:13,"2,3 km",41 m,4:01/km,134 bpm,174 ppm
11:18,"2,3 km",39 m,3:59/km,133 bpm,174 ppm
11:23,"2,4 km",37 m,3:58/km,131 bpm,174 ppm
11:27,"2,4 km",36 m,3:56/km,130 bpm,174 ppm
11:32,"2,4 km",34 m,3:53/km,127 bpm,180 ppm
11:36,"2,4 km",33 m,3:57/km,125 bpm,174 ppm
11:40,"2,4 km",32 m,4:02/km,122 bpm,174 ppm
11:45,"2,5 km",32 m,4:08/km,120 bpm,174 ppm
11:50,"2,5 km",31 m,4:16/km,119 bpm,172 ppm
11:55,"2,5 km",31 m,4:22/km,119 bpm,170 ppm
12:00,"2,5 km",31 m,4:25/km,120 bpm,170 ppm
12:04,"2,5 km",30 m,4:26/km,121 bpm,172 ppm
12:09,"2,6 km",30 m,4:25/km,122 bpm,172 ppm
12:15,"2,6 km",31 m,4:18/km,125 bpm,172 ppm
12:20,"2,6 km",31 m,4:11/km,127 bpm,172 ppm
12:24,"2,6 km",30 m,4:07/km,129 bpm,172 ppm
12:29,"2,6 km",30 m,4:17/km,131 bpm,172 ppm
12:33,"2,6 km",29 m,4:24/km,132 bpm,172 ppm
12:38,"2,7 km",28 m,4:57/km,132 bpm,178 ppm
12:44,"2,7 km",28 m,5:13/km,131 bpm,174 ppm
12:52,"2,7 km",28 m,5:33/km,131 bpm,170 ppm
12:58,"2,7 km",27 m,5:14/km,129 bpm,172 ppm
13:04,"2,7 km",26 m,4:48/km,127 bpm,170 ppm
13:09,"2,8 km",26 m,4:17/km,125 bpm,176 ppm
13:14,"2,8 km",25 m,4:06/km,125 bpm,170 ppm
13:18,"2,8 km",25 m,3:53/km,126 bpm,174 ppm
13:22,"2,8 km",25 m,3:48/km,126 bpm,174 ppm
13:27,"2,8 km",24 m,3:53/km,125 bpm,172 ppm
13:31,"2,9 km",23 m,3:56/km,124 bpm,172 ppm
13:35,"2,9 km",22 m,3:57/km,122 bpm,172 ppm
13:40,"2,9 km",21 m,4:00/km,120 bpm,172 ppm
13:45,"2,9 km",20 m,4:06/km,119 bpm,172 ppm
13:49,"2,9 km",20 m,4:07/km,118 bpm,172 ppm
13:54,"2,9 km",20 m,4:08/km,119 bpm,172 ppm
13:58,"3,0 km",20 m,4:24/km,121 bpm,170 ppm
14:03,"3,0 km",20 m,4:42/km,121 bpm,172 ppm
