time,distance,elevation,pace,heartrate,cadence
8s,"0,0 km",4 m,5:09/km,91 bpm,172 ppm
18s,"0,0 km",4 m,4:50/km,100 bpm,172 ppm
29s,"0,0 km",4 m,4:56/km,105 bpm,178 ppm
39s,"0,1 km",3 m,4:58/km,106 bpm,174 ppm
51s,"0,1 km",2 m,4:55/km,118 bpm,176 ppm
1:01,"0,2 km",3 m,4:52/km,123 bpm,172 ppm
1:12,"0,2 km",3 m,4:39/km,125 bpm,178 ppm
1:21,"0,2 km",4 m,4:36/km,125 bpm,174 ppm
1:31,"0,3 km",6 m,4:41/km,125 bpm,174 ppm
1:42,"0,3 km",5 m,5:09/km,127 bpm,172 ppm
1:55,"0,3 km",4 m,5:50/km,129 bpm,172 ppm
2:08,"0,4 km",5 m,5:58/km,128 bpm,176 ppm
2:21,"0,4 km",2 m,5:24/km,130 bpm,174 ppm
2:34,"0,4 km",3 m,5:08/km,132 bpm,174 ppm
2:44,"0,5 km",4 m,4:54/km,131 bpm,172 ppm
2:55,"0,5 km",4 m,4:52/km,132 bpm,172 ppm
3:05,"0,6 km",5 m,4:54/km,130 bpm,172 ppm
3:16,"0,6 km",6 m,4:53/km,128 bpm,172 ppm
3:27,"0,6 km",7 m,5:08/km,127 bpm,172 ppm
3:39,"0,7 km",9 m,5:21/km,126 bpm,172 ppm
3:50,"0,7 km",10 m,5:28/km,127 bpm,172 ppm
4:03,"0,7 km",13 m,5:40/km,130 bpm,178 ppm
4:15,"0,8 km",16 m,5:33/km,137 bpm,178 ppm
4:27,"0,8 km",19 m,5:33/km,142 bpm,176 ppm
4:39,"0,8 km",23 m,5:20/km,143 bpm,174 ppm
4:51,"0,9 km",23 m,5:20/km,148 bpm,172 ppm
5:03,"0,9 km",23 m,4:54/km,144 bpm,172 ppm
5:13,"1,0 km",22 m,4:27/km,142 bpm,174 ppm
5:22,"1,0 km",20 m,4:14/km,139 bpm,174 ppm
5:31,"1,0 km",18 m,4:14/km,133 bpm,174 ppm
5:41,"1,1 km",15 m,4:26/km,127 bpm,174 ppm
5:51,"1,1 km",13 m,4:31/km,125 bpm,174 ppm
6:01,"1,1 km",12 m,4:29/km,126 bpm,176 ppm
6:10,"1,2 km",10 m,4:24/km,126 bpm,176 ppm
6:20,"1,2 km",9 m,4:19/km,124 bpm,174 ppm
6:29,"1,2 km",8 m,4:22/km,124 bpm,178 ppm
6:39,"1,3 km",8 m,4:26/km,121 bpm,174 ppm
6:49,"1,3 km",7 m,4:30/km,122 bpm,174 ppm
6:59,"1,4 km",6 m,4:23/km,123 bpm,178 ppm
7:08,"1,4 km",5 m,4:17/km,124 bpm,178 ppm
7:17,"1,4 km",5 m,4:17/km,126 bpm,178 ppm
7:27,"1,5 km",6 m,4:26/km,127 bpm,174 ppm
7:37,"1,5 km",4 m,4:32/km,129 bpm,174 ppm
7:47,"1,5 km",2 m,4:24/km,133 bpm,174 ppm
7:56,"1,6 km",0 m,4:09/km,137 bpm,176 ppm
8:05,"1,6 km",0 m,4:07/km,138 bpm,174 ppm
8:14,"1,7 km",0 m,4:30/km,139 bpm,174 ppm
8:24,"1,7 km",1 m,4:46/km,139 bpm,174 ppm
8:35,"1,7 km",3 m,4:55/km,140 bpm,174 ppm
8:46,"1,8 km",5 m,4:19/km,139 bpm,174 ppm
8:55,"1,8 km",4 m,4:16/km,139 bpm,178 ppm
9:04,"1,8 km",5 m,4:08/km,139 bpm,178 ppm
9:13,"1,9 km",6 m,4:17/km,137 bpm,180 ppm
9:22,"1,9 km",6 m,4:27/km,138 bpm,174 ppm
9:33,"1,9 km",6 m,4:27/km,137 bpm,174 ppm
9:42,"2,0 km",6 m,4:25/km,136 bpm,174 ppm
9:52,"2,0 km",6 m,4:16/km,135 bpm,174 ppm
10:01,"2,1 km",6 m,4:16/km,135 bpm,174 ppm
10:11,"2,1 km",6 m,4:20/km,135 bpm,178 ppm
10:20,"2,1 km",6 m,4:31/km,135 bpm,178 ppm
10:30,"2,2 km",6 m,4:42/km,134 bpm,178 ppm
10:41,"2,2 km",6 m,4:35/km,134 bpm,178 ppm
10:51,"2,2 km",6 m,4:28/km,133 bpm,174 ppm
11:00,"2,3 km",6 m,4:18/km,134 bpm,178 ppm
11:10,"2,3 km",6 m,4:17/km,137 bpm,178 ppm
11:19,"2,3 km",6 m,4:18/km,139 bpm,174 ppm
11:28,"2,4 km",6 m,4:22/km,139 bpm,178 ppm
11:38,"2,4 km",6 m,4:33/km,139 bpm,174 ppm
11:48,"2,5 km",5 m,4:32/km,138 bpm,174 ppm
11:58,"2,5 km",5 m,4:33/km,135 bpm,172 ppm
12:08,"2,5 km",5 m,4:21/km,134 bpm,172 ppm
12:17,"2,6 km",5 m,4:17/km,135 bpm,172 ppm
12:27,"2,6 km",4 m,4:11/km,137 bpm,178 ppm
12:36,"2,6 km",4 m,4:20/km,138 bpm,178 ppm
12:45,"2,7 km",4 m,4:25/km,138 bpm,174 ppm
12:55,"2,7 km",4 m,4:34/km,139 bpm,174 ppm
13:05,"2,7 km",4 m,4:28/km,141 bpm,174 ppm
13:15,"2,8 km",3 m,4:21/km,142 bpm,174 ppm
13:24,"2,8 km",2 m,4:21/km,142 bpm,174 ppm
13:34,"2,9 km",3 m,4:25/km,141 bpm,174 ppm
13:44,"2,9 km",3 m,4:28/km,139 bpm,178 ppm
13:53,"2,9 km",2 m,4:24/km,135 bpm,174 ppm
14:03,"3,0 km",2 m,4:24/km,134 bpm,174 ppm
14:13,"3,0 km",2 m,4:23/km,133 bpm,178 ppm
14:23,"3,0 km",4 m,4:19/km,134 bpm,178 ppm
14:32,"3,1 km",5 m,4:26/km,134 bpm,178 ppm
14:41,"3,1 km",5 m,4:48/km,134 bpm,174 ppm
14:53,"3,1 km",6 m,5:08/km,134 bpm,176 ppm
15:04,"3,2 km",7 m,5:48/km,132 bpm,176 ppm
15:19,"3,2 km",7 m,5:29/km,130 bpm,176 ppm
15:30,"3,3 km",7 m,5:24/km,131 bpm,174 ppm
15:40,"3,3 km",7 m,4:35/km,132 bpm,172 ppm
15:51,"3,3 km",6 m,4:29/km,117 bpm,172 ppm
16:00,"3,4 km",5 m,4:20/km,115 bpm,172 ppm
16:10,"3,4 km",5 m,4:27/km,116 bpm,172 ppm
16:20,"3,4 km",3 m,4:32/km,119 bpm,172 ppm
16:29,"3,5 km",3 m,4:34/km,124 bpm,172 ppm
