time,distance,elevation,pace,heartrate,cadence
9s,"0,0 km",23 m,5:16/km,86 bpm,170 ppm
14s,"0,0 km",24 m,5:16/km,92 bpm,170 ppm
19s,"0,0 km",24 m,5:00/km,97 bpm,172 ppm
26s,"0,0 km",25 m,5:22/km,110 bpm,172 ppm
30s,"0,0 km",25 m,5:27/km,115 bpm,178 ppm
36s,"0,1 km",26 m,5:42/km,120 bpm,174 ppm
42s,"0,1 km",26 m,5:47/km,124 bpm,174 ppm
48s,"0,1 km",26 m,6:19/km,127 bpm,174 ppm
54s,"0,1 km",27 m,6:31/km,127 bpm,170 ppm
1:01,"0,1 km",28 m,6:11/km,129 bpm,170 ppm
1:10,"0,1 km",28 m,6:04/km,131 bpm,172 ppm
1:15,"0,2 km",29 m,5:36/km,130 bpm,172 ppm
1:20,"0,2 km",30 m,5:13/km,129 bpm,178 ppm
1:25,"0,2 km",31 m,4:43/km,129 bpm,174 ppm
1:30,"0,2 km",30 m,4:38/km,129 bpm,170 ppm
1:35,"0,2 km",30 m,4:34/km,129 bpm,172 ppm
1:39,"0,3 km",30 m,4:31/km,128 bpm,170 ppm
1:44,"0,3 km",28 m,4:34/km,128 bpm,172 ppm
1:48,"0,3 km",27 m,4:33/km,126 bpm,172 ppm
1:53,"0,3 km",27 m,4:33/km,123 bpm,170 ppm
1:58,"0,3 km",26 m,4:38/km,119 bpm,170 ppm
2:03,"0,3 km",26 m,4:40/km,115 bpm,170 ppm
2:07,"0,4 km",25 m,4:39/km,112 bpm,172 ppm
2:12,"0,4 km",24 m,4:42/km,110 bpm,172 ppm
2:17,"0,4 km",23 m,4:45/km,111 bpm,172 ppm
2:22,"0,4 km",23 m,4:44/km,112 bpm,172 ppm
2:27,"0,4 km",22 m,4:43/km,112 bpm,172 ppm
2:32,"0,4 km",22 m,4:47/km,112 bpm,170 ppm
2:36,"0,5 km",22 m,4:51/km,111 bpm,170 ppm
2:41,"0,5 km",21 m,4:49/km,110 bpm,170 ppm
2:46,"0,5 km",21 m,4:56/km,112 bpm,172 ppm
2:51,"0,5 km",21 m,4:57/km,113 bpm,174 ppm
2:57,"0,5 km",20 m,4:59/km,114 bpm,170 ppm
3:02,"0,5 km",19 m,5:02/km,114 bpm,172 ppm
3:07,"0,6 km",19 m,4:59/km,114 bpm,170 ppm
3:12,"0,6 km",19 m,4:53/km,114 bpm,172 ppm
3:17,"0,6 km",19 m,4:49/km,113 bpm,172 ppm
3:22,"0,6 km",19 m,4:50/km,112 bpm,174 ppm
3:27,"0,6 km",18 m,4:46/km,111 bpm,172 ppm
3:32,"0,6 km",18 m,4:40/km,112 bpm,172 ppm
3:36,"0,7 km",18 m,4:44/km,113 bpm,172 ppm
3:41,"0,7 km",18 m,4:52/km,114 bpm,176 ppm
3:46,"0,7 km",18 m,4:51/km,115 bpm,174 ppm
3:51,"0,7 km",18 m,4:50/km,115 bpm,174 ppm
3:57,"0,7 km",18 m,4:51/km,114 bpm,174 ppm
4:01,"0,7 km",18 m,4:49/km,113 bpm,174 ppm
4:06,"0,8 km",18 m,4:43/km,112 bpm,174 ppm
4:11,"0,8 km",17 m,4:34/km,113 bpm,174 ppm
4:15,"0,8 km",17 m,4:33/km,114 bpm,172 ppm
4:20,"0,8 km",16 m,4:32/km,115 bpm,170 ppm
4:25,"0,8 km",16 m,4:29/km,115 bpm,178 ppm
4:29,"0,8 km",16 m,4:29/km,115 bpm,174 ppm
4:34,"0,9 km",15 m,4:29/km,113 bpm,172 ppm
4:38,"0,9 km",15 m,4:33/km,112 bpm,172 ppm
4:43,"0,9 km",14 m,4:33/km,112 bpm,172 ppm
4:48,"0,9 km",14 m,4:33/km,114 bpm,172 ppm
4:53,"0,9 km",14 m,4:32/km,113 bpm,178 ppm
4:57,"1,0 km",13 m,4:30/km,112 bpm,176 ppm
5:02,"1,0 km",13 m,4:29/km,113 bpm,174 ppm
5:06,"1,0 km",13 m,4:37/km,114 bpm,174 ppm
5:11,"1,0 km",12 m,5:03/km,115 bpm,174 ppm
5:15,"1,0 km",13 m,5:03/km,116 bpm,174 ppm
5:21,"1,0 km",14 m,5:08/km,119 bpm,174 ppm
5:28,"1,1 km",14 m,5:19/km,121 bpm,172 ppm
5:33,"1,1 km",15 m,5:34/km,123 bpm,172 ppm
5:38,"1,1 km",16 m,5:38/km,125 bpm,172 ppm
5:43,"1,1 km",17 m,5:30/km,129 bpm,178 ppm
5:49,"1,1 km",19 m,6:00/km,132 bpm,178 ppm
5:56,"1,1 km",20 m,6:02/km,134 bpm,178 ppm
6:03,"1,2 km",20 m,6:00/km,136 bpm,178 ppm
6:10,"1,2 km",20 m,5:44/km,139 bpm,172 ppm
6:15,"1,2 km",20 m,5:29/km,140 bpm,170 ppm
6:20,"1,2 km",21 m,5:07/km,142 bpm,172 ppm
6:25,"1,2 km",22 m,4:49/km,142 bpm,170 ppm
6:30,"1,2 km",22 m,4:40/km,141 bpm,170 ppm
6:35,"1,3 km",22 m,4:37/km,142 bpm,178 ppm
6:39,"1,3 km",23 m,4:44/km,141 bpm,174 ppm
6:44,"1,3 km",23 m,4:48/km,138 bpm,174 ppm
6:48,"1,3 km",24 m,4:56/km,137 bpm,174 ppm
6:54,"1,3 km",24 m,5:08/km,134 bpm,178 ppm
7:00,"1,3 km",26 m,5:17/km,130 bpm,178 ppm
7:06,"1,4 km",27 m,5:22/km,131 bpm,174 ppm
7:11,"1,4 km",28 m,5:16/km,133 bpm,174 ppm
7:16,"1,4 km",29 m,5:13/km,136 bpm,172 ppm
7:21,"1,4 km",30 m,5:08/km,139 bpm,170 ppm
