time,distance,elevation,pace,heartrate,cadence
13s,"0,0 km",5 m,7:52/km,71 bpm,170 ppm
30s,"0,0 km",5 m,6:54/km,96 bpm,172 ppm
44s,"0,0 km",5 m,6:57/km,106 bpm,172 ppm
59s,"0,1 km",5 m,6:22/km,106 bpm,172 ppm
1:12,"0,1 km",5 m,6:38/km,102 bpm,172 ppm
1:26,"0,2 km",5 m,6:48/km,102 bpm,170 ppm
1:43,"0,2 km",5 m,6:38/km,100 bpm,172 ppm
1:55,"0,2 km",5 m,6:45/km,98 bpm,172 ppm
2:10,"0,3 km",5 m,7:09/km,97 bpm,172 ppm
2:29,"0,3 km",5 m,6:51/km,100 bpm,172 ppm
2:40,"0,3 km",5 m,6:16/km,98 bpm,172 ppm
2:54,"0,4 km",5 m,6:32/km,98 bpm,172 ppm
3:10,"0,4 km",5 m,6:49/km,87 bpm,174 ppm
3:24,"0,4 km",5 m,6:22/km,103 bpm,174 ppm
3:39,"0,5 km",5 m,6:31/km,105 bpm,174 ppm
3:53,"0,5 km",5 m,6:35/km,108 bpm,174 ppm
4:09,"0,6 km",5 m,6:26/km,102 bpm,174 ppm
4:22,"0,6 km",5 m,6:55/km,99 bpm,174 ppm
4:36,"0,6 km",5 m,6:25/km,101 bpm,174 ppm
4:50,"0,7 km",5 m,6:17/km,100 bpm,174 ppm
5:03,"0,7 km",4 m,5:49/km,101 bpm,174 ppm
5:16,"0,7 km",4 m,6:28/km,99 bpm,174 ppm
5:31,"0,8 km",4 m,6:53/km,99 bpm,176 ppm
5:46,"0,8 km",4 m,6:49/km,100 bpm,170 ppm
6:01,"0,8 km",5 m,6:19/km,104 bpm,172 ppm
6:14,"0,9 km",5 m,6:20/km,103 bpm,172 ppm
6:28,"0,9 km",5 m,6:41/km,102 bpm,172 ppm
6:45,"1,0 km",5 m,6:18/km,105 bpm,172 ppm
6:55,"1,0 km",6 m,6:29/km,107 bpm,172 ppm
7:10,"1,0 km",7 m,6:05/km,109 bpm,140 ppm
7:23,"1,1 km",6 m,5:55/km,100 bpm,172 ppm
7:35,"1,1 km",6 m,5:52/km,101 bpm,172 ppm
7:48,"1,1 km",5 m,6:04/km,104 bpm,172 ppm
8:02,"1,2 km",5 m,5:55/km,108 bpm,172 ppm
