time,distance,elevation,pace,heartrate,cadence
12s,"0,0 km",61 m,6:40/km,100 bpm,172 ppm
18s,"0,0 km",61 m,6:40/km,99 bpm,172 ppm
24s,"0,0 km",61 m,6:24/km,101 bpm,172 ppm
30s,"0,0 km",61 m,6:22/km,103 bpm,172 ppm
36s,"0,0 km",61 m,6:34/km,106 bpm,174 ppm
42s,"0,1 km",61 m,6:40/km,117 bpm,174 ppm
49s,"0,1 km",60 m,6:40/km,113 bpm,174 ppm
55s,"0,1 km",60 m,6:40/km,112 bpm,176 ppm
1:02,"0,1 km",60 m,6:46/km,112 bpm,174 ppm
1:08,"0,1 km",60 m,7:01/km,113 bpm,174 ppm
1:14,"0,1 km",60 m,6:55/km,110 bpm,174 ppm
1:20,"0,2 km",60 m,6:42/km,109 bpm,174 ppm
1:29,"0,2 km",60 m,6:42/km,109 bpm,178 ppm
1:35,"0,2 km",60 m,6:48/km,105 bpm,178 ppm
1:41,"0,2 km",60 m,6:57/km,104 bpm,174 ppm
1:47,"0,2 km",61 m,6:46/km,105 bpm,174 ppm
1:53,"0,2 km",61 m,6:40/km,106 bpm,174 ppm
1:59,"0,2 km",61 m,6:40/km,110 bpm,174 ppm
2:07,"0,3 km",61 m,6:40/km,110 bpm,178 ppm
2:13,"0,3 km",61 m,6:54/km,110 bpm,174 ppm
2:19,"0,3 km",61 m,6:50/km,110 bpm,174 ppm
2:25,"0,3 km",61 m,6:33/km,105 bpm,170 ppm
2:32,"0,3 km",61 m,6:35/km,101 bpm,172 ppm
2:39,"0,3 km",61 m,6:43/km,101 bpm,172 ppm
2:45,"0,4 km",61 m,6:48/km,100 bpm,172 ppm
2:51,"0,4 km",61 m,7:02/km,97 bpm,172 ppm
2:58,"0,4 km",60 m,6:54/km,96 bpm,172 ppm
3:04,"0,4 km",60 m,6:54/km,97 bpm,178 ppm
3:12,"0,4 km",60 m,6:55/km,101 bpm,174 ppm
3:19,"0,4 km",60 m,7:08/km,103 bpm,174 ppm
3:24,"0,5 km",60 m,7:11/km,102 bpm,174 ppm
3:31,"0,5 km",60 m,6:59/km,101 bpm,174 ppm
3:37,"0,5 km",60 m,6:45/km,101 bpm,174 ppm
3:46,"0,5 km",60 m,6:44/km,103 bpm,172 ppm
3:51,"0,5 km",60 m,6:42/km,104 bpm,172 ppm
3:57,"0,5 km",60 m,6:45/km,104 bpm,172 ppm
4:03,"0,5 km",61 m,6:23/km,102 bpm,178 ppm
4:09,"0,6 km",61 m,6:22/km,101 bpm,174 ppm
4:16,"0,6 km",61 m,6:35/km,102 bpm,178 ppm
4:22,"0,6 km",61 m,6:50/km,102 bpm,178 ppm
4:28,"0,6 km",61 m,6:59/km,103 bpm,178 ppm
4:35,"0,6 km",62 m,7:02/km,102 bpm,174 ppm
4:43,"0,6 km",62 m,7:14/km,104 bpm,180 ppm
4:49,"0,7 km",62 m,7:19/km,106 bpm,174 ppm
4:56,"0,7 km",62 m,7:26/km,105 bpm,174 ppm
5:04,"0,7 km",62 m,7:03/km,108 bpm,178 ppm
5:10,"0,7 km",62 m,6:57/km,109 bpm,174 ppm
5:17,"0,7 km",62 m,6:56/km,110 bpm,174 ppm
5:23,"0,7 km",62 m,6:40/km,109 bpm,178 ppm
5:29,"0,8 km",62 m,6:35/km,108 bpm,178 ppm
5:36,"0,8 km",62 m,6:28/km,108 bpm,174 ppm
5:42,"0,8 km",63 m,6:23/km,106 bpm,174 ppm
5:48,"0,8 km",63 m,6:25/km,106 bpm,174 ppm
5:54,"0,8 km",63 m,6:22/km,107 bpm,174 ppm
6:00,"0,8 km",64 m,6:27/km,107 bpm,176 ppm
6:06,"0,9 km",65 m,6:36/km,106 bpm,174 ppm
6:12,"0,9 km",67 m,6:40/km,107 bpm,174 ppm
6:19,"0,9 km",69 m,6:40/km,103 bpm,174 ppm
6:26,"0,9 km",69 m,6:40/km,102 bpm,174 ppm
6:33,"0,9 km",68 m,6:33/km,104 bpm,178 ppm
6:38,"0,9 km",68 m,6:34/km,105 bpm,176 ppm
6:44,"0,9 km",67 m,6:32/km,106 bpm,174 ppm
6:50,"1,0 km",66 m,6:22/km,106 bpm,174 ppm
6:56,"1,0 km",65 m,6:25/km,105 bpm,174 ppm
7:03,"1,0 km",63 m,6:27/km,106 bpm,170 ppm
7:09,"1,0 km",63 m,6:22/km,104 bpm,176 ppm
7:15,"1,0 km",63 m,6:20/km,104 bpm,174 ppm
7:21,"1,0 km",63 m,6:13/km,104 bpm,176 ppm
7:27,"1,1 km",63 m,6:11/km,104 bpm,172 ppm
7:32,"1,1 km",63 m,6:11/km,107 bpm,172 ppm
7:39,"1,1 km",63 m,6:15/km,107 bpm,172 ppm
7:44,"1,1 km",62 m,6:20/km,102 bpm,172 ppm
7:51,"1,1 km",62 m,6:28/km,102 bpm,172 ppm
7:57,"1,1 km",62 m,6:31/km,100 bpm,174 ppm
8:03,"1,2 km",62 m,6:28/km,101 bpm,174 ppm
8:10,"1,2 km",62 m,6:18/km,102 bpm,174 ppm
8:16,"1,2 km",61 m,6:10/km,103 bpm,166 ppm
8:22,"1,2 km",61 m,6:16/km,103 bpm,172 ppm
8:27,"1,2 km",61 m,6:15/km,102 bpm,172 ppm
8:32,"1,2 km",61 m,6:18/km,101 bpm,172 ppm
8:39,"1,2 km",61 m,6:35/km,100 bpm,174 ppm
8:45,"1,3 km",61 m,6:34/km,102 bpm,174 ppm
8:52,"1,3 km",61 m,6:39/km,103 bpm,172 ppm
9:00,"1,3 km",61 m,6:35/km,104 bpm,172 ppm
9:05,"1,3 km",61 m,6:31/km,104 bpm,172 ppm
9:11,"1,3 km",61 m,6:25/km,105 bpm,172 ppm
9:17,"1,3 km",61 m,6:04/km,105 bpm,178 ppm
9:23,"1,4 km",61 m,6:27/km,104 bpm,174 ppm
9:29,"1,4 km",60 m,6:25/km,104 bpm,174 ppm
9:35,"1,4 km",60 m,6:14/km,104 bpm,176 ppm
9:42,"1,4 km",60 m,6:10/km,104 bpm,176 ppm
9:48,"1,4 km",60 m,6:30/km,104 bpm,174 ppm
9:53,"1,4 km",60 m,6:36/km,103 bpm,176 ppm
9:58,"1,5 km",60 m,6:46/km,101 bpm,174 ppm
10:06,"1,5 km",60 m,7:11/km,103 bpm,174 ppm
10:13,"1,5 km",60 m,7:11/km,104 bpm,176 ppm
10:23,"1,5 km",60 m,7:18/km,108 bpm,96 ppm
10:30,"1,5 km",60 m,6:55/km,112 bpm,178 ppm
10:35,"1,5 km",61 m,6:49/km,109 bpm,178 ppm
10:40,"1,6 km",61 m,6:17/km,105 bpm,174 ppm
10:47,"1,6 km",61 m,6:14/km,104 bpm,176 ppm
10:52,"1,6 km",61 m,6:18/km,103 bpm,178 ppm
10:58,"1,6 km",62 m,6:32/km,103 bpm,178 ppm
11:05,"1,6 km",62 m,6:36/km,103 bpm,178 ppm
11:11,"1,6 km",62 m,6:48/km,104 bpm,176 ppm
11:18,"1,6 km",62 m,6:53/km,103 bpm,178 ppm
11:24,"1,7 km",62 m,6:38/km,105 bpm,178 ppm
11:32,"1,7 km",62 m,6:40/km,111 bpm,178 ppm
11:38,"1,7 km",62 m,6:29/km,113 bpm,178 ppm
11:43,"1,7 km",62 m,6:24/km,114 bpm,178 ppm
11:50,"1,7 km",62 m,5:59/km,112 bpm,178 ppm
11:55,"1,7 km",62 m,5:54/km,112 bpm,174 ppm
12:01,"1,8 km",62 m,5:52/km,112 bpm,180 ppm
12:06,"1,8 km",63 m,5:48/km,112 bpm,180 ppm
12:12,"1,8 km",63 m,5:46/km,112 bpm,180 ppm
12:17,"1,8 km",64 m,5:42/km,113 bpm,180 ppm
12:23,"1,8 km",65 m,5:40/km,113 bpm,180 ppm
12:28,"1,8 km",66 m,5:49/km,112 bpm,180 ppm
12:34,"1,9 km",68 m,5:53/km,111 bpm,174 ppm
12:39,"1,9 km",69 m,5:49/km,112 bpm,176 ppm
12:45,"1,9 km",70 m,5:45/km,112 bpm,178 ppm
12:51,"1,9 km",69 m,5:45/km,110 bpm,178 ppm
12:56,"1,9 km",68 m,5:53/km,111 bpm,174 ppm
13:01,"1,9 km",67 m,5:52/km,111 bpm,174 ppm
13:07,"2,0 km",66 m,5:44/km,109 bpm,174 ppm
13:12,"2,0 km",65 m,5:53/km,108 bpm,178 ppm
13:18,"2,0 km",63 m,6:00/km,104 bpm,174 ppm
13:24,"2,0 km",63 m,6:08/km,100 bpm,174 ppm
13:30,"2,0 km",63 m,6:08/km,98 bpm,178 ppm
13:36,"2,0 km",63 m,6:01/km,98 bpm,172 ppm
13:42,"2,0 km",63 m,6:00/km,98 bpm,178 ppm
13:48,"2,1 km",63 m,5:58/km,99 bpm,178 ppm
13:53,"2,1 km",63 m,5:59/km,99 bpm,176 ppm
13:58,"2,1 km",62 m,5:57/km,100 bpm,178 ppm
14:04,"2,1 km",62 m,6:01/km,100 bpm,178 ppm
14:10,"2,1 km",62 m,6:01/km,99 bpm,178 ppm
14:16,"2,1 km",62 m,6:03/km,99 bpm,178 ppm
14:22,"2,2 km",61 m,6:01/km,99 bpm,178 ppm
