time,distance,elevation,pace,heartrate,cadence
7s,"0,0 km",5 m,5:55/km,77 bpm,158 ppm
15s,"0,0 km",4 m,5:55/km,86 bpm,172 ppm
23s,"0,0 km",4 m,5:31/km,85 bpm,174 ppm
32s,"0,0 km",4 m,5:39/km,101 bpm,172 ppm
40s,"0,1 km",4 m,5:44/km,104 bpm,172 ppm
49s,"0,1 km",3 m,5:33/km,112 bpm,172 ppm
57s,"0,1 km",2 m,5:28/km,117 bpm,172 ppm
1:05,"0,1 km",3 m,5:25/km,119 bpm,172 ppm
1:13,"0,2 km",3 m,5:18/km,122 bpm,172 ppm
1:21,"0,2 km",3 m,5:17/km,125 bpm,172 ppm
1:29,"0,2 km",4 m,5:15/km,126 bpm,172 ppm
1:37,"0,2 km",5 m,5:25/km,124 bpm,172 ppm
1:45,"0,3 km",6 m,5:39/km,124 bpm,176 ppm
1:54,"0,3 km",5 m,6:03/km,122 bpm,172 ppm
2:03,"0,3 km",5 m,6:20/km,121 bpm,174 ppm
2:15,"0,3 km",5 m,6:25/km,123 bpm,178 ppm
2:23,"0,4 km",3 m,6:27/km,126 bpm,174 ppm
2:32,"0,4 km",2 m,5:43/km,126 bpm,174 ppm
2:42,"0,4 km",3 m,5:34/km,128 bpm,172 ppm
2:49,"0,4 km",3 m,5:22/km,130 bpm,172 ppm
2:57,"0,5 km",4 m,5:06/km,130 bpm,172 ppm
3:05,"0,5 km",4 m,5:07/km,128 bpm,172 ppm
3:12,"0,5 km",5 m,5:07/km,128 bpm,172 ppm
3:20,"0,5 km",5 m,5:02/km,127 bpm,172 ppm
3:28,"0,6 km",6 m,4:59/km,126 bpm,174 ppm
3:35,"0,6 km",7 m,4:59/km,125 bpm,176 ppm
3:43,"0,6 km",8 m,5:00/km,122 bpm,176 ppm
3:50,"0,6 km",9 m,5:23/km,120 bpm,176 ppm
3:58,"0,7 km",10 m,5:46/km,120 bpm,174 ppm
4:08,"0,7 km",12 m,6:19/km,120 bpm,176 ppm
4:18,"0,7 km",14 m,6:46/km,121 bpm,178 ppm
4:28,"0,7 km",16 m,6:20/km,129 bpm,178 ppm
4:38,"0,8 km",18 m,6:11/km,133 bpm,178 ppm
4:47,"0,8 km",21 m,5:49/km,140 bpm,178 ppm
4:55,"0,8 km",23 m,5:43/km,141 bpm,180 ppm
5:04,"0,8 km",23 m,5:40/km,144 bpm,174 ppm
5:13,"0,9 km",23 m,5:26/km,143 bpm,174 ppm
5:21,"0,9 km",23 m,5:02/km,142 bpm,174 ppm
5:28,"0,9 km",22 m,4:40/km,141 bpm,174 ppm
5:36,"0,9 km",20 m,4:28/km,138 bpm,176 ppm
5:41,"1,0 km",19 m,4:28/km,137 bpm,176 ppm
5:48,"1,0 km",18 m,4:24/km,133 bpm,174 ppm
5:55,"1,0 km",17 m,4:36/km,125 bpm,174 ppm
6:02,"1,0 km",15 m,4:42/km,123 bpm,174 ppm
6:09,"1,1 km",14 m,4:41/km,121 bpm,174 ppm
6:16,"1,1 km",13 m,4:39/km,120 bpm,174 ppm
6:23,"1,1 km",11 m,4:42/km,119 bpm,176 ppm
6:30,"1,1 km",10 m,4:39/km,119 bpm,174 ppm
6:37,"1,2 km",9 m,4:42/km,119 bpm,176 ppm
6:44,"1,2 km",8 m,4:49/km,117 bpm,176 ppm
6:52,"1,2 km",8 m,4:48/km,115 bpm,176 ppm
6:59,"1,2 km",8 m,4:47/km,117 bpm,176 ppm
7:06,"1,3 km",8 m,4:44/km,119 bpm,174 ppm
7:13,"1,3 km",7 m,4:41/km,119 bpm,174 ppm
7:20,"1,3 km",7 m,4:35/km,122 bpm,176 ppm
7:27,"1,3 km",5 m,4:32/km,123 bpm,176 ppm
7:34,"1,4 km",4 m,4:30/km,123 bpm,176 ppm
7:40,"1,4 km",5 m,4:28/km,121 bpm,174 ppm
7:47,"1,4 km",7 m,4:29/km,118 bpm,176 ppm
7:54,"1,4 km",5 m,4:38/km,117 bpm,174 ppm
8:01,"1,5 km",4 m,4:43/km,118 bpm,176 ppm
8:08,"1,5 km",3 m,4:53/km,118 bpm,176 ppm
8:16,"1,5 km",1 m,4:56/km,123 bpm,176 ppm
8:24,"1,5 km",0 m,4:50/km,128 bpm,176 ppm
8:31,"1,6 km",0 m,4:45/km,127 bpm,174 ppm
8:37,"1,6 km",0 m,4:43/km,125 bpm,174 ppm
8:44,"1,6 km",0 m,4:55/km,125 bpm,176 ppm
8:52,"1,6 km",1 m,4:57/km,127 bpm,178 ppm
9:00,"1,7 km",3 m,5:09/km,129 bpm,174 ppm
9:07,"1,7 km",4 m,4:56/km,129 bpm,176 ppm
9:15,"1,7 km",5 m,4:40/km,128 bpm,176 ppm
9:22,"1,7 km",4 m,4:37/km,127 bpm,176 ppm
9:28,"1,8 km",4 m,4:29/km,126 bpm,174 ppm
9:35,"1,8 km",5 m,4:31/km,127 bpm,174 ppm
9:42,"1,8 km",5 m,4:39/km,123 bpm,174 ppm
9:49,"1,8 km",6 m,4:46/km,123 bpm,174 ppm
9:56,"1,9 km",6 m,4:55/km,124 bpm,174 ppm
10:04,"1,9 km",6 m,4:55/km,125 bpm,174 ppm
10:12,"1,9 km",6 m,4:50/km,126 bpm,176 ppm
10:19,"1,9 km",6 m,4:46/km,124 bpm,174 ppm
10:26,"2,0 km",6 m,4:32/km,122 bpm,174 ppm
10:32,"2,0 km",6 m,4:35/km,122 bpm,174 ppm
10:39,"2,0 km",6 m,4:40/km,124 bpm,174 ppm
10:46,"2,0 km",6 m,4:38/km,126 bpm,174 ppm
10:54,"2,1 km",6 m,4:41/km,126 bpm,174 ppm
11:00,"2,1 km",6 m,4:39/km,127 bpm,174 ppm
11:07,"2,1 km",6 m,4:38/km,127 bpm,174 ppm
11:14,"2,1 km",6 m,4:50/km,127 bpm,174 ppm
11:21,"2,2 km",6 m,4:49/km,128 bpm,174 ppm
11:30,"2,2 km",6 m,4:47/km,127 bpm,174 ppm
11:36,"2,2 km",6 m,4:45/km,130 bpm,174 ppm
11:43,"2,2 km",6 m,4:32/km,129 bpm,174 ppm
11:50,"2,3 km",6 m,4:32/km,126 bpm,174 ppm
11:57,"2,3 km",6 m,4:35/km,126 bpm,176 ppm
12:04,"2,3 km",6 m,4:40/km,125 bpm,174 ppm
12:11,"2,3 km",6 m,4:43/km,124 bpm,174 ppm
12:18,"2,4 km",6 m,4:46/km,125 bpm,174 ppm
12:25,"2,4 km",5 m,4:48/km,126 bpm,174 ppm
12:32,"2,4 km",5 m,4:48/km,128 bpm,174 ppm
12:40,"2,4 km",5 m,4:48/km,128 bpm,174 ppm
12:47,"2,5 km",5 m,4:50/km,126 bpm,176 ppm
12:54,"2,5 km",5 m,4:53/km,126 bpm,176 ppm
13:02,"2,5 km",5 m,4:50/km,126 bpm,176 ppm
13:09,"2,5 km",5 m,4:47/km,125 bpm,174 ppm
13:16,"2,6 km",4 m,4:45/km,125 bpm,176 ppm
13:23,"2,6 km",4 m,4:39/km,125 bpm,174 ppm
13:30,"2,6 km",4 m,4:37/km,127 bpm,174 ppm
13:37,"2,6 km",4 m,4:36/km,126 bpm,174 ppm
13:44,"2,7 km",5 m,4:37/km,127 bpm,174 ppm
13:51,"2,7 km",4 m,4:38/km,128 bpm,176 ppm
13:58,"2,7 km",3 m,4:41/km,128 bpm,176 ppm
14:05,"2,7 km",2 m,4:42/km,129 bpm,176 ppm
14:12,"2,8 km",2 m,4:37/km,131 bpm,174 ppm
14:19,"2,8 km",3 m,4:38/km,130 bpm,174 ppm
14:26,"2,8 km",3 m,4:42/km,129 bpm,174 ppm
14:33,"2,8 km",3 m,4:46/km,128 bpm,176 ppm
14:40,"2,9 km",3 m,4:44/km,126 bpm,176 ppm
14:47,"2,9 km",5 m,4:44/km,124 bpm,174 ppm
14:54,"2,9 km",6 m,4:38/km,125 bpm,174 ppm
15:01,"2,9 km",6 m,4:39/km,125 bpm,174 ppm
15:08,"3,0 km",6 m,5:15/km,125 bpm,174 ppm
15:15,"3,0 km",6 m,5:16/km,124 bpm,172 ppm
15:27,"3,0 km",7 m,5:33/km,123 bpm,170 ppm
15:35,"3,1 km",7 m,5:37/km,107 bpm,168 ppm
15:42,"3,1 km",6 m,5:29/km,108 bpm,174 ppm
15:49,"3,1 km",6 m,5:30/km,112 bpm,172 ppm
16:00,"3,1 km",7 m,5:22/km,108 bpm,172 ppm
16:07,"3,1 km",7 m,5:38/km,111 bpm,170 ppm
16:14,"3,2 km",7 m,5:25/km,108 bpm,176 ppm
16:21,"3,2 km",7 m,5:23/km,106 bpm,172 ppm
16:32,"3,2 km",6 m,5:30/km,111 bpm,174 ppm
16:40,"3,3 km",6 m,5:32/km,109 bpm,174 ppm
16:47,"3,3 km",5 m,4:59/km,110 bpm,174 ppm
16:54,"3,3 km",5 m,5:11/km,100 bpm,170 ppm
17:02,"3,3 km",6 m,5:18/km,102 bpm,172 ppm
17:10,"3,4 km",7 m,5:15/km,109 bpm,170 ppm
17:19,"3,4 km",6 m,5:09/km,115 bpm,172 ppm
17:26,"3,4 km",5 m,5:04/km,117 bpm,170 ppm
17:33,"3,4 km",5 m,4:43/km,118 bpm,170 ppm
17:40,"3,4 km",4 m,4:53/km,122 bpm,164 ppm
17:47,"3,5 km",4 m,4:59/km,123 bpm,172 ppm
17:55,"3,5 km",4 m,5:09/km,123 bpm,170 ppm
18:03,"3,5 km",4 m,5:06/km,124 bpm,172 ppm
18:11,"3,5 km",4 m,4:59/km,126 bpm,172 ppm
18:18,"3,6 km",5 m,4:59/km,128 bpm,172 ppm
18:25,"3,6 km",5 m,4:47/km,132 bpm,172 ppm
18:33,"3,6 km",5 m,4:54/km,135 bpm,172 ppm
18:40,"3,7 km",5 m,4:57/km,137 bpm,170 ppm
18:47,"3,7 km",5 m,4:55/km,137 bpm,170 ppm
18:55,"3,7 km",5 m,5:11/km,137 bpm,168 ppm
19:03,"3,7 km",7 m,5:12/km,138 bpm,172 ppm
19:11,"3,8 km",6 m,5:09/km,138 bpm,172 ppm
