time,distance,elevation,pace,heartrate,cadence
23s,"0,0 km",4 m,4:43/km,105 bpm,168 ppm
36s,"0,1 km",3 m,4:47/km,117 bpm,170 ppm
49s,"0,1 km",2 m,4:55/km,120 bpm,172 ppm
1:03,"0,2 km",3 m,5:00/km,122 bpm,172 ppm
1:16,"0,2 km",4 m,4:54/km,122 bpm,170 ppm
1:29,"0,2 km",6 m,5:09/km,122 bpm,170 ppm
1:44,"0,3 km",5 m,5:49/km,120 bpm,172 ppm
2:01,"0,3 km",5 m,5:34/km,116 bpm,174 ppm
2:15,"0,4 km",2 m,5:31/km,124 bpm,170 ppm
2:30,"0,4 km",3 m,5:28/km,130 bpm,172 ppm
2:44,"0,5 km",4 m,5:16/km,127 bpm,172 ppm
2:59,"0,5 km",5 m,5:04/km,126 bpm,170 ppm
3:12,"0,6 km",6 m,4:58/km,118 bpm,180 ppm
3:25,"0,6 km",8 m,5:13/km,119 bpm,174 ppm
3:40,"0,7 km",10 m,5:39/km,112 bpm,174 ppm
3:57,"0,7 km",13 m,5:57/km,114 bpm,174 ppm
4:13,"0,7 km",17 m,5:44/km,113 bpm,174 ppm
4:28,"0,8 km",21 m,5:48/km,122 bpm,182 ppm
4:43,"0,8 km",23 m,5:29/km,134 bpm,174 ppm
4:58,"0,9 km",23 m,5:06/km,132 bpm,174 ppm
5:11,"0,9 km",21 m,4:35/km,132 bpm,176 ppm
5:23,"1,0 km",19 m,4:17/km,129 bpm,174 ppm
5:34,"1,0 km",15 m,3:57/km,115 bpm,172 ppm
5:44,"1,1 km",13 m,4:00/km,108 bpm,172 ppm
5:55,"1,1 km",11 m,4:12/km,109 bpm,178 ppm
6:07,"1,1 km",9 m,4:25/km,113 bpm,174 ppm
6:19,"1,2 km",8 m,4:35/km,115 bpm,174 ppm
6:32,"1,2 km",8 m,4:40/km,113 bpm,174 ppm
6:44,"1,3 km",7 m,4:27/km,111 bpm,174 ppm
6:56,"1,3 km",5 m,4:15/km,119 bpm,174 ppm
7:07,"1,4 km",5 m,4:10/km,119 bpm,174 ppm
7:18,"1,4 km",6 m,4:29/km,121 bpm,174 ppm
7:31,"1,5 km",3 m,4:35/km,119 bpm,170 ppm
7:43,"1,5 km",1 m,4:29/km,120 bpm,170 ppm
7:56,"1,6 km",0 m,4:32/km,124 bpm,172 ppm
