time,distance,elevation,pace,heartrate,cadence
9s,"0,0 km",5 m,6:09/km,99 bpm,170 ppm
17s,"0,0 km",5 m,6:09/km,100 bpm,172 ppm
26s,"0,0 km",5 m,5:26/km,99 bpm,172 ppm
35s,"0,0 km",5 m,5:28/km,106 bpm,172 ppm
43s,"0,1 km",5 m,5:46/km,110 bpm,172 ppm
52s,"0,1 km",5 m,6:07/km,114 bpm,172 ppm
1:05,"0,1 km",5 m,6:11/km,115 bpm,172 ppm
1:13,"0,1 km",5 m,6:20/km,115 bpm,176 ppm
1:22,"0,2 km",5 m,5:24/km,115 bpm,172 ppm
1:31,"0,2 km",5 m,5:33/km,115 bpm,170 ppm
1:40,"0,2 km",5 m,5:43/km,115 bpm,170 ppm
1:48,"0,3 km",4 m,6:03/km,114 bpm,170 ppm
1:58,"0,3 km",4 m,6:10/km,115 bpm,170 ppm
2:10,"0,3 km",4 m,5:52/km,115 bpm,172 ppm
2:18,"0,3 km",4 m,5:38/km,116 bpm,172 ppm
2:26,"0,4 km",4 m,5:10/km,117 bpm,172 ppm
2:35,"0,4 km",4 m,5:20/km,115 bpm,172 ppm
2:43,"0,4 km",5 m,5:23/km,113 bpm,172 ppm
2:51,"0,4 km",5 m,5:13/km,114 bpm,172 ppm
3:00,"0,5 km",5 m,5:24/km,113 bpm,170 ppm
3:07,"0,5 km",5 m,5:11/km,115 bpm,170 ppm
3:16,"0,5 km",5 m,5:17/km,115 bpm,172 ppm
3:24,"0,5 km",5 m,5:22/km,115 bpm,172 ppm
3:33,"0,6 km",7 m,5:11/km,114 bpm,172 ppm
3:42,"0,6 km",6 m,5:21/km,114 bpm,170 ppm
3:49,"0,6 km",6 m,5:15/km,104 bpm,170 ppm
3:58,"0,6 km",5 m,5:05/km,106 bpm,170 ppm
4:06,"0,7 km",5 m,5:15/km,105 bpm,170 ppm
4:14,"0,7 km",5 m,5:10/km,103 bpm,166 ppm
4:22,"0,7 km",5 m,5:06/km,101 bpm,168 ppm
4:30,"0,8 km",6 m,4:56/km,108 bpm,168 ppm
4:38,"0,8 km",6 m,5:09/km,113 bpm,168 ppm
4:46,"0,8 km",7 m,4:52/km,112 bpm,168 ppm
4:54,"0,8 km",6 m,4:45/km,115 bpm,168 ppm
5:01,"0,9 km",6 m,4:57/km,118 bpm,168 ppm
5:08,"0,9 km",6 m,4:49/km,128 bpm,168 ppm
5:17,"0,9 km",5 m,4:49/km,127 bpm,168 ppm
5:24,"0,9 km",5 m,4:49/km,125 bpm,168 ppm
5:31,"1,0 km",5 m,4:39/km,123 bpm,168 ppm
5:39,"1,0 km",4 m,4:32/km,122 bpm,168 ppm
5:46,"1,0 km",4 m,4:31/km,121 bpm,170 ppm
5:53,"1,0 km",5 m,4:24/km,121 bpm,168 ppm
6:00,"1,1 km",5 m,4:18/km,117 bpm,168 ppm
6:07,"1,1 km",5 m,4:23/km,116 bpm,168 ppm
6:13,"1,1 km",5 m,4:29/km,117 bpm,168 ppm
6:20,"1,1 km",5 m,4:33/km,119 bpm,168 ppm
6:28,"1,2 km",6 m,4:42/km,119 bpm,172 ppm
6:35,"1,2 km",7 m,4:42/km,120 bpm,170 ppm
6:43,"1,2 km",6 m,4:33/km,117 bpm,170 ppm
6:50,"1,3 km",6 m,4:43/km,111 bpm,170 ppm
6:57,"1,3 km",6 m,4:47/km,112 bpm,172 ppm
7:05,"1,3 km",5 m,4:49/km,114 bpm,170 ppm
7:13,"1,3 km",5 m,4:57/km,108 bpm,170 ppm
7:20,"1,4 km",5 m,4:49/km,109 bpm,170 ppm
7:28,"1,4 km",4 m,4:37/km,108 bpm,170 ppm
7:36,"1,4 km",4 m,4:35/km,108 bpm,172 ppm
7:42,"1,4 km",4 m,4:34/km,109 bpm,170 ppm
7:49,"1,5 km",5 m,4:28/km,109 bpm,170 ppm
7:57,"1,5 km",5 m,4:39/km,108 bpm,170 ppm
8:04,"1,5 km",5 m,4:42/km,108 bpm,170 ppm
8:11,"1,5 km",5 m,4:41/km,110 bpm,168 ppm
8:19,"1,6 km",6 m,4:41/km,111 bpm,168 ppm
8:26,"1,6 km",7 m,4:31/km,111 bpm,168 ppm
8:33,"1,6 km",7 m,4:24/km,111 bpm,170 ppm
8:40,"1,6 km",6 m,4:26/km,111 bpm,170 ppm
8:47,"1,7 km",6 m,4:36/km,111 bpm,172 ppm
8:54,"1,7 km",5 m,4:39/km,112 bpm,170 ppm
9:02,"1,7 km",5 m,4:53/km,112 bpm,170 ppm
9:10,"1,8 km",5 m,4:50/km,115 bpm,170 ppm
9:17,"1,8 km",4 m,4:39/km,116 bpm,170 ppm
9:25,"1,8 km",4 m,4:37/km,117 bpm,172 ppm
9:32,"1,8 km",4 m,4:31/km,118 bpm,170 ppm
9:39,"1,9 km",5 m,4:28/km,120 bpm,170 ppm
