time,distance,elevation,pace,heartrate,cadence
10s,"0,0 km",6 m,5:22/km,81 bpm,170 ppm
23s,"0,0 km",5 m,4:56/km,96 bpm,170 ppm
39s,"0,1 km",5 m,4:53/km,103 bpm,170 ppm
52s,"0,1 km",4 m,4:20/km,113 bpm,172 ppm
1:04,"0,2 km",5 m,4:15/km,119 bpm,170 ppm
1:17,"0,2 km",6 m,4:42/km,121 bpm,172 ppm
1:32,"0,3 km",6 m,4:47/km,123 bpm,172 ppm
1:45,"0,3 km",4 m,4:39/km,122 bpm,172 ppm
1:59,"0,4 km",4 m,4:35/km,123 bpm,172 ppm
2:12,"0,4 km",4 m,4:45/km,124 bpm,172 ppm
2:27,"0,5 km",6 m,4:47/km,124 bpm,172 ppm
2:40,"0,5 km",6 m,4:31/km,125 bpm,172 ppm
2:53,"0,6 km",5 m,4:27/km,127 bpm,172 ppm
3:06,"0,6 km",3 m,4:25/km,129 bpm,172 ppm
3:19,"0,7 km",3 m,4:28/km,129 bpm,172 ppm
3:32,"0,7 km",3 m,4:28/km,130 bpm,172 ppm
3:45,"0,8 km",3 m,4:23/km,129 bpm,172 ppm
3:58,"0,8 km",2 m,4:24/km,128 bpm,174 ppm
4:11,"0,9 km",3 m,4:21/km,128 bpm,178 ppm
4:23,"0,9 km",2 m,4:17/km,128 bpm,174 ppm
4:36,"1,0 km",2 m,4:19/km,127 bpm,174 ppm
4:49,"1,0 km",2 m,4:21/km,127 bpm,176 ppm
5:01,"1,0 km",2 m,4:31/km,130 bpm,174 ppm
5:15,"1,1 km",2 m,5:05/km,131 bpm,174 ppm
5:31,"1,1 km",2 m,4:54/km,128 bpm,174 ppm
5:44,"1,2 km",3 m,4:25/km,130 bpm,178 ppm
5:57,"1,2 km",4 m,4:32/km,133 bpm,174 ppm
6:10,"1,3 km",2 m,4:34/km,133 bpm,172 ppm
6:24,"1,3 km",0 m,5:00/km,133 bpm,172 ppm
6:40,"1,4 km",0 m,5:19/km,124 bpm,170 ppm
6:55,"1,4 km",-0 m,4:40/km,116 bpm,178 ppm
7:08,"1,5 km",1 m,4:16/km,118 bpm,174 ppm
7:20,"1,5 km",4 m,4:20/km,122 bpm,174 ppm
