time,distance,elevation,pace,heartrate,cadence
17s,"0,0 km",4 m,4:14/km,95 bpm,170 ppm
27s,"0,0 km",4 m,4:25/km,102 bpm,170 ppm
38s,"0,1 km",3 m,4:50/km,112 bpm,172 ppm
49s,"0,1 km",2 m,4:47/km,124 bpm,170 ppm
59s,"0,2 km",3 m,4:54/km,128 bpm,172 ppm
1:11,"0,2 km",3 m,4:43/km,131 bpm,176 ppm
1:21,"0,2 km",5 m,4:39/km,130 bpm,172 ppm
1:31,"0,3 km",6 m,5:07/km,128 bpm,170 ppm
1:45,"0,3 km",5 m,5:18/km,124 bpm,172 ppm
1:55,"0,3 km",4 m,4:59/km,126 bpm,176 ppm
2:06,"0,4 km",4 m,4:47/km,131 bpm,178 ppm
2:16,"0,4 km",2 m,4:39/km,135 bpm,180 ppm
2:28,"0,5 km",3 m,4:56/km,140 bpm,174 ppm
2:38,"0,5 km",4 m,4:47/km,139 bpm,174 ppm
2:49,"0,5 km",4 m,4:48/km,135 bpm,174 ppm
3:00,"0,6 km",5 m,4:47/km,133 bpm,172 ppm
3:11,"0,6 km",6 m,4:42/km,132 bpm,172 ppm
3:21,"0,6 km",8 m,4:44/km,131 bpm,172 ppm
3:32,"0,7 km",10 m,5:18/km,130 bpm,174 ppm
3:46,"0,7 km",12 m,5:44/km,130 bpm,178 ppm
3:58,"0,8 km",15 m,5:32/km,133 bpm,178 ppm
4:10,"0,8 km",18 m,5:12/km,138 bpm,178 ppm
4:22,"0,8 km",22 m,5:04/km,142 bpm,178 ppm
4:33,"0,9 km",23 m,4:41/km,144 bpm,172 ppm
4:43,"0,9 km",23 m,4:08/km,144 bpm,172 ppm
4:52,"0,9 km",22 m,3:44/km,142 bpm,170 ppm
5:00,"1,0 km",20 m,3:40/km,144 bpm,172 ppm
5:08,"1,0 km",18 m,3:49/km,144 bpm,172 ppm
5:17,"1,1 km",16 m,4:03/km,135 bpm,172 ppm
5:27,"1,1 km",14 m,4:13/km,131 bpm,172 ppm
5:37,"1,1 km",12 m,4:08/km,131 bpm,172 ppm
5:45,"1,2 km",10 m,3:56/km,129 bpm,176 ppm
5:54,"1,2 km",9 m,3:57/km,129 bpm,178 ppm
6:03,"1,2 km",8 m,4:02/km,128 bpm,174 ppm
6:12,"1,3 km",8 m,4:08/km,129 bpm,174 ppm
6:22,"1,3 km",7 m,4:04/km,130 bpm,174 ppm
6:31,"1,4 km",6 m,3:51/km,132 bpm,174 ppm
6:39,"1,4 km",5 m,3:53/km,133 bpm,178 ppm
6:48,"1,4 km",5 m,3:56/km,132 bpm,178 ppm
6:57,"1,5 km",6 m,3:57/km,130 bpm,174 ppm
7:06,"1,5 km",3 m,3:53/km,130 bpm,174 ppm
7:14,"1,5 km",1 m,3:57/km,130 bpm,174 ppm
7:23,"1,6 km",0 m,4:03/km,131 bpm,178 ppm
7:33,"1,6 km",0 m,4:07/km,131 bpm,174 ppm
7:41,"1,7 km",1 m,4:28/km,135 bpm,178 ppm
7:54,"1,7 km",3 m,4:28/km,139 bpm,174 ppm
8:02,"1,7 km",5 m,3:57/km,148 bpm,178 ppm
8:11,"1,8 km",4 m,3:53/km,147 bpm,178 ppm
8:20,"1,8 km",4 m,3:51/km,142 bpm,174 ppm
8:29,"1,9 km",5 m,4:03/km,140 bpm,180 ppm
8:38,"1,9 km",6 m,4:22/km,136 bpm,178 ppm
8:48,"1,9 km",6 m,4:40/km,135 bpm,172 ppm
8:59,"2,0 km",6 m,4:36/km,134 bpm,178 ppm
9:09,"2,0 km",6 m,3:57/km,136 bpm,174 ppm
9:17,"2,0 km",6 m,3:54/km,136 bpm,176 ppm
9:26,"2,1 km",6 m,3:41/km,137 bpm,174 ppm
9:34,"2,1 km",6 m,3:49/km,138 bpm,178 ppm
9:43,"2,1 km",6 m,3:45/km,140 bpm,178 ppm
9:51,"2,2 km",6 m,4:06/km,140 bpm,178 ppm
10:01,"2,2 km",6 m,4:10/km,140 bpm,174 ppm
