time,distance,elevation,pace,heartrate,cadence
7s,"0,0 km",4 m,5:02/km,81 bpm,172 ppm
14s,"0,0 km",4 m,5:02/km,89 bpm,174 ppm
23s,"0,0 km",4 m,4:42/km,103 bpm,174 ppm
32s,"0,1 km",4 m,4:58/km,107 bpm,174 ppm
41s,"0,1 km",3 m,5:01/km,109 bpm,174 ppm
51s,"0,1 km",2 m,5:12/km,109 bpm,178 ppm
1:00,"0,1 km",3 m,5:11/km,109 bpm,172 ppm
1:09,"0,2 km",3 m,5:00/km,119 bpm,176 ppm
1:18,"0,2 km",5 m,4:58/km,126 bpm,174 ppm
1:27,"0,2 km",6 m,5:07/km,131 bpm,178 ppm
1:36,"0,3 km",6 m,5:08/km,131 bpm,178 ppm
1:46,"0,3 km",5 m,5:20/km,130 bpm,174 ppm
1:55,"0,3 km",4 m,5:19/km,130 bpm,176 ppm
2:05,"0,4 km",3 m,5:27/km,132 bpm,178 ppm
2:15,"0,4 km",3 m,5:10/km,132 bpm,178 ppm
2:25,"0,4 km",2 m,5:05/km,130 bpm,174 ppm
2:33,"0,4 km",3 m,4:57/km,125 bpm,174 ppm
2:42,"0,5 km",4 m,4:52/km,125 bpm,174 ppm
2:51,"0,5 km",4 m,4:59/km,115 bpm,174 ppm
3:00,"0,5 km",5 m,5:02/km,110 bpm,174 ppm
3:09,"0,6 km",6 m,4:59/km,111 bpm,174 ppm
3:18,"0,6 km",7 m,4:59/km,112 bpm,176 ppm
3:27,"0,6 km",8 m,4:54/km,114 bpm,178 ppm
3:36,"0,7 km",10 m,5:12/km,121 bpm,178 ppm
3:45,"0,7 km",12 m,5:19/km,122 bpm,182 ppm
3:55,"0,7 km",14 m,5:52/km,120 bpm,180 ppm
4:05,"0,7 km",16 m,6:03/km,120 bpm,180 ppm
4:18,"0,8 km",19 m,5:54/km,121 bpm,180 ppm
4:28,"0,8 km",22 m,5:28/km,121 bpm,182 ppm
4:37,"0,8 km",23 m,5:08/km,121 bpm,180 ppm
4:46,"0,9 km",23 m,4:45/km,121 bpm,178 ppm
4:55,"0,9 km",22 m,4:38/km,118 bpm,176 ppm
5:02,"0,9 km",21 m,4:35/km,119 bpm,180 ppm
5:11,"1,0 km",20 m,4:38/km,119 bpm,180 ppm
5:19,"1,0 km",18 m,4:31/km,119 bpm,174 ppm
5:27,"1,0 km",17 m,4:13/km,117 bpm,178 ppm
5:35,"1,1 km",14 m,4:13/km,115 bpm,178 ppm
5:42,"1,1 km",13 m,4:15/km,117 bpm,178 ppm
5:50,"1,1 km",12 m,4:20/km,126 bpm,178 ppm
5:58,"1,1 km",10 m,4:18/km,127 bpm,180 ppm
6:06,"1,2 km",9 m,4:15/km,127 bpm,180 ppm
6:13,"1,2 km",8 m,4:14/km,122 bpm,180 ppm
6:21,"1,2 km",8 m,4:16/km,121 bpm,178 ppm
6:29,"1,3 km",8 m,4:18/km,123 bpm,178 ppm
6:36,"1,3 km",7 m,4:21/km,124 bpm,178 ppm
6:44,"1,3 km",7 m,4:13/km,124 bpm,178 ppm
6:52,"1,4 km",5 m,4:14/km,124 bpm,178 ppm
6:59,"1,4 km",4 m,4:05/km,124 bpm,180 ppm
7:07,"1,4 km",5 m,4:03/km,126 bpm,180 ppm
7:14,"1,4 km",6 m,4:08/km,128 bpm,182 ppm
7:21,"1,5 km",4 m,4:14/km,128 bpm,178 ppm
7:29,"1,5 km",3 m,4:23/km,129 bpm,178 ppm
7:37,"1,5 km",1 m,4:19/km,132 bpm,178 ppm
7:45,"1,6 km",0 m,4:08/km,142 bpm,182 ppm
7:52,"1,6 km",0 m,4:10/km,142 bpm,180 ppm
8:00,"1,6 km",0 m,4:28/km,140 bpm,180 ppm
8:07,"1,6 km",1 m,4:32/km,140 bpm,182 ppm
8:17,"1,7 km",3 m,4:40/km,140 bpm,178 ppm
