time,distance,elevation,pace,heartrate,cadence
4s,"0,0 km",3 m,2:53/km,122 bpm,182 ppm
8s,"0,0 km",2 m,2:53/km,121 bpm,188 ppm
12s,"0,0 km",2 m,2:39/km,119 bpm,188 ppm
17s,"0,1 km",2 m,2:55/km,120 bpm,188 ppm
22s,"0,1 km",2 m,3:02/km,125 bpm,188 ppm
27s,"0,1 km",2 m,2:59/km,134 bpm,188 ppm
32s,"0,1 km",2 m,2:56/km,139 bpm,188 ppm
36s,"0,2 km",2 m,3:06/km,136 bpm,186 ppm
,,,,,
48s,"0,2 km",1 m,4:16/km,143 bpm,170 ppm
57s,"0,2 km",1 m,4:09/km,145 bpm,172 ppm
,,,,,
1:08,"0,3 km",1 m,3:06/km,143 bpm,190 ppm
1:13,"0,3 km",1 m,2:55/km,143 bpm,186 ppm
,,,,,
1:23,"0,4 km",2 m,3:15/km,146 bpm,188 ppm
1:28,"0,4 km",2 m,3:32/km,147 bpm,184 ppm
1:34,"0,4 km",2 m,3:43/km,148 bpm,188 ppm
1:41,"0,5 km",2 m,4:18/km,148 bpm,186 ppm
1:47,"0,5 km",2 m,4:38/km,149 bpm,176 ppm
1:56,"0,5 km",2 m,4:26/km,154 bpm,176 ppm
2:04,"0,5 km",2 m,3:46/km,150 bpm,188 ppm
2:09,"0,6 km",2 m,3:16/km,147 bpm,188 ppm
2:14,"0,6 km",2 m,2:54/km,147 bpm,188 ppm
2:19,"0,6 km",2 m,2:48/km,145 bpm,188 ppm
2:23,"0,6 km",2 m,2:48/km,148 bpm,188 ppm
2:28,"0,7 km",2 m,3:00/km,152 bpm,192 ppm
2:33,"0,7 km",2 m,3:14/km,152 bpm,186 ppm
2:38,"0,7 km",2 m,3:43/km,153 bpm,184 ppm
2:44,"0,8 km",2 m,4:14/km,152 bpm,170 ppm
2:53,"0,8 km",3 m,4:21/km,150 bpm,172 ppm
3:01,"0,8 km",4 m,3:39/km,146 bpm,186 ppm
3:06,"0,8 km",4 m,3:12/km,145 bpm,188 ppm
3:11,"0,9 km",5 m,2:53/km,143 bpm,188 ppm
3:15,"0,9 km",5 m,2:51/km,144 bpm,188 ppm
3:20,"0,9 km",6 m,2:59/km,145 bpm,188 ppm
3:25,"0,9 km",7 m,3:09/km,147 bpm,188 ppm
3:30,"1,0 km",8 m,3:15/km,149 bpm,194 ppm
3:36,"1,0 km",8 m,3:26/km,151 bpm,188 ppm
3:41,"1,0 km",9 m,3:46/km,152 bpm,182 ppm
3:47,"1,0 km",10 m,4:00/km,154 bpm,174 ppm
3:55,"1,1 km",11 m,3:54/km,153 bpm,172 ppm
4:01,"1,1 km",11 m,3:19/km,153 bpm,188 ppm
4:06,"1,1 km",12 m,2:56/km,151 bpm,190 ppm
4:10,"1,2 km",13 m,2:46/km,150 bpm,194 ppm
4:15,"1,2 km",14 m,2:43/km,150 bpm,190 ppm
4:19,"1,2 km",15 m,2:55/km,151 bpm,190 ppm
4:24,"1,2 km",16 m,3:06/km,153 bpm,190 ppm
4:29,"1,3 km",17 m,3:19/km,155 bpm,184 ppm
4:35,"1,3 km",19 m,3:42/km,155 bpm,184 ppm
4:41,"1,3 km",20 m,4:39/km,155 bpm,182 ppm
4:50,"1,3 km",23 m,5:13/km,158 bpm,174 ppm
5:01,"1,4 km",26 m,5:31/km,155 bpm,190 ppm
5:09,"1,4 km",29 m,4:38/km,154 bpm,192 ppm
5:17,"1,4 km",26 m,3:47/km,156 bpm,190 ppm
5:23,"1,5 km",25 m,2:58/km,158 bpm,184 ppm
5:28,"1,5 km",23 m,2:27/km,159 bpm,200 ppm
5:31,"1,5 km",20 m,2:08/km,160 bpm,196 ppm
5:34,"1,5 km",16 m,2:05/km,160 bpm,194 ppm
5:37,"1,6 km",15 m,2:40/km,160 bpm,190 ppm
5:42,"1,6 km",13 m,3:37/km,162 bpm,184 ppm
5:54,"1,6 km",8 m,4:27/km,161 bpm,172 ppm
6:01,"1,6 km",6 m,3:16/km,158 bpm,190 ppm
6:06,"1,7 km",6 m,2:55/km,157 bpm,192 ppm
6:10,"1,7 km",5 m,2:47/km,160 bpm,184 ppm
6:14,"1,7 km",4 m,2:42/km,158 bpm,192 ppm
6:19,"1,8 km",2 m,2:50/km,157 bpm,196 ppm
6:23,"1,8 km",1 m,3:01/km,157 bpm,190 ppm
6:29,"1,8 km",1 m,3:11/km,158 bpm,186 ppm
6:34,"1,8 km",1 m,3:23/km,159 bpm,184 ppm
6:39,"1,9 km",1 m,3:42/km,159 bpm,184 ppm
6:45,"1,9 km",1 m,3:59/km,159 bpm,170 ppm
6:53,"1,9 km",2 m,4:02/km,161 bpm,172 ppm
7:00,"1,9 km",2 m,3:31/km,160 bpm,180 ppm
7:05,"2,0 km",1 m,3:07/km,159 bpm,190 ppm
7:10,"2,0 km",2 m,2:55/km,157 bpm,190 ppm
7:14,"2,0 km",2 m,2:55/km,157 bpm,190 ppm
7:19,"2,0 km",2 m,2:59/km,157 bpm,190 ppm
7:24,"2,1 km",2 m,2:57/km,158 bpm,190 ppm
7:29,"2,1 km",3 m,3:00/km,159 bpm,190 ppm
7:33,"2,1 km",3 m,3:06/km,159 bpm,190 ppm
7:39,"2,2 km",3 m,3:36/km,159 bpm,190 ppm
7:45,"2,2 km",3 m,4:06/km,159 bpm,174 ppm
7:53,"2,2 km",3 m,4:28/km,157 bpm,174 ppm
8:01,"2,2 km",3 m,3:50/km,155 bpm,192 ppm
8:07,"2,3 km",2 m,3:14/km,154 bpm,190 ppm
8:12,"2,3 km",2 m,2:56/km,154 bpm,190 ppm
8:16,"2,3 km",2 m,2:46/km,155 bpm,192 ppm
8:21,"2,3 km",2 m,2:48/km,158 bpm,186 ppm
8:25,"2,4 km",2 m,2:53/km,158 bpm,186 ppm
8:30,"2,4 km",2 m,2:54/km,159 bpm,186 ppm
8:35,"2,4 km",2 m,3:02/km,160 bpm,188 ppm
8:39,"2,5 km",1 m,3:23/km,160 bpm,184 ppm
8:45,"2,5 km",1 m,3:54/km,161 bpm,178 ppm
8:53,"2,5 km",1 m,4:10/km,161 bpm,174 ppm
9:00,"2,5 km",1 m,3:39/km,158 bpm,184 ppm
9:06,"2,6 km",1 m,3:13/km,156 bpm,192 ppm
9:10,"2,6 km",1 m,2:59/km,157 bpm,190 ppm
9:15,"2,6 km",2 m,2:58/km,158 bpm,190 ppm
9:20,"2,6 km",2 m,3:08/km,159 bpm,190 ppm
9:25,"2,7 km",2 m,3:13/km,160 bpm,190 ppm
9:31,"2,7 km",2 m,3:18/km,161 bpm,190 ppm
9:36,"2,7 km",2 m,3:28/km,162 bpm,186 ppm
9:41,"2,7 km",2 m,3:55/km,163 bpm,182 ppm
9:48,"2,8 km",2 m,4:26/km,165 bpm,174 ppm
9:57,"2,8 km",2 m,4:08/km,161 bpm,174 ppm
10:04,"2,8 km",2 m,3:15/km,159 bpm,188 ppm
10:08,"2,9 km",2 m,2:52/km,159 bpm,188 ppm
10:12,"2,9 km",2 m,2:42/km,159 bpm,188 ppm
10:17,"2,9 km",2 m,2:53/km,159 bpm,188 ppm
10:22,"2,9 km",2 m,3:03/km,159 bpm,188 ppm
10:27,"3,0 km",2 m,3:08/km,160 bpm,188 ppm
10:32,"3,0 km",2 m,3:08/km,161 bpm,186 ppm
10:37,"3,0 km",3 m,3:19/km,161 bpm,188 ppm
10:42,"3,0 km",3 m,3:41/km,161 bpm,176 ppm
10:49,"3,1 km",4 m,4:05/km,162 bpm,174 ppm
10:57,"3,1 km",5 m,3:53/km,160 bpm,174 ppm
11:03,"3,1 km",5 m,3:18/km,159 bpm,188 ppm
11:08,"3,2 km",6 m,3:00/km,159 bpm,190 ppm
11:12,"3,2 km",7 m,2:59/km,158 bpm,190 ppm
11:17,"3,2 km",7 m,3:05/km,160 bpm,192 ppm
11:23,"3,2 km",8 m,3:10/km,160 bpm,190 ppm
11:28,"3,3 km",9 m,3:10/km,160 bpm,190 ppm
11:33,"3,3 km",10 m,3:05/km,160 bpm,190 ppm
11:38,"3,3 km",11 m,3:19/km,161 bpm,184 ppm
11:43,"3,3 km",11 m,3:43/km,162 bpm,174 ppm
11:50,"3,4 km",12 m,4:04/km,162 bpm,174 ppm
11:58,"3,4 km",13 m,3:45/km,161 bpm,176 ppm
12:04,"3,4 km",14 m,3:12/km,160 bpm,192 ppm
12:08,"3,5 km",15 m,3:04/km,160 bpm,190 ppm
12:12,"3,5 km",16 m,2:58/km,160 bpm,190 ppm
12:18,"3,5 km",17 m,3:10/km,160 bpm,184 ppm
12:23,"3,5 km",19 m,3:24/km,161 bpm,184 ppm
12:29,"3,6 km",20 m,3:23/km,162 bpm,188 ppm
12:34,"3,6 km",23 m,3:34/km,163 bpm,188 ppm
12:40,"3,6 km",26 m,3:51/km,164 bpm,184 ppm
12:46,"3,6 km",30 m,4:29/km,167 bpm,172 ppm
12:58,"3,7 km",27 m,4:24/km,161 bpm,194 ppm
13:05,"3,7 km",26 m,3:44/km,162 bpm,174 ppm
13:11,"3,7 km",24 m,2:59/km,168 bpm,194 ppm
13:15,"3,7 km",21 m,2:47/km,173 bpm,190 ppm
13:19,"3,8 km",17 m,2:47/km,172 bpm,190 ppm
13:24,"3,8 km",15 m,3:35/km,172 bpm,184 ppm
13:33,"3,8 km",12 m,3:33/km,165 bpm,184 ppm
13:38,"3,9 km",9 m,3:32/km,164 bpm,174 ppm
13:42,"3,9 km",7 m,2:57/km,164 bpm,174 ppm
13:47,"3,9 km",6 m,3:07/km,161 bpm,174 ppm
13:53,"3,9 km",6 m,3:17/km,158 bpm,178 ppm
13:59,"4,0 km",4 m,2:58/km,158 bpm,192 ppm
14:03,"4,0 km",2 m,2:46/km,158 bpm,208 ppm
14:07,"4,0 km",1 m,2:47/km,161 bpm,190 ppm
14:11,"4,0 km",1 m,2:56/km,160 bpm,184 ppm
14:17,"4,1 km",1 m,3:11/km,160 bpm,184 ppm
14:22,"4,1 km",1 m,3:16/km,161 bpm,188 ppm
14:27,"4,1 km",1 m,3:11/km,162 bpm,188 ppm
14:33,"4,2 km",1 m,3:24/km,163 bpm,186 ppm
14:38,"4,2 km",2 m,3:47/km,163 bpm,174 ppm
14:45,"4,2 km",1 m,4:04/km,164 bpm,174 ppm
14:52,"4,2 km",1 m,3:46/km,162 bpm,178 ppm
14:58,"4,3 km",2 m,3:19/km,159 bpm,188 ppm
15:03,"4,3 km",2 m,2:57/km,158 bpm,188 ppm
15:07,"4,3 km",2 m,2:49/km,158 bpm,188 ppm
15:12,"4,3 km",3 m,2:51/km,159 bpm,188 ppm
15:17,"4,4 km",3 m,2:53/km,160 bpm,188 ppm
15:21,"4,4 km",3 m,2:55/km,160 bpm,188 ppm
15:26,"4,4 km",3 m,2:59/km,161 bpm,188 ppm
15:31,"4,4 km",3 m,3:19/km,161 bpm,188 ppm
15:36,"4,5 km",3 m,3:57/km,162 bpm,180 ppm
15:44,"4,5 km",3 m,4:08/km,162 bpm,174 ppm
15:53,"4,5 km",2 m,3:38/km,160 bpm,178 ppm
