time,distance,elevation,pace,heartrate,cadence
13s,"0,0 km",5 m,6:27/km,88 bpm,172 ppm
30s,"0,0 km",5 m,5:44/km,92 bpm,172 ppm
47s,"0,1 km",5 m,5:56/km,101 bpm,172 ppm
1:05,"0,1 km",5 m,5:41/km,112 bpm,168 ppm
1:21,"0,2 km",5 m,5:33/km,112 bpm,168 ppm
1:38,"0,2 km",5 m,5:57/km,112 bpm,172 ppm
1:56,"0,3 km",4 m,5:53/km,106 bpm,174 ppm
2:13,"0,3 km",4 m,5:30/km,104 bpm,172 ppm
2:29,"0,4 km",4 m,5:28/km,107 bpm,172 ppm
2:45,"0,4 km",4 m,5:57/km,109 bpm,174 ppm
3:06,"0,5 km",4 m,5:04/km,112 bpm,176 ppm
3:17,"0,5 km",4 m,4:36/km,110 bpm,178 ppm
3:32,"0,6 km",4 m,5:22/km,110 bpm,176 ppm
3:49,"0,6 km",4 m,5:27/km,108 bpm,176 ppm
4:04,"0,7 km",5 m,5:17/km,109 bpm,176 ppm
4:20,"0,7 km",5 m,5:18/km,110 bpm,176 ppm
4:36,"0,8 km",5 m,5:35/km,110 bpm,176 ppm
4:53,"0,8 km",5 m,5:32/km,109 bpm,178 ppm
5:08,"0,9 km",5 m,5:10/km,109 bpm,176 ppm
5:23,"0,9 km",5 m,5:08/km,113 bpm,176 ppm
5:39,"1,0 km",4 m,5:10/km,111 bpm,178 ppm
5:54,"1,0 km",4 m,5:06/km,112 bpm,178 ppm
6:09,"1,1 km",3 m,4:52/km,112 bpm,178 ppm
6:23,"1,1 km",2 m,4:59/km,112 bpm,178 ppm
6:38,"1,2 km",3 m,4:52/km,110 bpm,178 ppm
6:52,"1,2 km",5 m,4:35/km,115 bpm,178 ppm
7:05,"1,3 km",6 m,4:59/km,114 bpm,178 ppm
7:21,"1,3 km",5 m,6:05/km,114 bpm,176 ppm
7:41,"1,4 km",5 m,6:19/km,115 bpm,182 ppm
7:59,"1,4 km",2 m,5:46/km,117 bpm,178 ppm
8:16,"1,5 km",3 m,5:23/km,122 bpm,178 ppm
8:31,"1,5 km",4 m,5:06/km,120 bpm,176 ppm
8:46,"1,6 km",5 m,5:03/km,114 bpm,176 ppm
9:00,"1,6 km",6 m,5:07/km,115 bpm,176 ppm
9:16,"1,7 km",8 m,5:29/km,114 bpm,176 ppm
9:33,"1,7 km",11 m,6:01/km,112 bpm,182 ppm
9:52,"1,8 km",15 m,6:29/km,116 bpm,182 ppm
10:12,"1,8 km",19 m,6:05/km,127 bpm,184 ppm
10:28,"1,8 km",23 m,5:31/km,129 bpm,184 ppm
10:44,"1,9 km",23 m,5:09/km,131 bpm,174 ppm
10:59,"1,9 km",22 m,4:50/km,128 bpm,172 ppm
11:13,"2,0 km",19 m,4:55/km,119 bpm,172 ppm
11:28,"2,0 km",17 m,4:48/km,104 bpm,178 ppm
11:41,"2,1 km",14 m,4:38/km,103 bpm,176 ppm
11:56,"2,1 km",11 m,4:44/km,105 bpm,174 ppm
12:09,"2,2 km",9 m,4:38/km,107 bpm,174 ppm
12:23,"2,2 km",8 m,4:44/km,103 bpm,176 ppm
12:37,"2,3 km",8 m,4:47/km,107 bpm,176 ppm
12:51,"2,3 km",7 m,4:27/km,110 bpm,176 ppm
13:04,"2,4 km",4 m,4:17/km,112 bpm,176 ppm
13:17,"2,4 km",6 m,4:28/km,109 bpm,176 ppm
13:30,"2,5 km",4 m,4:43/km,108 bpm,176 ppm
13:45,"2,5 km",2 m,4:48/km,110 bpm,178 ppm
13:59,"2,6 km",0 m,4:34/km,118 bpm,178 ppm
14:12,"2,6 km",0 m,4:55/km,117 bpm,180 ppm
14:28,"2,7 km",3 m,5:08/km,117 bpm,174 ppm
14:42,"2,7 km",5 m,4:31/km,123 bpm,176 ppm
14:55,"2,8 km",4 m,4:29/km,118 bpm,176 ppm
15:08,"2,8 km",5 m,4:37/km,115 bpm,176 ppm
