time,distance,elevation,pace,heartrate,cadence
8s,"0,0 km",4 m,4:42/km,84 bpm,152 ppm
17s,"0,0 km",4 m,4:19/km,93 bpm,170 ppm
27s,"0,0 km",4 m,4:29/km,105 bpm,170 ppm
37s,"0,1 km",3 m,4:42/km,116 bpm,172 ppm
48s,"0,1 km",2 m,4:45/km,120 bpm,170 ppm
59s,"0,2 km",3 m,4:35/km,121 bpm,170 ppm
1:09,"0,2 km",4 m,4:17/km,123 bpm,170 ppm
1:18,"0,2 km",5 m,4:17/km,125 bpm,172 ppm
1:27,"0,3 km",6 m,4:58/km,125 bpm,178 ppm
1:42,"0,3 km",5 m,5:19/km,123 bpm,170 ppm
1:52,"0,3 km",4 m,4:48/km,123 bpm,178 ppm
2:02,"0,4 km",4 m,4:52/km,121 bpm,170 ppm
2:13,"0,4 km",2 m,4:47/km,122 bpm,176 ppm
2:24,"0,5 km",3 m,4:51/km,132 bpm,170 ppm
2:35,"0,5 km",4 m,4:42/km,132 bpm,172 ppm
2:45,"0,5 km",4 m,4:45/km,131 bpm,170 ppm
2:57,"0,6 km",5 m,4:48/km,129 bpm,172 ppm
3:07,"0,6 km",6 m,4:38/km,127 bpm,170 ppm
3:17,"0,6 km",7 m,4:35/km,125 bpm,170 ppm
3:28,"0,7 km",10 m,4:58/km,124 bpm,172 ppm
3:40,"0,7 km",12 m,5:28/km,122 bpm,178 ppm
3:52,"0,8 km",15 m,5:34/km,124 bpm,174 ppm
4:05,"0,8 km",18 m,5:26/km,131 bpm,174 ppm
4:17,"0,8 km",21 m,4:53/km,134 bpm,174 ppm
4:28,"0,9 km",23 m,4:29/km,141 bpm,176 ppm
4:37,"0,9 km",23 m,4:00/km,141 bpm,172 ppm
4:46,"0,9 km",22 m,3:46/km,140 bpm,170 ppm
4:54,"1,0 km",20 m,3:37/km,139 bpm,174 ppm
5:02,"1,0 km",19 m,3:42/km,137 bpm,174 ppm
5:11,"1,1 km",17 m,3:48/km,132 bpm,174 ppm
5:19,"1,1 km",14 m,3:46/km,129 bpm,176 ppm
5:28,"1,1 km",12 m,3:35/km,127 bpm,174 ppm
5:36,"1,2 km",10 m,3:34/km,126 bpm,174 ppm
5:44,"1,2 km",9 m,3:40/km,126 bpm,174 ppm
5:52,"1,2 km",8 m,3:49/km,126 bpm,178 ppm
6:01,"1,3 km",8 m,3:59/km,126 bpm,174 ppm
