time,distance,elevation,pace,heartrate,cadence
8s,"0,0 km",4 m,5:06/km,80 bpm,166 ppm
17s,"0,0 km",4 m,4:47/km,93 bpm,172 ppm
29s,"0,0 km",4 m,5:01/km,103 bpm,170 ppm
40s,"0,1 km",3 m,5:01/km,113 bpm,172 ppm
52s,"0,1 km",2 m,5:02/km,122 bpm,172 ppm
1:03,"0,2 km",3 m,5:06/km,120 bpm,174 ppm
1:15,"0,2 km",3 m,4:57/km,121 bpm,174 ppm
1:25,"0,2 km",4 m,4:44/km,123 bpm,172 ppm
1:36,"0,3 km",6 m,4:56/km,124 bpm,174 ppm
1:48,"0,3 km",5 m,5:17/km,124 bpm,170 ppm
2:00,"0,3 km",4 m,5:50/km,123 bpm,172 ppm
2:13,"0,4 km",3 m,5:45/km,119 bpm,174 ppm
2:26,"0,4 km",3 m,5:20/km,120 bpm,172 ppm
2:37,"0,5 km",3 m,4:59/km,118 bpm,172 ppm
2:48,"0,5 km",3 m,4:54/km,119 bpm,172 ppm
2:59,"0,5 km",4 m,5:00/km,120 bpm,172 ppm
3:11,"0,6 km",4 m,5:09/km,120 bpm,174 ppm
3:22,"0,6 km",3 m,5:12/km,117 bpm,174 ppm
3:35,"0,6 km",3 m,5:08/km,118 bpm,174 ppm
3:46,"0,7 km",3 m,4:36/km,122 bpm,174 ppm
3:56,"0,7 km",5 m,4:28/km,121 bpm,174 ppm
4:05,"0,8 km",6 m,4:22/km,122 bpm,174 ppm
4:15,"0,8 km",5 m,4:41/km,120 bpm,174 ppm
4:26,"0,8 km",4 m,4:54/km,121 bpm,174 ppm
4:38,"0,9 km",4 m,5:00/km,121 bpm,174 ppm
4:49,"0,9 km",4 m,5:04/km,124 bpm,174 ppm
5:00,"0,9 km",4 m,4:50/km,126 bpm,176 ppm
5:11,"1,0 km",4 m,4:48/km,127 bpm,174 ppm
5:22,"1,0 km",4 m,4:44/km,126 bpm,174 ppm
5:33,"1,1 km",4 m,4:51/km,128 bpm,174 ppm
5:43,"1,1 km",4 m,4:51/km,127 bpm,174 ppm
5:55,"1,1 km",4 m,4:47/km,121 bpm,174 ppm
6:05,"1,2 km",4 m,4:38/km,121 bpm,174 ppm
6:15,"1,2 km",4 m,4:43/km,121 bpm,172 ppm
6:26,"1,2 km",4 m,4:38/km,122 bpm,172 ppm
6:36,"1,3 km",4 m,4:45/km,124 bpm,172 ppm
6:47,"1,3 km",6 m,4:55/km,125 bpm,172 ppm
6:59,"1,4 km",6 m,4:54/km,124 bpm,172 ppm
7:09,"1,4 km",6 m,4:46/km,123 bpm,172 ppm
7:20,"1,4 km",4 m,4:36/km,123 bpm,176 ppm
7:30,"1,5 km",4 m,4:35/km,124 bpm,176 ppm
7:40,"1,5 km",3 m,4:43/km,124 bpm,174 ppm
7:51,"1,5 km",4 m,4:47/km,131 bpm,174 ppm
8:02,"1,6 km",5 m,4:48/km,131 bpm,174 ppm
8:13,"1,6 km",5 m,4:46/km,130 bpm,174 ppm
8:23,"1,7 km",5 m,4:45/km,129 bpm,170 ppm
8:34,"1,7 km",4 m,4:42/km,126 bpm,172 ppm
8:45,"1,7 km",4 m,4:30/km,123 bpm,172 ppm
8:55,"1,8 km",3 m,4:29/km,124 bpm,172 ppm
9:05,"1,8 km",3 m,4:27/km,125 bpm,172 ppm
9:15,"1,8 km",3 m,4:32/km,126 bpm,172 ppm
9:25,"1,9 km",3 m,4:34/km,125 bpm,172 ppm
9:35,"1,9 km",2 m,4:38/km,125 bpm,172 ppm
9:46,"2,0 km",3 m,4:38/km,126 bpm,174 ppm
9:56,"2,0 km",2 m,4:36/km,127 bpm,174 ppm
10:07,"2,0 km",2 m,4:31/km,128 bpm,174 ppm
10:17,"2,1 km",2 m,4:27/km,130 bpm,174 ppm
10:26,"2,1 km",2 m,4:29/km,133 bpm,174 ppm
10:37,"2,1 km",2 m,4:30/km,130 bpm,174 ppm
10:47,"2,2 km",2 m,4:39/km,127 bpm,176 ppm
10:57,"2,2 km",2 m,4:49/km,127 bpm,178 ppm
11:10,"2,3 km",1 m,4:35/km,128 bpm,174 ppm
11:18,"2,3 km",3 m,4:09/km,132 bpm,174 ppm
11:28,"2,3 km",4 m,4:10/km,134 bpm,174 ppm
11:37,"2,4 km",3 m,4:14/km,136 bpm,176 ppm
11:46,"2,4 km",2 m,4:09/km,138 bpm,174 ppm
