time,distance,elevation,pace,heartrate,cadence
16s,"0,0 km",61 m,7:53/km,75 bpm,172 ppm
23s,"0,0 km",61 m,7:56/km,89 bpm,176 ppm
29s,"0,0 km",61 m,7:31/km,98 bpm,176 ppm
34s,"0,0 km",61 m,7:05/km,102 bpm,174 ppm
41s,"0,0 km",61 m,7:02/km,102 bpm,174 ppm
48s,"0,1 km",61 m,7:03/km,101 bpm,176 ppm
54s,"0,1 km",60 m,7:07/km,100 bpm,176 ppm
1:02,"0,1 km",60 m,7:05/km,101 bpm,176 ppm
1:08,"0,1 km",60 m,7:12/km,101 bpm,178 ppm
1:14,"0,1 km",60 m,7:09/km,,
,,,,,
1:26,"0,1 km",60 m,6:40/km,102 bpm,178 ppm
1:34,"0,2 km",60 m,6:41/km,103 bpm,178 ppm
1:39,"0,2 km",60 m,6:42/km,105 bpm,178 ppm
1:45,"0,2 km",60 m,6:42/km,106 bpm,178 ppm
1:51,"0,2 km",60 m,6:34/km,105 bpm,178 ppm
1:57,"0,2 km",61 m,6:32/km,106 bpm,178 ppm
2:03,"0,2 km",61 m,6:34/km,106 bpm,176 ppm
2:09,"0,2 km",61 m,6:51/km,105 bpm,176 ppm
2:15,"0,3 km",61 m,6:50/km,104 bpm,176 ppm
2:21,"0,3 km",62 m,6:48/km,103 bpm,176 ppm
2:28,"0,3 km",62 m,6:49/km,101 bpm,176 ppm
2:34,"0,3 km",62 m,6:55/km,98 bpm,174 ppm
2:40,"0,3 km",62 m,6:59/km,99 bpm,176 ppm
2:46,"0,3 km",62 m,6:39/km,102 bpm,180 ppm
2:53,"0,4 km",62 m,6:24/km,106 bpm,176 ppm
2:59,"0,4 km",62 m,6:25/km,108 bpm,176 ppm
3:05,"0,4 km",62 m,6:22/km,111 bpm,176 ppm
3:10,"0,4 km",62 m,6:11/km,111 bpm,176 ppm
3:15,"0,4 km",62 m,6:03/km,110 bpm,176 ppm
3:21,"0,4 km",62 m,6:01/km,108 bpm,174 ppm
3:27,"0,4 km",62 m,6:02/km,110 bpm,176 ppm
3:33,"0,5 km",63 m,6:01/km,111 bpm,176 ppm
3:38,"0,5 km",63 m,5:57/km,109 bpm,174 ppm
3:43,"0,5 km",64 m,5:57/km,109 bpm,176 ppm
3:49,"0,5 km",65 m,6:00/km,109 bpm,176 ppm
3:54,"0,5 km",66 m,6:12/km,109 bpm,176 ppm
3:59,"0,5 km",68 m,6:06/km,108 bpm,176 ppm
4:05,"0,6 km",69 m,6:00/km,107 bpm,176 ppm
4:12,"0,6 km",69 m,5:54/km,109 bpm,176 ppm
4:17,"0,6 km",69 m,6:03/km,110 bpm,176 ppm
4:22,"0,6 km",68 m,6:13/km,110 bpm,176 ppm
4:27,"0,6 km",67 m,5:57/km,110 bpm,178 ppm
4:32,"0,6 km",66 m,6:02/km,111 bpm,178 ppm
4:39,"0,6 km",64 m,6:11/km,110 bpm,174 ppm
4:44,"0,7 km",63 m,6:13/km,109 bpm,170 ppm
4:51,"0,7 km",63 m,6:19/km,109 bpm,174 ppm
4:56,"0,7 km",63 m,6:05/km,108 bpm,180 ppm
5:01,"0,7 km",63 m,6:05/km,109 bpm,170 ppm
5:06,"0,7 km",63 m,5:59/km,108 bpm,172 ppm
5:12,"0,7 km",63 m,5:52/km,104 bpm,176 ppm
5:18,"0,8 km",63 m,6:02/km,104 bpm,176 ppm
5:23,"0,8 km",62 m,6:11/km,104 bpm,176 ppm
5:29,"0,8 km",62 m,6:09/km,103 bpm,174 ppm
5:34,"0,8 km",62 m,6:05/km,104 bpm,176 ppm
5:40,"0,8 km",62 m,6:02/km,104 bpm,176 ppm
5:46,"0,8 km",62 m,6:11/km,105 bpm,176 ppm
5:51,"0,8 km",62 m,6:02/km,105 bpm,174 ppm
5:57,"0,9 km",62 m,5:46/km,106 bpm,174 ppm
6:02,"0,9 km",61 m,5:50/km,107 bpm,176 ppm
6:08,"0,9 km",61 m,5:51/km,107 bpm,176 ppm
6:12,"0,9 km",61 m,5:44/km,106 bpm,176 ppm
6:17,"0,9 km",61 m,5:35/km,105 bpm,176 ppm
6:24,"0,9 km",61 m,5:20/km,106 bpm,176 ppm
6:28,"0,9 km",61 m,5:28/km,106 bpm,176 ppm
6:33,"1,0 km",61 m,5:58/km,106 bpm,180 ppm
6:37,"1,0 km",61 m,5:46/km,106 bpm,178 ppm
6:42,"1,0 km",61 m,5:35/km,106 bpm,178 ppm
6:50,"1,0 km",61 m,5:39/km,104 bpm,176 ppm
6:55,"1,0 km",61 m,5:40/km,105 bpm,176 ppm
6:59,"1,0 km",61 m,5:43/km,108 bpm,176 ppm
7:04,"1,1 km",61 m,5:37/km,112 bpm,178 ppm
