"","time","distance","elevation","pace","heartrate","cadence"
"1","13s",0,6,342,98,184
"2","21s",0,6,334,111,180
"3","26s",0,6,321,118,186
"4","34s",0.1,7,335,123,184
"5","39s",0.1,7,336,129,184
"6","44s",0.1,7,333,139,184
"7","52s",0.1,8,339,139,180
"8","57s",0.1,8,341,138,180
"9","1:04",0.1,9,327,126,184
"10","1:11",0.2,9,329,134,182
"11","1:18",0.2,10,329,135,180
"12","1:25",0.2,10,334,137,180
"13","1:31",0.2,10,334,136,184
"14","1:39",0.2,10,337,138,180
"15","1:46",0.3,11,347,137,182
"16","1:56",0.3,11,318,140,180
"17","1:56",0.3,11,318,140,180
"18","2:04",0.3,11,360,137,180
"19","2:12",0.3,12,317,139,184
"20","2:19",0.4,12,368,139,180
"21","2:26",0.4,12,365,142,182
"22","2:34",0.4,12,346,143,182
"23","2:46",0.4,12,317,139,184
"24","2:52",0.5,12,257,139,180
"25","2:52",0.5,12,257,139,180
"26","2:58",0.5,12,283,138,182
"27","3:04",0.5,12,269,139,182
"28","3:07",0.5,11,276,142,182
"29","3:13",0.5,11,282,142,182
"30","3:19",0.5,11,289,141,180
"31","3:25",0.6,10,253,140,184
"32","3:30",0.6,10,308,143,182
"33","3:37",0.6,10,327,145,182
"34","3:44",0.6,12,343,145,182
"35","3:52",0.7,13,345,143,182
"36","4:00",0.7,14,336,143,178
"37","4:07",0.7,15,335,143,184
"38","4:13",0.7,18,326,142,182
"39","4:20",0.7,19,317,143,186
"40","4:27",0.8,17,311,143,180
"41","4:34",0.8,16,308,143,182
"42","4:34",0.8,16,308,143,182
"43","4:39",0.8,16,337,170,186
"44","4:46",0.8,18,430,156,0
"45","5:01",0.8,18,464,150,180
"46","5:09",0.9,18,377,147,184
"47","5:19",0.9,17,317,146,184
"48","5:26",0.9,18,313,145,184
"49","5:31",0.9,17,301,146,180
"50","5:35",0.9,18,283,148,188
"51","5:38",1,18,286,148,184
"52","5:46",1,20,313,149,182
"53","5:53",1,22,316,151,182
"54","6:00",1,26,319,153,176
"55","6:05",1,27,316,150,176
"56","6:14",1.1,30,377,149,176
"57","6:22",1.1,33,401,150,178
"58","6:31",1.1,33,408,152,174
"59","6:38",1.1,34,375,148,176
"60","6:47",1.1,34,430,150,176
"61","6:56",1.2,34,378,150,176
"62","7:05",1.2,35,379,149,180
"63","7:14",1.2,35,426,150,176
"64","7:21",1.2,35,426,151,182
"65","7:31",1.2,39,430,151,176
"66","7:40",1.3,43,456,150,180
"67","7:50",1.3,48,487,150,182
"68","7:55",1.3,50,480,153,182
"69","8:03",1.3,53,433,156,182
"70","8:18",1.3,58,437,156,176
"71","8:27",1.4,58,372,156,182
"72","8:35",1.4,59,393,156,180
