"","time","distance","elevation","pace","heartrate","cadence"
"1","20s",0,6,316,98,186
"2","30s",0,6,329,122,180
"3","41s",0.1,6,322,133,182
"4","52s",0.1,5,318,132,180
"5","1:05",0.1,5,315,131,182
"6","1:14",0.2,5,324,136,188
"7","1:27",0.2,5,323,133,182
"8","1:34",0.2,4,324,135,188
"9","1:48",0.3,4,326,134,182
"10","1:55",0.3,4,324,133,182
"11","2:09",0.3,4,318,133,180
"12","2:16",0.4,4,312,135,182
"13","2:23",0.4,4,314,136,184
"14","2:37",0.4,3,315,134,180
"15","2:44",0.5,3,317,135,182
"16","2:58",0.5,3,313,135,182
"17","3:05",0.5,3,312,135,186
"18","3:17",0.6,3,310,140,182
"19","3:24",0.6,3,314,138,184
"20","3:35",0.6,2,319,134,182
"21","3:49",0.7,2,319,134,178
"22","3:56",0.7,2,320,135,182
"23","4:10",0.7,2,313,135,186
"24","4:20",0.8,2,315,135,182
"25","4:27",0.8,2,317,136,182
"26","4:41",0.8,3,321,136,182
"27","4:48",0.8,4,319,137,184
"28","5:02",0.9,4,336,136,188
"29","5:09",0.9,3,330,137,184
"30","5:23",1,2,320,135,186
"31","5:30",1,2,320,136,186
"32","5:43",1,3,308,133,186
"33","5:50",1,2,307,134,188
"34","5:57",1.1,2,309,135,184
"35","6:11",1.1,2,316,134,184
"36","6:18",1.1,2,313,134,180
"37","6:31",1.2,2,326,135,188
"38","6:38",1.2,3,325,134,184
"39","6:50",1.2,3,327,137,184
"40","7:04",1.3,4,316,139,174
"41","7:11",1.3,5,311,139,188
"42","7:22",1.3,10,318,138,182
"43","7:31",1.4,15,313,138,188
"44","7:44",1.4,17,312,140,188
"45","7:50",1.4,17,307,141,188
"46","8:04",1.5,17,307,138,188
"47","8:11",1.5,16,312,139,188
"48","8:24",1.5,16,313,143,188
"49","8:29",1.5,16,311,146,186
"50","8:39",1.6,16,305,141,188
"51","8:49",1.6,17,300,138,188
"52","8:58",1.6,17,259,137,186
"53","9:11",1.7,18,304,139,186
"54","9:18",1.7,18,307,148,182
"55","9:27",1.7,19,309,137,186
"56","9:41",1.8,18,309,137,182
"57","9:48",1.8,18,308,138,184
"58","10:02",1.8,19,311,141,184
"59","10:09",1.9,19,308,142,184
"60","10:22",1.9,19,301,142,188
"61","10:28",1.9,20,305,143,184
"62","10:41",2,20,318,143,184
"63","10:48",2,20,319,144,184
"64","11:02",2,20,311,145,188
"65","11:09",2.1,19,258,144,184
"66","11:21",2.1,19,253,142,182
"67","11:27",2.1,19,255,142,184
"68","11:41",2.2,18,315,143,184
"69","11:48",2.2,18,321,144,184
"70","12:02",2.2,18,317,144,184
"71","12:08",2.3,18,310,144,188
"72","12:21",2.3,18,304,141,188
"73","12:32",2.3,18,305,139,188
