"","time","distance","elevation","pace","heartrate","cadence"
"1","15s",0,8,229,128,194
"2","24s",0.1,8,196,144,188
"3","29s",0.1,7,198,149,188
"4","39s",0.1,8,258,149,188
"5","52s",0.2,7,264,158,188
"6","59s",0.2,7,268,153,186
"7","1:11",0.2,7,268,153,188
"8","1:17",0.3,7,264,153,186
"9","1:29",0.3,7,257,155,190
"10","1:34",0.3,7,252,153,188
"11","1:44",0.4,8,246,153,188
"12","1:55",0.4,7,259,151,188
"13","2:01",0.4,7,259,153,182
"14","2:11",0.5,6,263,156,188
"15","2:23",0.5,5,256,153,186
"16","2:29",0.5,5,255,153,188
"17","2:38",0.6,5,247,156,188
"18","2:48",0.6,6,243,155,188
"19","2:59",0.7,5,245,154,182
"20","3:05",0.7,5,246,153,184
"21","3:15",0.7,6,246,153,188
"22","3:21",0.8,5,243,153,182
"23","3:31",0.8,4,245,155,186
"24","3:42",0.8,4,250,154,186
"25","3:48",0.9,3,251,154,182
"26","3:59",0.9,5,253,154,184
"27","4:05",0.9,6,253,164,188
"28","4:15",1,4,268,173,182
"29","4:26",1,3,301,172,184
"30","4:38",1.1,2,310,165,166
"31","4:46",1.1,2,360,165,172
"32","5:02",1.1,2,343,162,174
"33","5:11",1.1,2,281,163,170
"34","5:20",1.2,2,223,166,182
"35","5:30",1.2,1,217,163,190
"36","5:35",1.3,1,221,160,188
"37","5:45",1.3,1,225,163,190
"38","5:55",1.3,1,226,162,190
"39","6:00",1.4,1,226,162,190
"40","6:10",1.4,2,196,162,190
"41","6:21",1.5,1,244,165,190
"42","6:26",1.5,1,248,166,184
"43","6:36",1.5,1,246,163,188
"44","6:47",1.6,1,250,163,188
"45","6:53",1.6,1,248,162,188
"46","7:04",1.6,1,244,162,188
"47","7:09",1.6,1,243,164,188
"48","7:20",1.7,2,241,162,188
"49","7:25",1.7,2,245,161,188
"50","7:36",1.8,2,247,162,188
"51","7:46",1.8,2,245,162,182
"52","7:56",1.8,2,243,162,188
"53","8:05",1.9,2,242,164,186
"54","8:10",1.9,2,243,164,186
"55","8:20",1.9,2,241,163,188
"56","8:30",2,2,243,163,188
"57","8:35",2,2,243,166,184
"58","8:46",2,3,240,163,186
"59","8:56",2.1,3,197,164,188
"60","9:01",2.1,3,197,165,188
"61","9:11",2.1,3,244,163,188
"62","9:19",2.2,3,277,168,188
"63","9:31",2.2,3,366,179,166
"64","9:46",2.3,4,385,173,170
"65","10:01",2.3,4,338,172,180
"66","10:11",2.3,4,277,169,180
"67","10:22",2.4,4,246,170,188
"68","10:27",2.4,4,242,169,186
"69","10:37",2.4,4,198,167,184
"70","10:47",2.5,4,242,166,186
"71","10:52",2.5,4,240,166,184
"72","11:02",2.5,4,196,166,188
"73","11:12",2.6,4,191,166,188
"74","11:17",2.6,4,190,166,184
"75","11:27",2.6,4,193,166,186
"76","11:37",2.7,4,199,165,184
"77","11:42",2.7,4,245,166,186
"78","11:53",2.8,5,247,169,188
"79","12:03",2.8,5,243,166,188
"80","12:08",2.8,5,240,166,188
"81","12:18",2.9,6,243,167,188
"82","12:29",2.9,6,243,165,188
"83","12:34",2.9,6,245,165,184
"84","12:44",3,6,242,168,186
"85","12:52",3,7,249,171,188
"86","13:02",3,7,255,167,188
"87","13:14",3.1,8,257,167,192
"88","13:19",3.1,8,255,166,190
"89","13:30",3.1,6,245,166,190
"90","13:40",3.2,4,241,169,188
"91","13:45",3.2,3,198,169,184
"92","13:55",3.3,3,196,169,182
"93","14:06",3.3,2,194,170,188
"94","14:09",3.3,2,198,166,188
"95","14:22",3.4,2,280,157,188
"96","14:29",3.4,2,313,160,176
"97","14:43",3.4,2,339,161,182
"98","14:57",3.5,2,333,163,174
"99","15:07",3.5,2,340,165,176
"100","15:17",3.5,3,290,169,184
"101","15:28",3.6,5,255,170,190
"102","15:34",3.6,6,250,168,192
"103","15:44",3.6,7,242,166,192
"104","15:54",3.7,7,247,165,188
"105","16:05",3.7,7,249,168,188
"106","16:10",3.7,7,252,169,190
"107","16:20",3.8,6,253,165,192
"108","16:32",3.8,6,263,164,190
"109","16:38",3.8,6,265,165,190
"110","16:50",3.9,6,262,164,190
"111","16:56",3.9,6,260,164,190
"112","17:08",4,5,256,165,190
"113","17:14",4,5,252,164,192
"114","17:24",4,4,261,167,192
"115","17:36",4.1,4,262,165,190
"116","17:42",4.1,4,269,165,192
"117","17:54",4.1,4,260,164,190
"118","18:00",4.2,4,261,164,192
"119","18:12",4.2,4,265,163,190
"120","18:24",4.3,4,275,161,190
"121","18:30",4.3,4,278,163,190
"122","18:42",4.3,4,281,162,188
"123","18:48",4.3,4,283,163,188
"124","19:00",4.4,4,282,164,190
"125","19:12",4.4,4,279,164,192
"126","19:24",4.5,4,275,164,190
"127","19:30",4.5,4,275,172,190
"128","19:39",4.5,3,273,194,186
"129","19:49",4.6,3,319,184,188
"130","20:10",4.6,3,399,176,172
"131","20:18",4.6,3,387,179,172
"132","20:33",4.7,2,389,177,176
"133","20:44",4.7,2,302,171,162
"134","20:52",4.7,3,199,174,192
"135","21:00",4.8,3,227,171,192
"136","21:08",4.8,3,191,176,194
"137","21:20",4.9,3,199,193,192
"138","21:30",4.9,4,199,193,192
"139","21:35",4.9,4,240,194,190
"140","21:45",5,4,245,193,186
"141","21:55",5,4,249,194,192
"142","22:01",5,4,249,195,192
"143","22:10",5.1,4,250,193,190
"144","22:19",5.1,4,254,191,190
"145","22:27",5.1,4,255,188,188
"146","22:39",5.2,4,255,191,190
"147","22:45",5.2,4,252,191,190
"148","22:56",5.2,4,254,187,188
"149","23:07",5.3,4,252,193,190
"150","23:13",5.3,4,256,195,190
"151","23:23",5.3,5,253,195,192
"152","23:35",5.4,5,253,195,190
"153","23:41",5.4,5,252,192,190
"154","23:53",5.5,6,254,190,188
"155","23:58",5.5,6,254,191,190
"156","24:10",5.5,6,255,192,192
"157","24:16",5.6,6,255,192,192
"158","24:26",5.6,7,249,191,188
"159","24:37",5.6,7,265,191,188
"160","24:43",5.7,7,269,189,188
"161","24:56",5.7,8,277,195,192
"162","25:02",5.7,7,251,194,196
"163","25:13",5.8,6,344,189,176
"164","25:29",5.8,4,397,191,172
"165","25:43",5.8,4,378,191,178
"166","26:00",5.9,3,270,192,182
"167","26:05",5.9,2,248,191,190
"168","26:16",6,2,197,190,190
"169","26:21",6,2,244,190,192
"170","26:33",6,2,243,194,190
"171","26:38",6,2,244,192,190
"172","26:49",6.1,1,252,193,192
"173","27:01",6.1,2,267,193,188
"174","27:07",6.2,3,269,193,190
"175","27:19",6.2,4,269,193,188
"176","27:30",6.2,2,265,189,188
"177","27:36",6.3,2,272,191,190
"178","27:49",6.3,2,283,191,190
"179","27:56",6.3,2,289,190,188
"180","28:06",6.4,2,282,188,180
"181","28:18",6.4,3,265,193,196
"182","28:23",6.4,3,260,195,196
"183","28:34",6.5,3,259,190,190
"184","28:46",6.5,3,262,191,190
"185","28:52",6.5,2,261,191,192
"186","29:04",6.6,2,256,193,188
"187","29:09",6.6,3,257,193,190
"188","29:21",6.7,3,245,193,190
"189","29:31",6.7,3,243,194,188
"190","29:36",6.7,3,245,195,190
"191","29:48",6.8,3,262,191,188
"192","29:54",6.8,4,264,192,190
"193","30:06",6.8,4,257,190,186
"194","30:16",6.9,4,263,188,188
"195","30:21",6.9,5,266,191,188
"196","30:31",6.9,5,308,190,176
"197","30:48",7,5,368,192,172
"198","31:02",7,5,376,194,172
"199","31:12",7,5,346,193,178
"200","31:27",7.1,5,265,191,188
"201","31:32",7.1,5,262,193,188
"202","31:42",7.2,4,246,193,190
"203","31:52",7.2,4,251,191,186
"204","31:58",7.2,4,255,191,188
"205","32:10",7.3,3,269,190,182
"206","32:19",7.3,3,263,189,188
"207","32:29",7.3,3,257,192,186
"208","32:41",7.4,4,256,192,188
"209","32:47",7.4,4,260,189,186
"210","32:57",7.4,4,265,193,190
"211","33:03",7.5,4,270,192,186
"212","33:13",7.5,4,272,191,188
"213","33:25",7.5,5,273,193,190
"214","33:37",7.6,5,269,192,186
"215","33:43",7.6,5,268,192,188
"216","33:55",7.7,5,272,194,190
"217","34:01",7.7,6,272,193,190
"219","34:23",7.8,6,254,189,190
"220","34:29",7.8,6,252,190,192
"221","34:41",7.8,6,254,189,190
"222","34:50",7.9,7,252,192,192
"223","34:56",7.9,7,251,193,190
"224","35:07",7.9,7,254,192,190
"225","35:19",8,7,249,193,192
"226","35:24",8,7,250,194,192
"227","35:35",8,7,251,194,192
"228","35:46",8.1,7,253,190,190
"229","35:54",8.1,7,334,189,190
"230","36:08",8.2,7,363,191,180
"231","36:16",8.2,6,368,190,172
"232","36:35",8.2,7,310,194,180
"233","36:43",8.3,7,282,194,184
"234","36:53",8.3,7,272,193,192
"235","37:00",8.3,6,264,195,192
"236","37:14",8.4,7,258,191,186
"237","37:20",8.4,7,256,193,192
"238","37:32",8.4,6,249,192,190
"239","37:38",8.5,6,248,191,190
"240","37:48",8.5,7,243,191,190
"241","37:54",8.5,7,240,190,192
"242","38:04",8.6,7,267,190,192
"243","38:17",8.6,7,276,189,190
"244","38:24",8.6,7,278,190,190
"245","38:32",8.7,8,254,192,190
"246","38:41",8.7,8,248,189,190
"247","38:51",8.8,7,255,187,192
"248","39:03",8.8,7,266,186,192
"249","39:09",8.8,7,267,189,188
"250","39:21",8.9,8,264,191,190
"251","39:31",8.9,8,272,186,190
"252","39:37",8.9,8,277,187,186
"253","39:47",9,8,279,191,188
"254","39:59",9,8,277,189,188
"255","40:08",9,8,267,192,190
"256","40:20",9.1,8,260,193,188
"257","40:25",9.1,7,259,192,190
"258","40:36",9.1,7,255,190,190
"259","40:48",9.2,7,262,188,190
"260","40:54",9.2,7,266,188,188
"261","41:03",9.2,6,286,188,190
"262","41:12",9.3,7,331,187,186
"263","41:28",9.3,7,349,187,174
"264","41:43",9.4,7,348,188,180
"265","41:56",9.4,7,329,189,184
"266","42:02",9.4,7,329,188,184
