"","time","distance","elevation","pace","heartrate","cadence"
"1",10,0,6,305,112,176
"2",15,0,5,305,113,174
"3",20,0,5,287,114,174
"4",26,0,4,255,114,176
"5",32,0.1,3,255,121,174
"6",37,0.1,3,301,125,174
"7",43,0.1,3,251,124,176
"8",48,0.1,4,289,126,178
"9",54,0.1,4,251,125,178
"10",59,0.1,4,289,125,174
"11",64,0.2,4,289,125,176
"12",70,0.2,5,289,125,178
"13",75,0.2,5,253,126,178
"14",81,0.2,5,258,123,174
"15",86,0.2,5,302,122,178
"16",92,0.3,5,308,123,178
"17",98,0.3,5,314,123,174
"18",104,0.3,5,309,124,176
"19",70,0.3,6,300,126,178
"20",76,0.3,6,251,128,178
"21",121,0.4,6,289,128,178
"22",126,0.4,5,290,126,174
"23",131,0.4,5,283,116,178
"24",137,0.4,4,252,110,174
"25",143,0.4,3,253,112,174
"26",148,0.5,3,254,112,176
"27",154,0.5,3,288,112,174
"28",159,0.5,4,281,113,178
"29",164,0.5,4,277,113,178
"30",170,0.5,4,273,115,174
"31",134,0.5,4,274,116,178
"32",139,0.6,5,273,117,174
"33",185,0.6,5,276,119,178
"34",190,0.6,5,281,118,174
"35",195,0.6,5,283,117,174
"36",201,0.6,5,285,117,174
"37",206,0.7,5,256,117,174
"38",211,0.7,5,259,117,174
"39",217,0.7,6,290,117,178
"40",224,0.7,6,281,116,174
"41",228,0.7,6,276,115,174
"42",193,0.8,5,269,115,174
"43",198,0.8,5,259,116,176
"44",242,0.8,4,260,116,174
"45",248,0.8,3,265,112,174
"46",253,0.8,3,272,113,174
"47",258,0.8,3,274,109,174
"48",263,0.9,4,267,103,176
"49",268,0.9,4,266,102,178
"50",273,0.9,4,267,102,174
"51",278,0.9,4,259,102,174
"52",283,0.9,5,256,103,174
"53",287,1,5,256,103,178
"54",252,1,5,261,105,174
"55",257,1,5,266,107,176
"56",302,1,5,276,106,176
"57",307,1,5,282,104,174
"58",313,1.1,5,287,103,174
"59",319,1.1,6,289,103,178
"60",324,1.1,6,287,103,176
"61",329,1.1,6,283,103,174
"62",335,1.1,6,276,103,176
"63",340,1.1,5,273,104,176
"64",345,1.2,4,272,105,172
"65",310,1.2,4,268,105,172
"66",315,1.2,3,274,106,172
"67",360,1.2,3,272,106,172
"68",365,1.2,4,270,106,172
"69",370,1.3,4,270,106,172
"70",376,1.3,4,274,106,174
"71",380,1.3,4,273,106,174
"72",386,1.3,5,273,107,174
"73",391,1.3,5,274,106,178
"74",396,1.4,5,283,106,176
"75",401,1.4,5,287,107,178
"76",407,1.4,5,287,107,174
"77",372,1.4,5,254,106,174
"78",378,1.4,5,259,104,174
"79",423,1.4,6,254,103,176
"80",429,1.5,6,286,103,174
"81",435,1.5,6,286,102,174
"82",440,1.5,5,278,101,176
"83",445,1.5,5,270,101,174
"84",450,1.5,4,272,101,172
"85",455,1.6,3,274,102,172
"86",460,1.6,3,275,102,172
"87",465,1.6,3,278,103,172
"88",431,1.6,4,280,107,172
"89",436,1.6,4,277,112,176
"90",482,1.7,4,274,114,170
"91",486,1.7,4,274,113,172
"92",491,1.7,5,269,113,172
"93",496,1.7,5,262,113,172
"94",501,1.7,5,268,112,172
"95",506,1.7,5,269,109,172
"96",511,1.8,5,267,108,172
"97",517,1.8,5,278,106,170
"98",522,1.8,6,283,107,170
"99",527,1.8,7,278,108,178
"100",493,1.8,6,272,108,170
"101",498,1.9,6,269,108,172
"102",542,1.9,6,264,108,172
"103",547,1.9,5,252,109,172
"104",552,1.9,4,256,109,172
"105",557,1.9,4,258,110,172
"106",562,2,3,261,111,172
"107",567,2,3,272,111,172
"108",572,2,4,275,112,172
"109",577,2,4,270,112,172
"110",583,2,4,264,111,174
"111",587,2,4,263,111,174
"112",552,2.1,5,258,107,174
"113",556,2.1,5,253,106,178
"114",601,2.1,5,257,106,174
"115",606,2.1,5,262,104,174
"116",611,2.1,5,269,104,172
"117",616,2.2,5,271,105,174
"118",621,2.2,5,278,106,174
"119",627,2.2,6,273,111,172
"120",632,2.2,6,269,112,174
"121",637,2.2,6,264,112,172
"122",642,2.3,6,257,111,172
"123",647,2.3,5,253,108,172
"124",611,2.3,4,253,105,172
"125",616,2.3,4,254,104,170
"126",661,2.3,3,259,104,170
"127",666,2.3,3,267,102,170
"128",671,2.4,4,270,100,170
"129",676,2.4,4,264,101,172
"130",681,2.4,4,262,102,178
"131",686,2.4,4,262,103,174
"132",691,2.4,4,253,103,174
"133",695,2.5,5,251,105,174
"134",700,2.5,5,256,107,174
"135",705,2.5,4,260,107,174
"136",670,2.5,4,258,105,170
"137",675,2.5,4,260,103,172
"138",720,2.6,5,269,104,176
"139",725,2.6,6,269,103,178
"140",730,2.6,6,267,101,174
"141",735,2.6,6,267,101,172
"142",740,2.6,5,265,101,172
"143",745,2.6,5,257,100,172
"144",750,2.7,4,251,100,172
"145",754,2.7,3,254,100,172
"146",759,2.7,3,256,101,172
"147",764,2.7,2,260,102,172
"148",769,2.7,3,265,101,172
"149",734,2.8,3,267,102,174
"150",739,2.8,3,266,102,178
"151",784,2.8,3,267,104,174
"152",789,2.8,4,267,104,174
"153",794,2.8,4,260,104,174
"154",799,2.9,4,259,102,174
"155",804,2.9,4,263,103,174
