"","time","distance","elevation","pace","heartrate","cadence"
"1",26,0,4,263,116,172
"2",43,0.1,2,263,128,172
"3",59,0.2,3,263,131,174
"4",75,0.2,5,263,133,174
"5",92,0.3,5,280,134,178
"6",76,0.4,5,343,129,180
"7",134,0.4,2,287,133,174
"8",151,0.5,4,273,136,170
"9",168,0.5,5,283,138,172
"10",186,0.6,6,252,134,172
"11",204,0.7,9,327,130,172
"12",225,0.7,13,328,132,178
"13",244,0.8,18,316,139,182
"14",263,0.8,23,315,147,180
"15",283,0.9,24,306,149,174
"16",301,1,25,275,151,178
"17",318,1,27,278,147,178
"18",335,1.1,31,275,147,176
"19",311,1.2,36,271,148,174
"20",368,1.2,39,269,147,174
"21",384,1.3,40,262,142,174
"22",400,1.3,40,267,140,172
"23",377,1.4,39,266,139,172
"24",433,1.5,39,253,138,178
"25",449,1.5,39,259,137,178
"26",465,1.6,39,254,140,172
"27",480,1.7,40,198,143,174
"28",495,1.7,39,199,141,174
"29",510,1.8,39,254,138,178
"30",526,1.8,39,273,140,178
"31",543,1.9,39,244,143,174
"32",557,2,36,243,143,172
"33",573,2,33,243,140,174
"34",587,2.1,27,279,138,182
"35",607,2.2,21,302,138,178
"36",624,2.2,12,315,139,190
"37",644,2.3,10,256,130,174
"38",619,2.3,10,256,135,178
"39",680,2.4,5,310,139,174
"40",697,2.5,5,289,141,174
"41",674,2.5,4,252,139,174
"42",728,2.6,4,226,143,174
"43",742,2.6,4,240,144,174
"44",758,2.7,4,248,141,174
"45",733,2.8,4,248,144,174
"46",789,2.8,5,249,143,174
"47",804,2.9,6,253,144,174
"48",820,3,8,245,142,174
"49",795,3,7,198,143,178
"50",850,3.1,6,240,142,178
"51",864,3.1,6,240,141,178
"52",879,3.2,5,191,138,178
"53",853,3.3,5,199,142,174
"54",909,3.3,4,249,141,174
"55",924,3.4,4,241,137,178
"56",938,3.4,4,197,136,180
"57",913,3.5,4,240,135,174
"58",968,3.6,4,242,139,174
"59",983,3.6,4,198,142,178
"60",998,3.7,4,199,143,176
"61",972,3.8,4,240,145,174
"62",1027,3.8,4,241,146,174
"63",1042,3.9,4,242,145,174
"64",1057,3.9,4,242,143,178
"65",1032,4,4,241,144,174
"66",1087,4.1,4,241,144,178
"67",1102,4.1,4,247,144,174
"68",1117,4.2,3,263,143,174
"69",1095,4.3,4,258,141,178
"70",1149,4.3,4,224,144,174
"71",1163,4.4,3,250,145,178
"72",1179,4.4,3,196,145,178
"73",1153,4.5,2,196,145,174
"74",1208,4.6,3,259,143,176
"75",1225,4.6,4,267,143,174
"76",1241,4.7,3,249,142,174
"77",1215,4.7,3,195,142,178
"78",1270,4.8,2,193,142,174
"79",1285,4.9,2,261,143,178
"80",1302,4.9,2,245,145,174
"81",1276,5,2,196,146,176
"82",1330,5.1,2,196,147,178
"83",1345,5.1,3,243,147,174
"84",1360,5.2,5,198,147,174
"85",1335,5.2,6,246,147,174
"86",1391,5.3,8,250,145,178
"87",1405,5.4,9,190,144,174
"88",1420,5.4,11,222,145,174
"89",1393,5.5,13,221,146,174
"90",1447,5.6,15,241,147,174
"91",1463,5.6,18,256,149,178
"92",1479,5.7,23,282,152,180
"93",1459,5.7,28,326,156,182
"94",1518,5.8,24,210,161,178
"95",1528,5.9,16,185,166,180
"96",1547,5.9,9,252,161,178
"97",1562,6,6,217,151,178
"98",1575,6,3,213,156,182
"99",1588,6.1,1,222,158,174
"100",1603,6.2,1,196,152,174
"101",1577,6.2,2,218,145,178
"102",1630,6.3,1,229,146,180
"103",1646,6.4,2,196,146,174
"104",1660,6.4,3,196,147,174
"105",1635,6.5,3,193,148,178
"106",1689,6.5,3,196,149,178
"107",1704,6.6,2,190,149,174
"108",1717,6.7,2,222,149,178
"109",1691,6.7,2,229,146,174
"110",1746,6.8,1,197,144,174
"111",1760,6.9,1,194,145,176
"112",1774,6.9,2,190,147,174
"113",1789,7,2,245,146,174
"114",1805,7,2,258,148,174
"115",1822,7.1,2,269,150,174
"116",1837,7.2,2,241,151,174
"117",1812,7.2,2,191,150,178
"118",1866,7.3,2,243,151,174
"119",1882,7.3,3,243,150,174
"120",1896,7.4,5,197,146,174
"121",1871,7.5,6,242,149,178
"122",1926,7.5,8,248,150,178
"123",1941,7.6,10,195,148,178
"124",1956,7.7,11,191,155,174
"125",1970,7.7,13,198,148,174
"126",1985,7.8,15,243,145,178
"127",2001,7.8,19,261,146,174
"128",2017,7.9,24,320,149,182
"129",2040,8,27,338,150,174
"130",2057,8,23,205,155,182
"131",2068,8.1,15,205,156,174
"132",2083,8.2,9,209,158,178
"133",2055,8.2,6,201,151,176
"134",2108,8.3,3,219,152,186
"135",2122,8.3,1,193,159,174
"136",2137,8.4,1,240,156,178
"137",2111,8.5,2,226,150,178
"138",2165,8.5,2,191,149,174
"139",2180,8.6,2,192,148,174
"140",2194,8.6,3,195,145,176
"141",2209,8.7,3,229,153,178
"142",2223,8.8,2,250,148,178
"143",2239,8.8,2,195,148,174
"144",2253,8.9,2,190,147,174
"145",2267,9,2,190,149,176
"146",2282,9,1,196,154,174
"147",2296,9.1,1,197,156,172
"148",2311,9.1,2,248,160,178
"149",2327,9.2,2,247,160,176
"150",2341,9.3,2,243,161,174
"151",2357,9.3,2,247,159,176
"152",2372,9.4,2,191,148,174
"153",2386,9.5,2,194,149,174
"154",2400,9.5,2,245,148,174
"155",2416,9.6,4,196,148,176
"156",2430,9.6,5,228,147,174
"157",2444,9.7,6,245,148,178
"158",2460,9.8,8,251,151,178
"159",2475,9.8,10,194,147,178
"160",2489,9.9,12,229,146,178
"161",2503,9.9,14,192,146,174
"162",2478,10,16,195,146,176
"163",2533,10.1,20,257,147,174
"164",2551,10.1,26,377,149,182
"165",2580,10.2,26,306,154,174
"166",2595,10.3,20,215,155,174
"167",2612,10.3,13,263,157,182
"168",2627,10.4,7,219,157,174
"169",2641,10.4,5,248,143,168
"170",2656,10.5,1,223,145,178
"171",2670,10.6,1,221,145,174
"172",2684,10.6,1,224,143,174
"173",2657,10.7,1,218,142,178
"174",2711,10.7,2,229,144,176
"175",2726,10.8,2,194,146,174
"176",2740,10.9,3,240,148,178
"177",2715,10.9,3,197,146,174
"178",2770,11,2,199,147,174
"179",2784,11.1,2,217,148,176
"180",2798,11.1,2,193,149,174
"181",2773,11.2,1,244,148,176
"182",2828,11.2,1,242,151,178
"183",2843,11.3,1,244,148,174
"184",2858,11.4,2,245,145,174
"185",2833,11.4,2,240,146,174
"186",2888,11.5,2,254,146,178
"187",2904,11.6,3,197,147,178
"188",2918,11.6,3,226,148,174
"189",2892,11.7,3,229,148,174
"190",2946,11.7,3,225,148,174
"191",2960,11.8,2,241,146,180
"192",2976,11.9,3,197,146,178
"193",2950,11.9,3,194,147,174
"194",3005,12,4,193,149,174
"195",3019,12.1,4,190,149,178
"196",3034,12.1,4,197,151,180
"197",3048,12.2,4,198,152,174
"198",3063,12.2,4,246,147,174
"199",3078,12.3,4,194,149,176
"200",3092,12.4,4,194,148,178
"201",3107,12.4,4,190,147,186
"202",3121,12.5,4,198,146,176
"203",3136,12.5,4,245,147,174
"204",3151,12.6,4,193,146,176
"205",3165,12.7,4,217,145,178
"206",3138,12.7,4,190,145,180
"207",3193,12.8,4,240,145,174
"208",3208,12.9,4,242,147,174
"209",3223,12.9,4,241,146,176
"210",3198,13,4,194,145,174
"211",3252,13,5,195,144,174
"212",3267,13.1,5,245,145,174
"213",3282,13.2,6,226,145,176
"214",3255,13.2,6,227,147,174
"215",3310,13.3,6,249,146,174
"216",3328,13.4,8,258,146,174
"217",3341,13.4,7,219,146,174
"218",3315,13.5,6,195,146,174
"219",3370,13.5,5,243,146,174
"220",3385,13.6,3,242,144,174
"221",3400,13.7,4,197,147,172
"222",3375,13.7,4,198,144,172
"223",3429,13.8,4,198,143,172
"224",3444,13.8,4,195,143,192
"225",3458,13.9,5,224,144,174
"226",3432,14,6,261,145,174
"227",3494,14,10,277,153,178
"228",3506,14.1,11,205,154,174
"229",3519,14.2,15,284,155,174
"230",3548,14.2,20,436,152,178
"231",3572,14.3,28,315,156,174
"232",3552,14.3,34,279,159,172
"233",4300,14.4,37,244,160,172
"234",5800,14.5,39,195,162,172
"235",7300,14.5,39,191,157,174
"236",8600,14.6,39,242,156,174
"237",4360,14.6,39,199,157,174
"238",5660,14.7,40,196,155,174
"239",7360,14.8,39,269,145,178
"240",8960,14.8,39,196,146,174
"241",4420,14.9,39,222,150,174
"242",5820,15,39,240,145,178
"243",7320,15,39,196,148,174
"244",8720,15.1,40,193,154,174
"245",4280,15.1,38,192,154,174
"246",5680,15.2,35,191,146,174
"247",7180,15.3,30,191,145,172
"248",8480,15.3,26,217,144,178
"249",3940,15.4,25,190,141,174
"250",5340,15.5,24,197,139,174
"251",6840,15.5,22,191,141,174
"252",8240,15.6,17,217,142,178
"253",9540,15.6,12,225,146,178
"254",5200,15.7,8,269,149,170
"255",6800,15.8,6,242,139,172
"256",8200,15.8,4,199,138,174
"257",9800,15.9,3,247,140,174
"258",5260,15.9,2,195,139,178
"259",6760,16,5,228,138,182
"260",8560,16.1,5,265,143,170
"261",4020,16.1,6,210,139,174
"262",5320,16.2,3,196,140,172
"263",6920,16.3,2,251,145,174
"264",8420,16.3,3,246,148,172
"265",4080,16.4,4,262,151,170
"266",5680,16.4,5,260,152,170
