"","time","distance","elevation","pace","heartrate","cadence"
"1",31,0,29,326,112,172
"2",49,0.1,28,259,120,172
"3",65,0.1,26,259,123,172
"4",82,0.2,26,315,123,172
"5",99,0.3,25,253,116,174
"6",74,0.3,26,267,116,174
"7",129,0.4,27,258,117,172
"8",148,0.4,27,342,121,174
"9",167,0.5,26,316,121,174
"10",183,0.5,25,266,131,174
"11",197,0.6,21,280,134,172
"12",214,0.6,18,315,136,178
"13",192,0.7,20,342,136,178
"14",252,0.8,25,376,137,176
"15",273,0.8,28,319,141,178
"16",290,0.9,32,252,143,182
"17",306,0.9,31,273,144,168
"18",320,1,27,258,143,172
"19",334,1,23,253,138,172
"20",348,1.1,20,286,139,174
"21",367,1.2,20,310,119,178
"22",383,1.2,21,283,121,178
"23",398,1.3,23,279,133,174
"24",374,1.3,24,264,136,178
"25",428,1.4,21,255,136,180
"26",442,1.4,17,300,133,176
"27",461,1.5,21,315,141,174
"28",438,1.5,23,314,143,172
"29",496,1.6,23,324,141,176
"30",514,1.6,22,288,140,174
"31",529,1.7,20,244,140,178
"32",542,1.8,18,245,139,174
"33",556,1.8,18,279,132,174
"34",572,1.9,19,264,126,172
"35",586,1.9,18,259,125,174
"36",601,2,15,253,127,172
"37",614,2,13,283,129,176
"38",632,2.1,20,270,134,174
"39",646,2.1,25,271,135,174
"40",662,2.2,26,283,134,174
"41",677,2.3,26,269,134,174
"42",692,2.3,26,265,138,174
"43",707,2.4,25,262,137,172
"44",721,2.4,22,258,137,174
"45",737,2.5,20,287,136,176
"46",753,2.5,17,278,141,174
"47",768,2.6,17,280,139,174
"48",784,2.6,17,279,140,174
"49",799,2.7,16,252,141,172
"50",813,2.8,15,254,138,174
"51",827,2.8,15,252,136,178
"52",841,2.9,14,266,136,172
"53",857,2.9,14,283,133,174
"54",872,3,15,240,132,174
"55",884,3,16,248,135,170
"56",900,3.1,17,268,137,174
"57",914,3.2,16,267,137,174
"58",933,3.2,16,319,142,174
"59",948,3.3,12,270,142,180
"60",964,3.3,13,308,141,178
"61",982,3.4,15,321,140,172
"62",999,3.4,18,306,141,174
"63",976,3.5,18,305,145,172
"64",1033,3.5,18,272,146,178
"65",1047,3.6,15,244,144,176
"66",1060,3.7,14,268,142,178
"67",1038,3.7,14,258,138,172
"68",1093,3.8,13,281,144,174
"69",1109,3.8,13,258,146,174
"70",1123,3.9,14,253,145,178
"71",1097,3.9,15,272,146,174
"72",1153,4,16,258,146,174
"73",1166,4,20,264,145,178
"74",1182,4.1,18,258,145,176
"75",1155,4.2,15,242,145,174
"76",1209,4.2,13,256,143,174
"77",1223,4.3,13,252,142,174
"78",1242,4.3,15,268,144,178
"79",1215,4.4,17,248,143,178
"80",1271,4.4,19,300,144,176
"81",1288,4.5,20,260,146,174
"82",1301,4.5,17,255,150,174
"83",1277,4.6,16,251,152,172
"84",1333,4.7,15,254,154,180
"85",1346,4.7,15,194,155,174
"86",1359,4.8,14,250,149,174
"87",1333,4.8,15,251,144,180
"88",1391,4.9,16,252,142,172
"89",1406,4.9,15,262,147,174
"90",1420,5,14,264,144,176
"91",1395,5,14,259,140,178
"92",1449,5.1,14,261,140,180
"93",1464,5.2,15,276,140,180
"94",1480,5.2,16,275,145,176
"95",1455,5.3,19,283,147,178
"96",1511,5.3,20,274,149,174
"97",1526,5.4,19,266,148,174
"98",1540,5.4,19,270,148,174
"99",1516,5.5,19,263,145,174
"100",1570,5.5,19,269,146,174
"101",1585,5.6,20,261,147,174
"102",1599,5.7,19,255,147,174
"103",1574,5.7,20,281,146,178
"104",1630,5.8,20,279,146,174
"105",1645,5.8,22,272,149,174
"106",1660,5.9,24,254,151,178
"107",1637,5.9,26,281,150,174
"108",1691,6,27,287,152,178
"109",1709,6,29,270,154,176
"110",1722,6.1,29,249,154,176
"111",1697,6.2,29,257,153,178
"112",1750,6.2,26,256,148,178
"113",1765,6.3,25,276,144,174
"114",1781,6.3,25,309,144,172
"115",1759,6.4,26,278,145,182
"116",1813,6.4,25,285,148,174
"117",1831,6.5,26,327,149,174
"118",1849,6.5,28,287,148,174
"119",1863,6.6,27,247,148,174
"120",1876,6.7,25,262,146,178
"121",1892,6.7,23,258,144,176
"122",1909,6.8,23,290,145,174
"123",1924,6.8,25,267,147,174
"124",1939,6.9,25,286,148,174
"125",1957,6.9,24,277,147,172
"126",1970,7,23,287,141,178
"127",1988,7,26,329,142,174
"128",2007,7.1,27,305,145,176
"129",2022,7.2,26,227,139,176
"130",1993,7.2,27,240,137,172
"131",2048,7.3,26,197,141,174
"132",2060,7.3,25,208,140,180
"133",2071,7.4,26,203,141,178
"134",2083,7.4,25,198,140,176
"135",2058,7.5,25,259,142,178
"136",2112,7.5,25,252,141,178
"137",2126,7.6,24,257,141,180
"138",2141,7.7,20,262,145,182
"139",2115,7.7,19,259,145,176
"140",2174,7.8,19,300,148,174
"141",2188,7.8,22,247,147,174
"142",2201,7.9,24,256,147,178
"143",2177,7.9,26,254,150,176
"144",2230,8,27,257,150,174
"145",2245,8,27,286,147,178
"146",2262,8.1,27,319,144,168
"147",2280,8.2,26,258,146,174
"148",2293,8.2,22,251,146,178
"149",2308,8.3,18,319,147,174
"150",2329,8.3,20,391,151,178
"151",2350,8.4,24,327,151,174
"152",2367,8.4,27,259,155,178
"153",2383,8.5,31,269,158,174
"154",2358,8.5,32,256,159,168
"155",2412,8.6,27,251,161,170
"156",2426,8.7,24,245,161,172
"157",2439,8.7,20,244,162,170
"158",2413,8.8,19,267,160,178
"159",2468,8.8,21,258,142,176
"160",2487,8.9,23,279,143,178
"161",2500,8.9,24,193,145,172
"162",2473,9,22,246,150,176
"163",2527,9,17,271,147,182
"164",2543,9.1,20,302,149,178
"165",2561,9.2,22,300,153,174
"166",2536,9.2,23,273,152,174
"167",2591,9.3,23,252,155,174
"168",2609,9.3,21,284,149,174
"169",2623,9.4,19,198,144,174
"170",2595,9.4,19,194,140,174
"171",2649,9.5,19,227,140,172
"172",2661,9.5,17,215,138,174
"173",2673,9.6,15,191,137,174
"174",2687,9.7,14,251,137,176
"175",2705,9.7,18,285,147,174
"176",2718,9.8,23,273,146,174
"177",2735,9.8,26,259,147,174
"178",2747,9.9,26,223,145,178
"179",2760,9.9,26,255,139,178
"180",2776,10,25,265,145,178
"181",2790,10,23,199,148,174
"182",2803,10.1,20,278,147,178
"183",2820,10.2,17,285,149,174
"184",2834,10.2,17,253,150,174
"185",2849,10.3,16,280,150,174
"186",2865,10.3,16,253,153,174
"187",2838,10.4,15,245,147,176
"188",2892,10.4,15,258,145,178
"189",2907,10.5,14,259,145,174
"190",2921,10.5,14,242,144,174
"191",2894,10.6,14,195,143,174
"192",2947,10.7,16,245,148,176
"193",2962,10.7,16,260,150,178
"194",2976,10.8,16,259,148,180
"195",2953,10.8,16,302,149,180
"196",3009,10.9,13,250,151,174
"197",3022,10.9,13,264,152,176
"198",3039,11,14,258,150,172
"199",3015,11,17,257,152,176
"200",3072,11.1,18,278,155,178
"201",3087,11.2,19,261,156,174
"202",3101,11.2,15,245,159,178
"203",3074,11.3,14,269,156,174
"204",3131,11.3,14,265,145,170
"205",3144,11.4,13,198,148,174
"206",3157,11.4,12,197,151,178
"207",3170,11.5,14,240,146,174
"208",3184,11.5,15,263,146,182
"209",3199,11.6,16,248,146,180
"210",3212,11.7,20,242,148,174
"211",3226,11.7,19,254,150,178
"212",3241,11.8,16,255,150,178
"213",3255,11.8,13,251,148,176
"214",3268,11.9,13,261,152,178
"215",3284,11.9,15,290,148,178
"216",3300,12,16,281,148,178
"217",3315,12,18,254,152,172
"218",3329,12.1,18,193,155,178
"219",3341,12.2,14,247,156,174
"220",3316,12.2,15,265,151,182
"221",3371,12.3,16,257,151,182
"222",3384,12.3,15,245,154,178
"223",3398,12.4,14,242,154,178
"224",3372,12.4,14,271,153,176
"225",3428,12.5,14,285,154,174
"226",3443,12.5,15,256,150,176
"227",3457,12.6,14,198,150,178
"228",3430,12.7,16,252,148,178
"229",3485,12.7,15,266,148,178
"230",3499,12.8,14,268,150,174
