"","time","distance","elevation","pace","heartrate","cadence"
"1",10,0,43,361,98,168
"2",16,0,43,361,107,166
"3",22,0,43,346,111,170
"4",27,0,43,336,110,172
"5",31,0,43,332,108,172
"6",36,0.1,43,324,106,172
"7",41,0.1,43,313,113,172
"8",46,0.1,43,311,114,170
"9",51,0.1,43,306,112,176
"10",55,0.1,43,304,112,176
"11",59,0.1,44,302,114,176
"12",63,0.1,44,258,116,174
"13",68,0.2,44,300,116,174
"14",72,0.2,44,302,117,174
"15",77,0.2,44,302,115,174
"16",82,0.2,44,302,112,176
"17",86,0.2,44,259,112,176
"18",91,0.2,44,302,112,174
"19",95,0.2,44,308,112,176
"20",99,0.3,44,304,112,176
"21",103,0.3,44,302,112,174
"22",109,0.3,44,302,112,174
"23",74,0.3,44,302,113,172
"24",78,0.3,44,304,114,172
"25",122,0.3,44,258,114,176
"26",126,0.3,44,259,114,174
"27",131,0.4,45,312,112,174
"28",135,0.4,45,323,111,176
"29",140,0.4,45,337,111,174
"30",146,0.4,45,339,111,174
"31",152,0.4,44,334,112,176
"32",157,0.4,44,326,113,174
"33",162,0.5,44,316,118,174
"34",166,0.5,43,306,119,174
"35",170,0.5,43,253,119,174
"36",134,0.5,43,290,119,174
"37",139,0.5,43,289,120,176
"38",183,0.5,42,290,121,174
"39",188,0.5,42,290,125,174
"40",192,0.6,42,287,125,174
"41",196,0.6,42,254,125,174
"42",200,0.6,42,254,125,174
"43",205,0.6,41,254,120,174
"44",209,0.6,41,254,111,174
"45",214,0.6,40,254,109,176
"46",218,0.6,40,256,110,174
"47",222,0.7,40,255,111,174
"48",227,0.7,39,290,109,174
"49",191,0.7,38,254,109,174
"50",196,0.7,38,304,110,174
"51",240,0.7,38,313,110,174
"52",244,0.7,37,315,110,172
"53",250,0.8,37,321,110,172
"54",255,0.8,37,325,110,172
"55",260,0.8,36,331,109,172
"56",264,0.8,36,332,110,172
"57",269,0.8,36,327,110,172
"58",274,0.8,37,328,108,172
"59",279,0.8,37,335,109,172
"60",284,0.9,38,336,111,172
"61",289,0.9,37,331,110,172
"62",254,0.9,37,324,109,172
"63",259,0.9,38,308,108,172
"64",304,0.9,38,300,106,174
"65",308,0.9,38,252,105,174
"66",313,0.9,38,283,106,172
"67",316,1,38,275,106,172
"68",320,1,39,273,108,172
"69",325,1,38,273,113,172
"70",329,1,38,287,116,172
"71",333,1,38,253,118,172
"72",337,1,38,290,118,172
"73",341,1,37,290,117,170
"74",346,1.1,36,306,117,170
"75",311,1.1,36,311,117,172
"76",315,1.1,36,310,116,172
"77",360,1.1,35,303,115,172
"78",365,1.1,34,264,109,172
"79",369,1.1,33,243,107,172
"80",373,1.2,32,244,109,172
"81",376,1.2,31,244,110,172
"82",380,1.2,30,248,106,172
"83",383,1.2,30,250,103,172
"84",387,1.2,29,254,106,170
"85",391,1.2,29,261,108,172
"86",395,1.2,29,265,111,172
"87",399,1.3,27,265,116,174
"88",403,1.3,26,258,116,174
"89",407,1.3,24,251,115,172
"90",371,1.3,22,249,112,176
"91",374,1.3,21,249,108,174
"92",378,1.3,20,249,105,174
"93",421,1.3,19,253,105,174
"94",425,1.4,18,261,105,174
"95",429,1.4,17,281,104,174
"96",434,1.4,17,259,104,174
"97",438,1.4,16,319,105,172
"98",444,1.4,15,319,106,192
"99",449,1.4,14,315,107,174
"100",454,1.5,14,317,108,174
"101",459,1.5,13,312,111,174
"102",462,1.5,13,310,118,174
"103",467,1.5,12,308,123,176
"104",431,1.5,12,300,122,172
"105",436,1.5,11,303,122,172
"106",481,1.5,11,310,120,172
"107",486,1.6,10,307,120,172
"108",490,1.6,10,302,119,170
"109",494,1.6,9,257,119,172
"110",499,1.6,9,255,119,172
"111",503,1.6,8,254,119,172
"112",508,1.6,8,288,120,172
"113",512,1.6,8,289,120,172
"114",516,1.7,7,253,120,174
"115",520,1.7,7,259,120,174
"116",525,1.7,7,312,120,176
"117",529,1.7,6,308,120,174
"118",494,1.7,6,303,120,174
"119",540,1.7,6,301,119,174
"120",545,1.8,6,259,119,174
"121",548,1.8,6,259,119,174
"122",552,1.8,6,287,119,174
"123",556,1.8,6,276,119,172
"124",561,1.8,6,282,119,172
"125",565,1.8,6,252,119,172
"126",569,1.8,7,258,118,172
"127",574,1.9,7,259,119,172
"128",578,1.9,7,259,120,172
"129",583,1.9,7,290,120,172
"130",587,1.9,7,284,120,174
"131",552,1.9,7,279,119,174
"132",556,1.9,8,275,120,174
"133",559,1.9,8,272,120,174
"134",603,2,8,276,119,174
"135",607,2,8,285,119,174
"136",612,2,8,253,120,172
"137",616,2,7,259,120,176
"138",622,2,7,301,121,174
"139",626,2,8,301,121,174
"140",631,2.1,9,305,121,174
"141",635,2.1,9,256,121,176
"142",639,2.1,10,252,120,174
"143",643,2.1,10,251,119,170
"144",648,2.1,10,253,118,170
"145",613,2.1,11,302,119,172
"146",617,2.1,11,309,119,170
"147",661,2.2,11,316,118,170
"148",665,2.2,11,318,118,168
"149",671,2.2,11,323,116,170
"150",676,2.2,12,337,115,172
"151",681,2.2,13,342,112,176
"152",686,2.2,14,344,112,176
"153",691,2.2,14,348,114,176
"154",696,2.3,15,311,115,176
"155",701,2.3,15,311,115,174
"156",707,2.3,16,348,116,174
"157",673,2.3,17,342,117,176
"158",678,2.3,17,346,118,174
"159",723,2.3,18,346,119,174
"160",727,2.3,19,343,120,174
"161",732,2.4,20,336,121,174
"162",738,2.4,21,339,123,176
"163",743,2.4,21,344,123,174
"164",748,2.4,22,347,124,176
"165",753,2.4,23,348,125,174
"166",758,2.4,24,311,123,176
"167",763,2.5,26,347,122,176
"168",769,2.5,27,344,122,174
"169",735,2.5,29,339,121,174
"170",739,2.5,30,335,121,174
"171",784,2.5,30,332,121,172
"172",789,2.5,31,325,123,172
"173",794,2.5,31,320,125,172
"174",798,2.6,32,316,125,172
"175",803,2.6,32,307,126,172
"176",808,2.6,33,301,125,176
"177",813,2.6,33,255,127,174
"178",817,2.6,33,290,128,176
"179",821,2.6,33,280,128,174
"180",825,2.6,33,276,127,174
"181",829,2.7,33,281,128,174
"182",793,2.7,34,289,128,176
"183",797,2.7,34,254,127,174
"184",842,2.7,34,259,124,174
"185",847,2.7,35,302,123,174
"186",851,2.7,35,313,123,176
"187",856,2.8,36,317,125,176
"188",860,2.8,37,312,125,174
"189",866,2.8,37,304,125,172
"190",870,2.8,37,259,125,174
"191",875,2.8,37,301,126,174
"192",879,2.8,37,256,126,172
"193",883,2.8,37,256,126,172
"194",887,2.9,37,256,125,172
"195",852,2.9,37,252,124,172
"196",857,2.9,37,255,122,174
"197",901,2.9,38,258,121,174
"198",905,2.9,38,252,121,174
"199",910,2.9,38,254,121,174
"200",914,2.9,38,255,122,170
"201",918,3,38,290,122,174
"202",922,3,39,284,121,174
"203",927,3,39,281,119,174
"204",932,3,38,277,119,174
"205",935,3,38,281,119,174
"206",939,3,38,274,120,172
"207",943,3.1,38,268,120,172
"208",947,3.1,37,273,120,172
"209",912,3.1,38,280,122,170
"210",916,3.1,38,280,124,170
"211",960,3.1,38,284,124,180
"212",964,3.1,38,283,117,180
"213",968,3.1,39,281,118,174
"214",973,3.2,38,282,119,174
"215",977,3.2,38,284,120,174
"216",981,3.2,38,280,120,174
"217",985,3.2,38,274,120,174
"218",989,3.2,38,270,119,174
"219",994,3.2,38,270,119,174
"220",997,3.2,38,274,118,174
"221",1001,3.3,38,276,118,174
"222",1005,3.3,39,279,118,174
"223",1010,3.3,39,283,121,174
"224",974,3.3,40,252,121,174
"225",978,3.3,40,258,120,174
"226",1023,3.3,40,258,118,176
"227",1027,3.4,41,257,119,172
"228",1032,3.4,41,253,120,176
"229",1036,3.4,42,287,120,174
"230",1041,3.4,42,289,120,174
"231",1045,3.4,42,251,121,176
"232",1049,3.4,42,252,122,174
"233",1053,3.4,43,258,124,174
"234",1058,3.5,43,304,124,174
"235",1062,3.5,43,308,124,174
"236",1067,3.5,43,310,124,170
"237",1032,3.5,43,311,123,172
"238",1037,3.5,44,310,122,172
"239",1081,3.5,44,309,122,172
"240",1085,3.5,44,305,121,172
"241",1090,3.6,44,256,121,172
"242",1095,3.6,44,257,122,176
"243",1099,3.6,44,300,122,174
"244",1103,3.6,44,300,123,174
"245",1108,3.6,44,256,123,176
"246",1112,3.6,44,253,123,174
"247",1117,3.7,44,287,122,174
"248",1121,3.7,45,279,121,174
"249",1126,3.7,44,270,120,174
"250",1130,3.7,44,268,120,174
"251",1093,3.7,44,266,121,174
"252",1097,3.7,44,262,123,174
"253",1140,3.7,44,263,123,176
"254",1145,3.8,44,273,124,174
"255",1149,3.8,44,276,124,174
"256",1153,3.8,44,280,124,174
"257",1158,3.8,44,287,123,172
"258",1162,3.8,44,287,123,174
"259",1166,3.8,44,286,122,176
"260",1170,3.8,44,279,121,174
"261",1175,3.9,44,281,121,174
