"","time","distance","elevation","pace","heartrate","cadence"
"1",19,0,5,330,108,170
"2",32,0,5,328,109,172
"3",43,0.1,5,314,112,172
"4",56,0.1,5,338,112,170
"5",68,0.2,5,348,112,172
"6",83,0.2,5,312,113,178
"7",94,0.2,5,274,107,178
"8",104,0.3,5,282,109,174
"9",75,0.3,5,285,110,178
"10",126,0.4,6,282,110,178
"11",136,0.4,6,286,109,178
"12",147,0.4,5,306,110,180
"13",160,0.5,4,307,111,178
"14",131,0.5,4,309,108,174
"15",183,0.5,4,254,110,178
"16",194,0.6,4,254,105,180
"17",205,0.6,4,259,107,174
"18",217,0.7,4,319,112,178
"19",229,0.7,4,313,114,174
"20",241,0.7,5,259,114,178
"21",252,0.8,5,251,113,174
"22",263,0.8,6,257,110,178
"23",274,0.8,6,320,108,178
"24",288,0.9,5,331,104,178
"25",300,0.9,5,313,108,182
"26",312,1,6,289,113,178
"27",322,1,6,271,109,180
"28",332,1,7,272,111,178
"29",343,1.1,7,282,116,174
"30",313,1.1,8,282,117,178
"31",365,1.2,9,285,116,182
"32",375,1.2,9,289,117,180
"33",386,1.2,8,282,116,182
"34",397,1.3,7,285,115,182
"35",407,1.3,6,285,115,182
"36",379,1.3,10,252,115,180
"37",430,1.4,13,304,114,180
"38",441,1.4,14,314,114,180
"39",454,1.5,11,309,113,180
"40",465,1.5,7,279,114,180
"41",435,1.5,6,256,112,182
"42",485,1.6,6,268,110,174
"43",496,1.6,4,272,111,176
"44",506,1.6,4,273,112,176
"45",516,1.7,4,273,115,178
"46",526,1.7,5,282,115,178
"47",497,1.8,5,287,117,178
"48",548,1.8,6,285,118,174
"49",559,1.8,5,288,119,174
"50",570,1.9,4,282,117,174
"51",581,1.9,3,274,113,174
"52",551,1.9,3,267,112,178
"53",601,2,3,267,112,174
"54",611,2,3,267,112,176
"55",621,2.1,3,269,113,178
"56",632,2.1,2,272,114,176
"57",642,2.1,3,278,113,178
"58",613,2.2,2,278,114,174
