"","time","distance","elevation","pace","heartrate","cadence"
"1",16,0,4,253,87,168
"2",30,0.1,4,304,106,168
"3",43,0.1,3,255,114,172
"4",57,0.2,3,285,117,170
"5",69,0.2,3,275,120,172
"6",82,0.2,5,274,121,168
"7",94,0.3,6,306,122,166
"8",109,0.3,5,322,116,168
"9",124,0.4,5,308,120,174
"10",137,0.4,2,308,125,174
"11",151,0.5,3,258,128,168
"12",164,0.5,4,273,130,168
"13",136,0.6,5,281,132,172
"14",189,0.6,6,254,129,168
"15",202,0.6,7,252,127,168
"16",215,0.7,10,306,123,168
"17",190,0.7,13,328,122,172
"18",245,0.8,16,326,126,172
"19",260,0.8,20,313,131,176
"20",273,0.9,23,303,137,174
"21",287,0.9,23,281,140,172
"22",259,1,21,247,140,172
"23",309,1,19,246,138,172
"24",320,1.1,17,253,132,172
"25",332,1.1,14,261,127,172
"26",344,1.1,12,251,124,172
"27",315,1.2,10,197,122,172
"28",365,1.2,8,240,120,176
"29",376,1.3,8,247,119,174
"30",388,1.3,7,248,121,174
"31",399,1.4,6,242,124,174
"32",410,1.4,4,197,125,174
"33",420,1.5,6,197,123,174
"34",431,1.5,4,257,123,174
"35",443,1.6,2,270,125,174
"36",455,1.6,0,269,126,172
"37",467,1.6,0,283,128,168
"38",481,1.7,2,279,129,168
"39",493,1.7,4,254,133,172
"40",504,1.8,4,196,138,174
"41",514,1.8,4,194,138,174
"42",525,1.9,6,253,133,174
"43",497,1.9,6,283,130,172
"44",551,2,6,288,129,172
"45",563,2,6,267,130,172
"46",575,2,6,248,129,172
"47",585,2.1,6,252,131,172
"48",557,2.1,6,264,132,172
"49",609,2.2,6,254,132,172
"50",620,2.2,6,245,133,172
"51",631,2.3,6,252,131,172
"52",643,2.3,6,256,132,172
"53",614,2.4,6,255,133,172
"54",666,2.4,6,253,134,172
"55",677,2.5,5,257,133,168
"56",689,2.5,5,263,130,168
"57",700,2.5,5,250,133,172
"58",671,2.6,5,250,133,172
"59",723,2.6,4,252,132,172
"60",734,2.7,4,251,131,172
"61",745,2.7,5,252,130,170
"62",757,2.8,3,256,133,172
"63",768,2.8,2,250,135,172
"64",739,2.9,3,245,133,170
"65",790,2.9,3,248,133,172
"66",802,2.9,2,251,135,172
"67",813,3,2,253,135,174
"68",824,3,2,255,135,174
"69",796,3.1,2,250,134,172
"70",847,3.1,3,250,136,170
"71",858,3.2,4,250,137,172
"72",869,3.2,5,254,138,172
"73",881,3.3,6,259,138,172
"74",853,3.3,7,259,135,172
"75",904,3.3,8,248,140,174
"76",915,3.4,9,242,140,174
"77",926,3.4,10,249,137,174
"78",938,3.5,11,254,137,172
"79",949,3.5,10,253,137,172
"80",961,3.6,10,249,138,172
"81",972,3.6,9,253,139,172
"82",983,3.7,8,256,139,174
"83",995,3.7,8,246,138,174
"84",1005,3.8,8,249,136,174
"85",977,3.8,7,252,138,176
"86",1028,3.8,6,255,138,174
"87",1040,3.9,6,260,139,174
"88",1052,3.9,7,259,139,174
"89",1063,4,8,254,139,168
"90",1034,4,10,250,136,168
"91",1086,4.1,12,245,133,172
"92",1096,4.1,13,247,133,168
"93",1108,4.2,13,253,133,172
"94",1119,4.2,13,249,135,172
"95",1130,4.3,13,252,139,172
