"","time","distance","elevation","pace","heartrate","cadence"
"1",12,0,5,340,81,170
"2",18,0,5,333,90,172
"3",28,0,5,364,98,172
"4",38,0.1,5,373,110,172
"5",50,0.1,5,396,113,170
"6",59,0.1,5,376,117,174
"7",67,0.1,5,345,119,174
"8",75,0.2,6,340,120,172
"9",84,0.2,6,329,118,174
"10",92,0.2,6,326,117,174
"11",99,0.2,6,329,119,178
"12",107,0.3,5,319,120,178
"13",76,0.3,4,310,119,174
"14",123,0.3,4,308,119,174
"15",130,0.3,4,303,120,174
"16",137,0.4,4,257,119,178
"17",145,0.4,4,319,118,174
"18",152,0.4,4,326,117,174
"19",161,0.4,4,329,117,174
"20",169,0.5,4,333,117,174
"21",137,0.5,4,324,114,178
"22",185,0.5,4,323,113,176
"23",192,0.5,5,317,114,178
"24",200,0.5,5,305,115,174
"25",208,0.6,5,309,115,178
"26",215,0.6,5,301,117,178
"27",222,0.6,6,309,119,174
"28",190,0.6,6,287,118,176
"29",198,0.7,6,263,117,178
"30",243,0.7,5,267,118,178
"31",249,0.7,5,250,118,176
"32",256,0.7,5,265,116,178
"33",262,0.8,6,285,116,180
"34",269,0.8,6,255,118,180
"35",277,0.8,6,313,116,178
"36",284,0.8,7,316,115,174
"37",252,0.9,7,323,118,178
"38",300,0.9,7,320,118,174
"39",308,0.9,8,334,118,174
"40",316,0.9,9,317,119,174
"41",325,1,9,313,120,174
"42",335,1,9,348,122,174
"43",343,1,9,347,121,178
"44",310,1,8,314,120,174
"45",317,1.1,6,259,116,176
"46",364,1.1,5,309,109,174
"47",371,1.1,5,306,111,174
"48",379,1.1,5,305,113,178
"49",387,1.2,4,302,115,176
"50",394,1.2,5,253,118,176
"51",401,1.2,5,286,121,174
"52",408,1.2,6,287,124,174
"53",375,1.3,6,289,129,174
"54",422,1.3,6,284,130,174
"55",429,1.3,5,283,130,178
"56",436,1.3,4,279,127,178
"57",442,1.4,3,275,124,174
"58",449,1.4,2,275,121,174
"59",456,1.4,1,305,122,174
"60",462,1.4,0,319,122,174
"61",433,1.4,0,328,118,172
"62",481,1.5,1,319,114,176
"63",488,1.5,1,277,113,176
"64",494,1.5,1,273,115,178
"65",501,1.5,2,259,116,180
"66",507,1.6,2,262,116,174
"67",513,1.6,2,267,117,174
"68",520,1.6,2,276,121,176
"69",527,1.6,2,278,122,176
"70",494,1.7,3,277,121,174
"71",541,1.7,3,282,120,174
"72",546,1.7,3,270,121,174
"73",554,1.7,3,273,122,176
"74",560,1.8,4,279,122,178
"75",567,1.8,4,264,121,178
"76",574,1.8,4,280,114,174
"77",580,1.8,5,280,117,178
"78",587,1.9,6,283,119,174
"79",554,1.9,7,290,119,176
"80",602,1.9,8,268,120,174
"81",608,1.9,9,253,122,174
"82",614,2,10,255,122,178
"83",619,2,10,252,122,174
"84",626,2,10,268,121,174
"85",633,2,10,279,125,174
"86",640,2.1,10,272,132,178
"87",646,2.1,10,280,131,176
"88",613,2.1,10,283,128,176
"89",660,2.1,10,281,124,176
"90",667,2.2,9,278,124,174
"91",674,2.2,9,271,123,178
"92",680,2.2,9,252,122,178
"93",686,2.2,9,247,123,178
"94",692,2.3,9,249,123,178
"95",698,2.3,10,247,123,178
"96",704,2.3,10,259,123,174
"97",670,2.3,10,272,124,174
"98",678,2.4,9,252,122,174
"99",724,2.4,9,290,123,174
"100",732,2.4,1,287,121,178
"101",739,2.4,1,313,121,174
