"","time","distance","elevation","pace","heartrate","cadence"
"1",23,0,4,283,105,168
"2",36,0.1,3,287,117,170
"3",49,0.1,2,255,120,172
"4",63,0.2,3,300,122,172
"5",76,0.2,4,254,122,170
"6",89,0.2,6,309,122,170
"7",104,0.3,5,349,120,172
"8",121,0.3,5,334,116,174
"9",135,0.4,2,331,124,170
"10",150,0.4,3,328,130,172
"11",164,0.5,4,316,127,172
"12",139,0.5,5,304,126,170
"13",192,0.6,6,258,118,180
"14",205,0.6,8,313,119,174
"15",220,0.7,10,339,112,174
"16",197,0.7,13,317,114,174
"17",253,0.7,17,344,113,174
"18",268,0.8,21,348,122,182
"19",283,0.8,23,329,134,174
"20",258,0.9,23,306,132,174
"21",311,0.9,21,275,132,176
"22",323,1,19,257,129,174
"23",334,1,15,197,115,172
"24",344,1.1,13,240,108,172
"25",315,1.1,11,252,109,178
"26",367,1.1,9,265,113,174
"27",379,1.2,8,275,115,174
"28",392,1.2,8,280,113,174
"29",404,1.3,7,267,111,174
"30",376,1.3,5,255,119,174
"31",427,1.4,5,250,119,174
"32",438,1.4,6,269,121,174
"33",451,1.5,3,275,119,170
"34",463,1.5,1,269,120,170
"35",436,1.6,0,272,124,172
"36",487,1.6,0,253,124,172
"37",502,1.6,3,252,128,170
"38",514,1.7,5,257,125,178
"39",526,1.7,4,262,124,178
"40",497,1.8,5,258,122,174
"41",549,1.8,6,273,120,174
"42",561,1.9,6,302,119,174
"43",576,1.9,6,269,118,174
"44",586,2,6,192,120,174
"45",557,2,6,279,123,174
"46",613,2,6,253,121,174
"47",624,2.1,6,247,122,178
"48",635,2.1,6,260,122,170
"49",647,2.2,6,290,118,170
"50",662,2.2,6,288,123,172
"51",674,2.3,6,252,123,172
"52",685,2.3,6,247,129,174
"53",696,2.4,6,260,126,174
"54",708,2.4,5,271,122,172
"55",721,2.5,5,254,118,170
"56",734,2.5,5,286,121,172
"57",747,2.5,5,255,124,174
"58",757,2.6,4,197,124,170
"59",768,2.6,4,243,122,172
"60",739,2.7,5,252,123,172
"61",791,2.7,3,262,124,172
"62",803,2.8,2,267,123,172
"63",815,2.8,3,266,121,170
"64",827,2.9,3,266,119,178
"65",799,2.9,4,280,120,170
"66",851,2.9,5,309,125,176
"67",870,3,5,254,98,170
"68",880,3,6,249,101,170
"69",851,3.1,7,195,107,172
"70",902,3.1,7,195,113,170
"71",912,3.2,7,195,120,172
"72",923,3.2,7,195,128,174
"73",933,3.3,5,195,126,170
"74",944,3.3,5,195,121,170
"75",915,3.4,4,195,121,170
"76",965,3.4,3,245,119,170
"77",977,3.4,3,260,117,170
"78",989,3.5,4,265,118,172
"79",1000,3.5,5,259,118,176
"80",972,3.6,4,266,123,170
"81",1024,3.6,5,271,121,170
"82",1037,3.7,6,264,121,170
"83",1048,3.7,5,263,125,170
"84",1060,3.8,3,254,123,170
"85",1031,3.8,3,252,122,172
"86",1083,3.8,4,251,120,172
"87",1094,3.9,4,250,123,170
"88",1105,3.9,4,248,124,170
"89",1116,4,4,253,127,170
"90",1128,4,5,276,126,170
"91",1141,4.1,5,270,123,170
"92",1152,4.1,4,257,122,170
"93",1164,4.2,3,265,123,170
"94",1176,4.2,3,270,122,170
"95",1189,4.3,3,261,127,172
"96",1200,4.3,4,258,127,172
"97",1212,4.3,4,264,128,170
"98",1223,4.4,4,262,127,170
"99",1236,4.4,6,278,125,172
"100",1249,4.5,5,273,125,170
"101",1261,4.5,3,263,125,170
"102",1272,4.6,3,260,124,170
"103",1284,4.6,3,262,123,168
"104",1296,4.7,4,272,122,170
"105",1308,4.7,4,257,124,170
"106",1279,4.7,4,253,123,170
"107",1331,4.8,5,268,122,170
"108",1344,4.8,5,275,126,170
"109",1355,4.9,4,256,132,172
"110",1367,4.9,3,263,131,170
"111",1339,5,3,267,126,168
"112",1391,5,3,263,125,168
"113",1403,5.1,4,255,125,172
"114",1414,5.1,4,262,126,170
"115",1426,5.2,4,264,126,170
"116",1398,5.2,6,270,125,172
"117",1450,5.2,5,262,127,170
"118",1462,5.3,3,257,124,170
"119",1473,5.3,3,269,120,170
"120",1486,5.4,3,267,124,172
"121",1457,5.4,4,257,125,170
"122",1509,5.5,4,261,125,170
"123",1521,5.5,4,264,124,170
"124",1533,5.6,5,278,126,172
"125",1546,5.6,5,270,128,170
"126",1517,5.6,5,253,126,172
"127",1569,5.7,3,260,124,170
"128",1581,5.7,3,270,124,170
"129",1593,5.8,3,266,126,170
"130",1605,5.8,4,255,125,168
"131",1576,5.9,4,254,122,170
"132",1627,5.9,4,264,124,170
"133",1640,6,6,279,125,170
"134",1653,6,5,278,124,170
"135",1665,6.1,4,264,125,170
"136",1636,6.1,3,257,121,170
"137",1688,6.1,3,260,121,172
"138",1700,6.2,4,265,120,170
"139",1712,6.2,5,259,126,172
"140",1723,6.3,4,257,127,170
"141",1695,6.3,5,268,125,170
"142",1748,6.4,6,268,126,170
"143",1759,6.4,5,257,127,170
"144",1771,6.5,3,253,126,170
"145",1782,6.5,3,256,123,170
"146",1754,6.6,4,262,125,170
"147",1806,6.6,4,254,126,170
"148",1817,6.6,4,249,126,170
"149",1828,6.7,4,259,125,170
"150",1840,6.7,5,275,127,170
"151",1813,6.8,5,273,126,170
"152",1865,6.8,4,264,125,170
"153",1877,6.9,3,265,125,170
"154",1889,6.9,3,268,124,170
"155",1901,7,3,264,126,170
"156",1873,7,5,260,126,172
